update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,0.0
2,7889,-486.0,486.125,0.0
3,11792,-487.625,487.875,0.0
4,15519,-465.75,465.875,0.0
5,19519,-500.0,500.0,0.0
6,23426,-488.25,488.375,0.0
7,27309,-485.25,485.375,0.0
8,31075,-470.625,470.75,0.0
9,34685,-450.75,451.25,0.0
10,38235,-442.875,443.75,0.0
11,41510,-408.625,409.375,0.0
12,44747,-404.0,404.625,0.0
13,47780,-378.375,379.125,0.0
14,50042,-281.75,282.75,0.0
15,52607,-319.625,320.625,0.0
16,55134,-314.875,315.875,0.0
17,58111,-371.25,372.125,0.0
18,60294,-271.875,272.875,0.0
19,62420,-264.75,265.75,0.0
20,64330,-237.75,238.75,0.0
21,66103,-220.625,221.625,0.0
22,68185,-259.25,260.25,0.0
23,69875,-210.25,211.25,0.0
24,71735,-231.5,232.5,0.0
25,73558,-226.875,227.875,0.0
26,75229,-207.875,208.875,0.0
27,76746,-188.625,189.625,0.0
28,78162,-176.0,177.0,0.0
29,79519,-168.625,169.625,0.0
30,80733,-150.75,151.75,0.0
31,82170,-178.625,179.625,0.0
32,83510,-166.5,167.5,0.0
33,84784,-158.25,159.25,0.0
34,86027,-154.375,155.375,0.0
35,87220,-148.125,149.125,0.0
36,88409,-147.625,148.625,0.0
37,89456,-129.875,130.875,0.0
38,90628,-145.5,146.5,0.0
39,91886,-156.25,157.25,0.0
40,93017,-140.375,141.375,0.0
41,94198,-146.625,147.625,0.0
42,95293,-135.875,136.875,0.0
43,96453,-144.0,145.0,0.0
44,97460,-124.875,125.875,0.0
45,98698,-153.75,154.75,0.0
46,99717,-126.375,127.375,0.0
47,100843,-139.75,140.75,0.0
48,102017,-145.75,146.75,0.0
49,103135,-138.75,139.75,0.0
50,104351,-151.0,152.0,0.0
51,105796,-179.625,180.625,0.0
52,106892,-136.0,137.0,0.0
53,107945,-130.625,131.625,0.0
54,108893,-117.5,118.5,0.0
55,109816,-114.375,115.375,0.0
56,110855,-128.875,129.875,0.0
57,111860,-124.625,125.625,0.0
58,112825,-119.625,120.625,0.0
59,113704,-108.875,109.875,0.0
60,114739,-128.375,129.375,0.0
61,115789,-130.25,131.25,0.0
62,116819,-127.75,128.75,0.0
63,117800,-121.625,122.625,0.0
64,118792,-123.0,124.0,0.0
65,119798,-124.75,125.75,0.0
66,120861,-131.875,132.875,0.0
67,121802,-116.625,117.625,0.0
68,122834,-128.0,129.0,0.0
69,123831,-123.625,124.625,0.0
70,124821,-122.75,123.75,0.0
71,125795,-120.75,121.75,0.0
72,126669,-108.25,109.25,0.0
73,127706,-128.625,129.625,0.0
74,128607,-111.625,112.625,0.0
75,129625,-126.25,127.25,0.0
76,130560,-115.875,116.875,0.0
77,131464,-112.0,113.0,0.0
78,132331,-107.375,108.375,0.0
79,133167,-103.5,104.5,0.0
80,134044,-108.625,109.625,0.0
81,134876,-103.0,104.0,0.0
82,135732,-106.0,107.0,0.0
83,136576,-104.5,105.5,0.0
84,137371,-98.375,99.375,0.0
85,138522,-142.875,143.875,0.0
86,139323,-99.125,100.125,0.0
87,140198,-108.375,109.375,0.0
88,140965,-94.875,95.875,0.0
89,141786,-101.625,102.625,0.0
90,142584,-98.75,99.75,0.0
91,143392,-100.0,101.0,0.0
92,144225,-103.125,104.125,0.0
93,144991,-94.75,95.75,0.0
94,145783,-98.0,99.0,0.0
95,146626,-104.375,105.375,0.0
96,147466,-104.0,105.0,0.0
97,148258,-98.0,99.0,0.0
98,149133,-108.375,109.375,0.0
99,149933,-99.0,100.0,0.0
100,150625,-85.5,86.5,0.0
101,151396,-95.375,96.375,0.0
102,152251,-105.875,106.875,0.0
103,153036,-97.125,98.125,0.0
104,153856,-101.5,102.5,0.0
105,154626,-95.25,96.25,0.0
106,155441,-100.875,101.875,0.0
107,156294,-105.625,106.625,0.0
108,157025,-90.375,91.375,0.0
109,157827,-99.25,100.25,0.0
110,158653,-102.25,103.25,0.0
111,159474,-101.625,102.625,0.0
112,160253,-96.375,97.375,0.0
113,161039,-97.25,98.25,0.0
114,161827,-97.5,98.5,0.0
115,162694,-107.375,108.375,0.0
116,163534,-104.0,105.0,0.0
117,165096,-194.375,195.25,0.0
118,165847,-92.875,93.875,0.0
119,166652,-99.625,100.625,0.0
120,167565,-113.125,114.125,0.0
121,168469,-112.0,113.0,0.0
122,169353,-109.5,110.5,0.0
