Device       : cpu

========== GPOMDP LOSS ==========
states shape  = (128, 500, 8)
actions shape = (128, 500, 2)
rewards shape = (128, 500)
returns shape = (128, 500)
mask shape    = (128, 500)
log_probs shape = (128, 500)
valid steps = 64000
objective = -11.957745
loss = 11.957745
========== END GPOMDP DEBUG ==========


========== NPG PRECONDITIONING ==========
Fisher condition number  : 9.540e+03
||nat_g|| / ||g||        : 28.199
========== END NPG DEBUG ==========

/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/vpg/train.py:127: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:838.)
  return float(torch.cat(grads).norm())
Iteration 0000 | train reward: -14.39 | best: -14.39 | KL: 6.412e-06 | std: 0.6067 | rollout: 5.621s | update: 1.457s | total: 7.079s | samples/s: 9041
Iteration 0001 | train reward: -14.60 | best: -14.39 | KL: 1.474e-06 | std: 0.6067 | rollout: 6.032s | update: 0.768s | total: 6.800s | samples/s: 9412
Iteration 0002 | train reward: -14.12 | best: -14.12 | KL: 4.402e-06 | std: 0.6068 | rollout: 6.222s | update: 0.765s | total: 6.988s | samples/s: 9159
Iteration 0003 | train reward: -15.06 | best: -14.12 | KL: 4.087e-06 | std: 0.6068 | rollout: 7.565s | update: 0.746s | total: 8.310s | samples/s: 7701
Iteration 0004 | train reward: -14.59 | best: -14.12 | KL: 3.426e-06 | std: 0.6070 | rollout: 6.419s | update: 0.757s | total: 7.176s | samples/s: 8919
Iteration 0005 | train reward: -14.43 | best: -14.12 | KL: 4.635e-06 | std: 0.6070 | rollout: 6.154s | update: 0.796s | total: 6.950s | samples/s: 9209
Iteration 0006 | train reward: -15.26 | best: -14.12 | KL: 4.660e-06 | std: 0.6070 | rollout: 6.244s | update: 0.767s | total: 7.011s | samples/s: 9129
Iteration 0007 | train reward: -14.59 | best: -14.12 | KL: 2.079e-06 | std: 0.6070 | rollout: 6.731s | update: 0.746s | total: 7.477s | samples/s: 8559
Iteration 0008 | train reward: -14.13 | best: -14.12 | KL: 3.624e-06 | std: 0.6071 | rollout: 7.097s | update: 0.757s | total: 7.854s | samples/s: 8149
Iteration 0009 | train reward: -14.44 | best: -14.12 | KL: 3.777e-06 | std: 0.6071 | rollout: 6.985s | update: 0.778s | total: 7.763s | samples/s: 8244
