update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/beta_1e-5/seed_101/checkpoints/update_0050.pt,4096,362031,16,torch.float64,torch.float64,15,9.558034120936288e-14,195.96795063037402,115655374454331.8,-180.3785592401937,-11.273659952512107,2.0538724261658485,1.777342578333136,2,2,2,6.96218018811031e-13,1.9596795063037402e-10,16.61965363724574,52.05202422205108,88.386474609375,32.4014262650162
100,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/beta_1e-5/seed_101/checkpoints/update_0100.pt,4096,367553,16,torch.float64,torch.float64,16,3.3345537719233965e-12,187.24527124156373,56153021977977.94,-172.1415593468611,-10.758847459178819,2.1463030844248263,1.8582590146718576,2,2,3,6.652288364306135e-13,1.8724527124156372e-10,13.6429399623504,50.86814737704917,89.734619140625,31.20613671792671
150,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/beta_1e-5/seed_101/checkpoints/update_0150.pt,4096,283997,16,torch.float64,torch.float64,16,1.979845489481956e-09,226.32106019712205,114312486201.305,-111.84232033462354,-6.990145020913971,2.503872799639861,1.3821405430568694,2,3,3,8.040539263629471e-13,2.2632106019712204e-10,61.09056669274615,42.715176447368265,69.335205078125,34.60246934799943
200,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/beta_1e-5/seed_101/checkpoints/update_0200.pt,4096,202313,16,torch.float64,torch.float64,16,2.3350044091107345e-08,516.931365259627,22138346430.63889,-87.44481357709657,-5.4653008485685355,2.10434966981652,1.045165676606613,2,3,4,1.836509132358895e-12,5.169313652596269e-10,85.42688355880969,10.763463820554463,49.392822265625,32.483932539005764
250,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/beta_1e-5/seed_101/checkpoints/update_0250.pt,4096,167219,16,torch.float64,torch.float64,16,8.455721578910162e-08,647.6244208529216,7659008339.018566,-80.82046960920337,-5.051279350575211,1.9122865793431099,1.0213689249811255,2,3,4,2.300824138689427e-12,6.476244208529216e-10,88.54400360496336,2.848518736984955,40.824951171875,23.479757256922312
