iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,5.7338,5.7338,5.447013e-05,6.211834e+00,9.940492e+00,2.758111,0.606787,0.1439,3.3567,16.6,0.4686,0.2396,0.7082
1,5.2939,5.7338,2.258598e-05,3.448070e+00,1.063388e+01,2.758002,0.606771,0.1191,3.0366,15.88,0.4049,0.0176,0.4225
2,5.7695,5.7695,4.754386e-05,5.457006e+00,9.868606e+00,2.757137,0.606604,0.2924,3.1796,16.1,0.3557,0.0257,0.3814
3,5.3921,5.7695,3.218527e-05,4.698908e+00,1.012107e+01,2.758559,0.606874,0.0706,3.074,15.93,0.4706,0.0223,0.4929
4,5.6594,5.7695,3.239910e-05,4.668602e+00,1.009239e+01,2.759781,0.60712,0.4799,3.115,15.37,0.5581,0.0221,0.5802
5,5.4034,5.7695,1.830818e-05,3.271351e+00,8.734791e+00,2.760025,0.607179,-0.0085,3.1345,16.4,0.5619,0.024,0.5859
6,5.5595,5.7695,3.928022e-05,4.189645e+00,1.080978e+01,2.760984,0.607364,0.3508,3.1207,15.3,0.6333,0.0238,0.6571
7,5.6361,5.7695,3.994961e-05,4.129936e+00,1.040197e+01,2.761138,0.607421,0.1745,3.3013,16.28,0.6826,0.025,0.7077
8,5.748,5.7695,2.464325e-05,3.853273e+00,1.043021e+01,2.760158,0.607201,0.4332,3.1855,15.7,0.6136,0.0189,0.6325
9,5.834,5.834,2.893978e-05,4.661942e+00,9.853815e+00,2.760873,0.607357,0.35,3.3557,16.4,0.7021,0.0258,0.7278
10,5.7583,5.834,3.226380e-05,4.746852e+00,1.037105e+01,2.764071,0.608008,0.2479,3.2196,16.53,0.7643,0.0239,0.7882
11,5.6522,5.834,2.926665e-05,3.686969e+00,8.073184e+00,2.76371,0.60793,0.1736,3.1663,16.63,0.704,0.0247,0.7287
12,6.0819,6.0819,3.878274e-05,5.024701e+00,1.020579e+01,2.764819,0.608159,0.5415,3.3775,16.3,0.7339,0.0207,0.7546
13,5.9554,6.0819,2.916255e-05,4.280540e+00,9.246369e+00,2.766298,0.608478,0.5635,3.2288,15.9,0.5419,0.0252,0.5671
14,6.0371,6.0819,3.804896e-05,3.977461e+00,9.431922e+00,2.765448,0.608312,0.4264,3.3832,16.61,0.7094,0.0214,0.7308
15,5.9857,6.0819,2.765177e-05,4.131483e+00,9.385268e+00,2.763199,0.607834,0.4056,3.2029,16.63,0.7206,0.0201,0.7407
16,6.211,6.211,3.749651e-05,4.908966e+00,1.033511e+01,2.763464,0.607909,0.8111,3.3492,15.88,0.6385,0.0215,0.66
17,6.1341,6.211,2.397054e-05,4.008195e+00,9.185810e+00,2.765065,0.608235,0.3587,3.384,17.12,0.7327,0.0235,0.7562
18,6.3315,6.3315,3.606494e-05,5.239042e+00,9.632156e+00,2.766186,0.608475,0.6351,3.3857,16.93,0.8006,0.0258,0.8264
19,6.3338,6.3338,3.006104e-05,4.386810e+00,1.024200e+01,2.767875,0.608806,0.8825,3.4475,16.13,0.7724,0.0187,0.7911
20,6.4745,6.4745,3.380768e-05,4.718743e+00,9.420820e+00,2.766579,0.608556,0.8445,3.3076,16.21,0.7849,0.0224,0.8073
21,6.3875,6.4745,2.720145e-05,4.389616e+00,9.394223e+00,2.766089,0.60846,0.7468,3.4199,16.55,0.7645,0.0216,0.7861
22,6.3625,6.4745,4.276574e-05,4.430680e+00,9.967880e+00,2.767486,0.608725,0.5906,3.5625,17.27,0.7502,0.0182,0.7684
23,6.2148,6.4745,3.408255e-05,3.704177e+00,1.004357e+01,2.765984,0.60842,0.6975,3.2797,16.01,0.5754,0.0173,0.5927
24,6.7564,6.7564,3.480646e-05,4.905860e+00,8.933434e+00,2.765781,0.608398,0.8207,3.8049,17.75,0.8326,0.0254,0.858
25,6.6671,6.7564,3.472780e-05,4.788850e+00,1.032812e+01,2.764136,0.608072,0.9416,3.4689,16.67,0.7979,0.0253,0.8232
26,6.2559,6.7564,2.305860e-05,3.728043e+00,9.251235e+00,2.762135,0.607662,0.8093,3.2166,16.02,0.8497,0.0223,0.872
27,7.0021,7.0021,6.147632e-05,5.915213e+00,1.064475e+01,2.762432,0.60773,1.1485,3.7255,16.56,0.8318,0.0203,0.8521
28,7.0013,7.0021,3.207491e-05,5.094008e+00,1.014780e+01,2.76228,0.607682,1.1366,3.6462,16.86,0.7428,0.022,0.7648
29,6.7494,7.0021,4.202851e-05,4.501923e+00,1.035603e+01,2.761465,0.607519,0.9877,3.8802,16.98,0.8033,0.018,0.8213
30,7.4099,7.4099,5.021584e-05,5.509776e+00,1.541701e+01,2.764815,0.608219,1.5339,4.1281,17.19,0.8137,0.0249,0.8386
31,7.0354,7.4099,3.486486e-05,4.913181e+00,1.174929e+01,2.763871,0.608013,1.2544,3.6124,16.65,0.6902,0.0178,0.708
32,7.4217,7.4217,5.527083e-05,6.041708e+00,1.017527e+01,2.765888,0.608459,1.5109,4.0376,16.99,0.7717,0.0256,0.7973
33,7.7819,7.7819,5.386733e-05,6.264606e+00,9.874975e+00,2.76821,0.608907,2.0278,4.8793,17.13,0.7974,0.0198,0.8172
34,7.3506,7.7819,5.071042e-05,6.151977e+00,8.878986e+00,2.769027,0.609111,1.4061,3.9416,17.33,0.8135,0.0181,0.8316
35,7.701,7.7819,5.560091e-05,5.976424e+00,1.369909e+01,2.769282,0.609136,1.7568,4.6272,17.5,0.882,0.0191,0.9011
36,7.3075,7.7819,7.047041e-05,6.072170e+00,1.182059e+01,2.770038,0.609301,1.1087,4.1678,18.01,0.8197,0.0222,0.8419
37,7.9913,7.9913,6.335894e-05,5.650246e+00,1.053726e+01,2.767462,0.608796,1.6856,4.4555,18.62,0.9776,0.0295,1.0071
38,8.271,8.271,7.150941e-05,6.719568e+00,1.192975e+01,2.765726,0.608456,2.0114,4.9927,18.45,1.0768,0.0205,1.0973
39,8.9372,8.9372,7.822761e-05,8.064466e+00,1.270297e+01,2.765553,0.608402,2.6145,5.6356,18.56,1.1859,0.0202,1.2061
40,8.6072,8.9372,6.137928e-05,6.155966e+00,1.182084e+01,2.764956,0.608295,2.061,4.9188,19.09,1.1392,0.0264,1.1656
41,9.1897,9.1897,7.071767e-05,6.977533e+00,1.116511e+01,2.763319,0.607969,2.6138,5.5838,19.49,1.0519,0.0235,1.0754
42,8.4503,9.1897,8.274515e-05,6.611927e+00,1.321369e+01,2.765168,0.608337,1.8587,4.7055,18.88,1.1215,0.0216,1.1431
43,8.4646,9.1897,4.162718e-05,5.883080e+00,1.134219e+01,2.764858,0.608295,2.2854,4.8583,18.12,0.9289,0.0269,0.9558
44,9.5693,9.5693,7.109172e-05,6.296113e+00,1.223916e+01,2.766933,0.60871,3.6548,8.6539,19.49,1.3918,0.0226,1.4144
45,9.3212,9.5693,7.556567e-05,7.526790e+00,1.160063e+01,2.767521,0.608826,2.7309,5.6226,19.02,0.961,0.0202,0.9811
46,9.9735,9.9735,6.212956e-05,6.141417e+00,1.594603e+01,2.769333,0.609208,3.4417,7.1208,19.84,1.086,0.0299,1.1158
47,9.9874,9.9874,7.818518e-05,6.291717e+00,1.154912e+01,2.770444,0.609428,3.2909,6.2354,20.28,1.0519,0.0231,1.075
48,10.2861,10.2861,5.264203e-05,5.430623e+00,1.639653e+01,2.771339,0.609605,4.4081,11.0373,20.12,1.4059,0.0277,1.4336
49,10.0591,10.2861,6.972821e-05,7.188946e+00,1.206720e+01,2.771987,0.609718,3.0553,5.524,19.86,0.9825,0.0218,1.0043
50,11.1717,11.1717,8.175339e-05,7.320665e+00,1.365294e+01,2.771027,0.609538,4.3951,8.4608,20.7,1.1774,0.031,1.2084
51,11.7914,11.7914,8.098788e-05,8.265669e+00,1.285880e+01,2.769418,0.609213,4.882,9.0749,21.47,1.4464,0.0328,1.4793
52,11.461,11.7914,8.340046e-05,8.039057e+00,1.391231e+01,2.769036,0.609157,4.5974,8.3747,20.71,1.2228,0.0213,1.2441
53,13.5791,13.5791,1.134365e-04,9.058520e+00,1.486965e+01,2.768461,0.609046,6.6609,11.9202,23.45,1.6895,0.0312,1.7207
54,13.1844,13.5791,7.823300e-05,7.303717e+00,1.391895e+01,2.766343,0.60861,6.8965,14.31,22.55,1.4648,0.0319,1.4967
55,14.5277,14.5277,1.285444e-04,7.743839e+00,1.940580e+01,2.766909,0.608725,7.6654,13.9812,23.48,1.2156,0.0303,1.2459
