update,environment_steps,training_return,training_episode_length,beta,barrier_active
1,3847,-480.625,480.875,555.232544854984,True
2,7847,-500.0,500.0,555.232544854984,True
3,11847,-500.0,500.0,555.232544854984,True
4,15847,-500.0,500.0,555.232544854984,True
5,19847,-500.0,500.0,555.232544854984,True
6,23511,-457.75,458.0,555.232544854984,True
7,27459,-493.375,493.5,555.232544854984,True
8,31459,-500.0,500.0,555.232544854984,True
9,35250,-473.75,473.875,555.232544854984,True
10,39232,-497.625,497.75,555.232544854984,True
11,43075,-480.25,480.375,555.232544854984,True
12,47075,-500.0,500.0,555.232544854984,True
13,51075,-500.0,500.0,555.232544854984,True
14,51200,-25.0,25.0,555.232544854984,True
