environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_fixed,203,0,0,-500.0,-484.0,500.0,1.088423490524292,0.27832522988319397,0.24328137934207916,-1.10897958278656,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,2,7847,-500.0,-500.0,500.0,1.0895015001296997,0.2823807895183563,0.24383221566677094,-1.1078532934188843,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,3,11847,-500.0,-500.0,500.0,1.091116189956665,0.28836530447006226,0.24622003734111786,-1.1061609983444214,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,4,15847,-500.0,-500.0,500.0,1.0900450944900513,0.28426945209503174,0.2434435486793518,-1.1072980165481567,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,6,23511,-500.0,-500.0,500.0,1.0905452966690063,0.2856408953666687,0.24429072439670563,-1.1067678928375244,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,7,27459,-500.0,-484.0,500.0,1.0895376205444336,0.2817005515098572,0.2434190958738327,-1.1078407764434814,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,8,31459,-500.0,-489.0,500.0,1.0897886753082275,0.28275275230407715,0.24367977678775787,-1.107591152191162,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,10,39232,-500.0,-486.0,500.0,1.0905566215515137,0.2858697175979614,0.24287451803684235,-1.106789469718933,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,11,43075,-500.0,-500.0,500.0,1.0917233228683472,0.2900303900241852,0.24550428986549377,-1.1055629253387451,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,12,47075,-500.0,-500.0,500.0,1.0909605026245117,0.2862977385520935,0.24811087548732758,-1.1063661575317383,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,203,14,51200,-500.0,-500.0,500.0,1.0917234420776367,0.2891962230205536,0.2515008747577667,-1.1055729389190674,555.232544854984,True
