environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_entropy_fixed,401,0,0,-161.125,-451.78125,21.9423732065491,71.15396045695333,162.125,1.0,0.53125,1.082018256187439,0.27105841040611267,0.17501242458820343,-1.1154201030731201,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,50,25000,-102.40625,-234.375,56.964538700448,66.61480509664887,103.40625,1.0,0.96875,1.034218430519104,0.21798841655254364,0.10939782857894897,-1.1686187982559204,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,100,50000,-402.125,-247.4375,175.0958723560582,66.43354064462201,402.375,0.25,0.96875,1.0428524017333984,0.2146962583065033,0.12483351677656174,-1.160014271736145,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,150,75000,-84.78125,-237.34375,16.912935257732705,57.47067099132868,85.78125,1.0,1.0,1.0490238666534424,0.22962912917137146,0.12704725563526154,-1.1515320539474487,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,200,100000,-92.125,-230.15625,30.95860920440335,70.38379091945494,93.125,1.0,0.96875,1.036305546760559,0.21472977101802826,0.11142528057098389,-1.1668707132339478,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,250,125000,-92.59375,-261.4375,54.66723933446441,72.02057837644335,93.59375,1.0,1.0,1.0518056154251099,0.23391596972942352,0.12854239344596863,-1.1480975151062012,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,300,150000,-92.34375,-213.59375,28.808163465553726,66.60275077870526,93.34375,1.0,0.96875,1.0288171768188477,0.22004728019237518,0.11417638510465622,-1.1713653802871704,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,350,175000,-88.875,-262.96875,27.84027020632685,63.55514972409091,89.875,1.0,1.0,1.0490888357162476,0.23641419410705566,0.12385904043912888,-1.150199294090271,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,400,200000,-98.09375,-250.84375,74.06551562528077,47.839185837688575,99.0625,0.96875,1.0,1.0608652830123901,0.24547798931598663,0.13744467496871948,-1.138033390045166,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,450,225000,-83.4375,-233.71875,11.891817463308337,61.679313400952374,84.4375,1.0,1.0,1.0493004322052002,0.23438714444637299,0.11817283928394318,-1.1508216857910156,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,500,250000,-96.1875,-219.0625,44.749076400632866,42.763368028737986,97.1875,1.0,1.0,1.0455125570297241,0.23279833793640137,0.11971740424633026,-1.1542155742645264,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,550,275000,-92.25,-216.59375,34.041720133938874,57.9208911973631,93.25,1.0,1.0,1.0391868352890015,0.2278756946325302,0.11362359672784805,-1.160809874534607,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,600,300000,-81.3125,-211.5625,6.023810282751329,40.19222962937793,82.3125,1.0,1.0,1.035447597503662,0.21883825957775116,0.10895989090204239,-1.1664633750915527,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,650,325000,-85.25,-247.1875,13.659452593764156,78.51502321828443,86.25,1.0,0.9375,1.0520174503326416,0.23264172673225403,0.12012834846973419,-1.148136019706726,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,700,350000,-90.03125,-235.84375,26.79008528084296,71.89199308236515,91.03125,1.0,1.0,1.0392217636108398,0.22442156076431274,0.10031142830848694,-1.162215232849121,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,750,375000,-87.9375,-236.25,20.940680427679364,45.83068418541475,88.9375,1.0,1.0,1.0519136190414429,0.24420462548732758,0.12303975969552994,-1.145972490310669,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,800,400000,-84.59375,-250.9375,20.208365203389125,46.90892858129635,85.59375,1.0,1.0,1.0502389669418335,0.2404690384864807,0.12809698283672333,-1.147676706314087,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,850,425000,-80.65625,-229.875,6.493715944988166,53.76217041509704,81.65625,1.0,1.0,1.046238899230957,0.23681269586086273,0.12122751772403717,-1.1525064706802368,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,900,450000,-81.9375,-233.59375,7.111723623934342,62.97969943023371,82.9375,1.0,1.0,1.0456857681274414,0.22923274338245392,0.11310150474309921,-1.155106544494629,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,950,475000,-86.03125,-235.8125,39.91400786933765,46.04306364347858,87.03125,1.0,1.0,1.0521849393844604,0.2377920299768448,0.122191421687603,-1.1472443342208862,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,401,1000,500000,-86.3125,-244.875,11.428423818171161,51.48676622952925,87.3125,1.0,1.0,1.0450233221054077,0.23447903990745544,0.10714900493621826,-1.15468168258667,0.0,False
