environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_handoff,309,0,0,-500.0,-500.0,500.0,1.087021827697754,0.2729271352291107,0.21335402131080627,-1.110540747642517,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,309,4,16000,-500.0,-500.0,500.0,1.0865648984909058,0.2713935673236847,0.21666240692138672,-1.1110213994979858,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,309,7,28000,-500.0,-500.0,500.0,1.0867061614990234,0.2723352313041687,0.21024642884731293,-1.1109415292739868,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,309,8,32000,-500.0,-500.0,500.0,1.086728572845459,0.27184540033340454,0.21519890427589417,-1.110910177230835,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,10,40000,-500.0,-500.0,500.0,1.087058424949646,0.2723781168460846,0.21363306045532227,-1.1105180978775024,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,13,52000,-500.0,-500.0,500.0,1.086997389793396,0.2725124657154083,0.21675048768520355,-1.1105971336364746,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,16,63953,-500.0,-500.0,500.0,1.087026596069336,0.27230942249298096,0.21998995542526245,-1.1105341911315918,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,19,75953,-500.0,-500.0,500.0,1.0870455503463745,0.2723703980445862,0.2123759537935257,-1.1105320453643799,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,22,87953,-500.0,-500.0,500.0,1.087143898010254,0.272822767496109,0.21456074714660645,-1.1104485988616943,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,25,99953,-500.0,-500.0,500.0,1.0870842933654785,0.2725673019886017,0.21610330045223236,-1.1105226278305054,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,28,111953,-500.0,-500.0,500.0,1.0870410203933716,0.27244335412979126,0.20733007788658142,-1.1106016635894775,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,309,31,122880,-500.0,-500.0,500.0,1.087328314781189,0.27267375588417053,0.21160244941711426,-1.1102728843688965,0.0,False
