method,initialization,n_trajectories,n,successes,success_rate,success_rate_wilson95_low,success_rate_wilson95_high,finite_rate,final_return_mean,final_return_median,final_return_ci95_low,final_return_ci95_high,final_q_mean,final_q_median,final_q_ci95_low,final_q_ci95_high,final_pi1_good_mean,final_pi1_good_median,final_pi1_good_ci95_low,final_pi1_good_ci95_high,zero_s1_batch_fraction_mean,zero_s1_batch_fraction_median,zero_s1_batch_fraction_ci95_low,zero_s1_batch_fraction_ci95_high,delta_safe_positive_count,delta_safe_positive_rate,first_delta_safe_positive_update_median_when_reached
sampled_pg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.47280395045295237,0.47283865880573095,0.47274599665266664,0.4728619042532381,0.006388058266871587,0.006368686738558844,0.0063605062489854374,0.006415610284757736,0.015897519140833337,0.015798534112419178,0.01586111328803338,0.015933924993633292,0.9610799999999999,0.962,0.9590974513102626,0.9630625486897373,0,0.0,
sampled_pg_logbarrier_handoff,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4148402793982345,0.4147963063590364,0.41425100076398813,0.41542955803248083,0.06539274863998476,0.06527727974941547,0.0646339554268726,0.06615154185309692,0.02412427835423199,0.02389770026377253,0.02384490276121358,0.0244036539472504,0.6628999999999999,0.664,0.6578849209133648,0.667915079086635,0,0.0,
sampled_npg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.5,0.5,0.5,0.5,2.1209690210411853e-117,0.0,-2.087493629037043e-117,6.329431671119413e-117,0.015435073681213546,0.015876239976466765,0.015226895507212486,0.015643251855214604,0.8505277777777778,0.875,0.8401685041956233,0.8608870513599323,0,0.0,
sampled_npg_logbarrier_handoff,adverse,4,100,56,0.56,0.4622810465167699,0.6532797336983921,0.01,0.8710738450464238,0.9547002602279002,0.8368424778795153,0.9053052122133324,0.8360102651507486,0.9379167757228815,0.7799607001768062,0.892059830124691,0.9014452729898563,0.9942526211771965,0.8636445400799972,0.9392460058997154,0.15201914051409493,0.11663156971132754,0.1314005842308511,0.17263769679733876,100,1.0,22.0
sampled_pg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.30668995477423067,0.30693539662697905,0.3061455845720323,0.30723432497642905,0.24211852351518562,0.24165081076249964,0.24076801458960187,0.24346903244076937,0.053584986305295165,0.053361654172854336,0.05274898042313783,0.0544209921874525,0.53952,0.539,0.5344088603442703,0.5446311396557297,0,0.0,
sampled_npg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6721834958762283,0.6881538521872239,0.656605869182517,0.6877611225699396,0.7197387473779553,0.7422833100258202,0.6952368579371909,0.7442406368187197,0.7874068663019048,0.8096610793429881,0.7699601574597085,0.8048535751441012,0.0964,0.067,0.0806377925059856,0.1121622074940144,100,1.0,22.0
sampled_pg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4728095863698347,0.47281510041751024,0.47278935085861135,0.4728298218810581,0.006385615389532862,0.006384901016603662,0.00637627211872606,0.006394958660339665,0.015892528485778604,0.015878495816133244,0.015880135457566127,0.01590492151399108,0.72784,0.728,0.7235764191296193,0.7321035808703807,0,0.0,
sampled_pg_logbarrier_handoff,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4156289110592536,0.4157267607262904,0.4154481923008224,0.41580962981768477,0.06412574257607864,0.06405786419130699,0.06389169205288046,0.06435979309927682,0.02517709797225864,0.02519696282259898,0.02507191563321493,0.025282280311302353,0.09226,0.092,0.08997671401002452,0.09454328598997547,0,0.0,
sampled_npg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.4980837465992849,0.4999999960286414,0.4973481699788571,0.4988193232197127,0.00022565057037275728,2.479644484541098e-10,0.00014253910019924263,0.00030876204054627193,0.01494721710070754,0.015207543727648442,0.0146887803970667,0.01520565380434838,0.7541984779925955,0.7735042735042735,0.7277338057764544,0.7806631502087367,0,0.0,
sampled_npg_logbarrier_handoff,adverse,32,100,89,0.89,0.8136870349691969,0.9374580364293543,0.0,0.9768727029477943,0.9917359234639569,0.9698888780661007,0.9838565278294878,0.9708185938117603,0.9904344999602754,0.9627203873468496,0.9789168002766709,0.9933047214527626,0.9982473036893074,0.9905202003092497,0.9960892425962755,0.005550256095211145,0.0037105879113314057,0.005132652383416658,0.005967859807005632,100,1.0,19.0
sampled_pg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.30875568830579475,0.30876029080225226,0.3085275250581034,0.3089838515534861,0.2386237304634976,0.2385668515468748,0.2380149957490722,0.23923246517792301,0.05913642173337835,0.05901579262449441,0.058741791565328626,0.05953105190142808,0.07098,0.072,0.06912678048124063,0.07283321951875937,0,0.0,
