environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1116,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0633684396743774,0.2204769253730774,0.15586921572685242,-1.1369463205337524,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1116,50,200000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0958051681518555,0.3074555993080139,0.25160840153694153,-1.1014150381088257,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1116,100,373145,-99.28125,-248.90625,33.74882017053672,72.24749549180726,100.28125,1.0,0.96875,1.0429569482803345,0.2112978845834732,0.09169630706310272,-1.160671591758728,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1116,150,468006,-97.375,-220.375,74.65134011285505,33.81806159913044,98.34375,0.96875,1.0,1.044572114944458,0.2166757732629776,0.09912345558404922,-1.15822172164917,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1116,200,563344,-95.78125,-263.21875,36.65861195742634,66.61721872492997,96.78125,1.0,0.96875,1.05476975440979,0.2312222719192505,0.12078052014112473,-1.1455270051956177,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1116,249,670164,-89.8125,-246.53125,32.26846808043519,63.46905996295081,90.8125,1.0,0.96875,1.0419892072677612,0.22060304880142212,0.1003795638680458,-1.1597912311553955,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1116,250,672330,-84.84375,-249.78125,29.08176390687958,68.33538467285523,85.84375,1.0,0.96875,1.044598937034607,0.22398999333381653,0.10219131410121918,-1.1568843126296997,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,251,674294,-87.1875,-274.0,30.6714509475148,96.13163018788688,88.1875,1.0,0.9375,1.0407228469848633,0.21960219740867615,0.09888264536857605,-1.1612783670425415,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,300,748066,-85.71875,-166.625,24.64880337997194,71.42184991416346,86.71875,1.0,0.96875,0.9134236574172974,0.14492851495742798,0.045246489346027374,-1.3207932710647583,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,350,803162,-96.9375,-122.375,49.7418740324293,16.466486003101043,97.9375,1.0,1.0,0.8238881826400757,0.11982271075248718,0.02551358938217163,-1.444932222366333,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,400,850641,-100.96875,-106.03125,76.69440168617264,21.34884506206064,101.9375,0.96875,1.0,0.6795502305030823,0.08391577750444412,0.012597732245922089,-1.6915556192398071,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,450,893824,-94.3125,-111.65625,40.16212105631294,72.69095403409626,95.3125,1.0,0.96875,0.5691761374473572,0.06034485995769501,0.00848685298115015,-1.923734426498413,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,500,935513,-83.40625,-92.625,15.69643348641813,10.853125014512878,84.40625,1.0,1.0,0.508320152759552,0.053269751369953156,0.004945691674947739,-2.0754170417785645,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,550,975479,-89.0625,-95.875,34.274920295900365,22.160339464035527,90.0625,1.0,1.0,0.4379655122756958,0.04217642918229103,0.003370987018570304,-2.285627603530884,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,600,1013379,-83.25,-89.59375,10.242227580289924,26.300814871467878,84.25,1.0,1.0,0.37584248185157776,0.037237461656332016,0.002471511485055089,-2.427612781524658,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1116,650,1048816,-89.21875,-83.25,38.561835031125554,13.102573005132951,90.21875,1.0,1.0,0.3426523506641388,0.03344174101948738,0.0020754763390868902,-2.5216543674468994,0.0,False,0.0,False
