update,environment_steps,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,reward_regularizer_cosine,cosine_defined,beta
0,0,300.34088134765625,0.09840793907642365,0.0,nan,False,0.0
1,4000,211.5562286376953,0.10899495333433151,0.0,nan,False,0.0
2,8000,219.01144409179688,0.1167430430650711,0.0,nan,False,0.0
3,12000,268.0416259765625,0.12222255021333694,0.0,nan,False,0.0
4,16000,180.74078369140625,0.12832556664943695,0.0,nan,False,0.0
5,20000,164.04283142089844,0.13503094017505646,0.0,nan,False,0.0
6,24000,343.5801086425781,0.15096426010131836,0.0,nan,False,0.0
7,28000,396.6004943847656,0.14744338393211365,0.0,nan,False,0.0
8,32000,331.02557373046875,0.14239248633384705,0.0,nan,False,0.0
9,36000,273.9699401855469,0.14383457601070404,0.0,nan,False,0.0
10,40000,287.13580322265625,0.13349337875843048,0.0,nan,False,0.0
11,44000,128.63580322265625,0.13470350205898285,0.0,nan,False,0.0
12,48000,512.8626708984375,0.1365738809108734,0.0,nan,False,0.0
13,52000,246.14288330078125,0.14634928107261658,0.0,nan,False,0.0
14,56000,293.2219543457031,0.14130516350269318,0.0,nan,False,0.0
15,60000,311.1120300292969,0.14287169277668,0.0,nan,False,0.0
16,64000,235.2664031982422,0.1463419497013092,0.0,nan,False,0.0
17,68000,156.96237182617188,0.15049152076244354,0.0,nan,False,0.0
18,72000,427.2377014160156,0.1532689929008484,0.0,nan,False,0.0
19,76000,113.54634857177734,0.15315823256969452,0.0,nan,False,0.0
20,80000,309.8166809082031,0.15841881930828094,0.0,nan,False,0.0
21,84000,246.07009887695312,0.16150495409965515,0.0,nan,False,0.0
22,88000,526.9881591796875,0.1746455878019333,0.0,nan,False,0.0
23,92000,293.3599853515625,0.1734483242034912,0.0,nan,False,0.0
24,96000,158.16143798828125,0.17325592041015625,0.0,nan,False,0.0
25,100000,140.6878204345703,0.1782769113779068,0.0,nan,False,0.0
26,104000,178.72584533691406,0.1772090345621109,0.0,nan,False,0.0
27,108000,383.1157531738281,0.18653905391693115,0.0,nan,False,0.0
28,112000,351.3681945800781,0.18425466120243073,0.0,nan,False,0.0
29,116000,256.33929443359375,0.18456830084323883,0.0,nan,False,0.0
30,120000,187.77658081054688,0.1896791160106659,0.0,nan,False,0.0
31,124000,429.7364807128906,0.19099904596805573,0.0,nan,False,0.0
32,128000,548.1031494140625,0.18691980838775635,0.0,nan,False,0.0
33,132000,375.3671875,0.18642370402812958,0.0,nan,False,0.0
34,136000,107.7193832397461,0.1779663860797882,0.0,nan,False,0.0
35,140000,245.2808380126953,0.1766384392976761,0.0,nan,False,0.0
36,144000,413.4360656738281,0.17366273701190948,0.0,nan,False,0.0
37,148000,121.75537872314453,0.17070192098617554,0.0,nan,False,0.0
38,152000,397.22021484375,0.17748035490512848,0.0,nan,False,0.0
39,156000,255.3140869140625,0.1736157238483429,0.0,nan,False,0.0
40,160000,341.4147033691406,0.1710072010755539,0.0,nan,False,0.0
41,164000,240.15025329589844,0.17273761332035065,0.0,nan,False,0.0
42,168000,517.831787109375,0.17363618314266205,0.0,nan,False,0.0
43,172000,336.65240478515625,0.17426542937755585,0.0,nan,False,0.0
44,176000,242.2065887451172,0.17908918857574463,0.0,nan,False,0.0
45,180000,237.1288604736328,0.17864321172237396,0.0,nan,False,0.0
46,184000,177.47532653808594,0.18177177011966705,0.0,nan,False,0.0
47,188000,294.0250549316406,0.1851368099451065,0.0,nan,False,0.0
48,192000,143.49559020996094,0.18589846789836884,0.0,nan,False,0.0
49,196000,185.34458923339844,0.19031044840812683,0.0,nan,False,0.0
50,200000,391.3479309082031,0.19572463631629944,0.0,nan,False,0.0
51,204000,150.29531860351562,0.19941115379333496,0.0,nan,False,0.0
52,208000,352.2342834472656,0.2029644101858139,0.0,nan,False,0.0
53,212000,201.27951049804688,0.20546258985996246,0.0,nan,False,0.0
54,216000,230.03103637695312,0.20785820484161377,0.0,nan,False,0.0
55,220000,274.6461181640625,0.21069654822349548,0.0,nan,False,0.0
56,224000,120.77750396728516,0.21189293265342712,0.0,nan,False,0.0
57,228000,205.94845581054688,0.21009670197963715,0.0,nan,False,0.0
58,232000,415.2269287109375,0.20758964121341705,0.0,nan,False,0.0
59,236000,518.800537109375,0.20643578469753265,0.0,nan,False,0.0
60,240000,674.3895874023438,0.20403794944286346,0.0,nan,False,0.0
61,244000,142.6234893798828,0.19650956988334656,0.0,nan,False,0.0
62,248000,217.40493774414062,0.19048213958740234,0.0,nan,False,0.0
63,252000,385.16357421875,0.18621177971363068,0.0,nan,False,0.0
64,256000,270.82177734375,0.17849799990653992,0.0,nan,False,0.0
65,260000,408.2558898925781,0.17655189335346222,0.0,nan,False,0.0
66,264000,232.15328979492188,0.17268803715705872,0.0,nan,False,0.0
67,268000,321.0775451660156,0.16929712891578674,0.0,nan,False,0.0
68,272000,348.3404541015625,0.16570264101028442,0.0,nan,False,0.0
69,276000,115.80561828613281,0.16780678927898407,0.0,nan,False,0.0
70,280000,165.74478149414062,0.16369271278381348,0.0,nan,False,0.0
71,284000,202.6692352294922,0.16675981879234314,0.0,nan,False,0.0
72,288000,225.6722869873047,0.17444516718387604,0.0,nan,False,0.0
73,292000,397.6880187988281,0.16890962421894073,0.0,nan,False,0.0
74,296000,276.1219177246094,0.1669701337814331,0.0,nan,False,0.0
75,300000,173.34088134765625,0.17146676778793335,0.0,nan,False,0.0
76,304000,579.8348999023438,0.16971588134765625,0.0,nan,False,0.0
77,308000,270.6636047363281,0.16787166893482208,0.0,nan,False,0.0
78,312000,401.0364074707031,0.1683487445116043,0.0,nan,False,0.0
79,316000,322.73504638671875,0.161692276597023,0.0,nan,False,0.0
80,320000,307.3009948730469,0.16417722404003143,0.0,nan,False,0.0
81,324000,148.73646545410156,0.15819112956523895,0.0,nan,False,0.0
82,328000,241.33010864257812,0.1543063521385193,0.0,nan,False,0.0
83,332000,175.3895263671875,0.15246456861495972,0.0,nan,False,0.0
84,336000,157.09967041015625,0.14783497154712677,0.0,nan,False,0.0
85,340000,196.0697479248047,0.1503649204969406,0.0,nan,False,0.0
86,344000,239.255859375,0.15097694098949432,0.0,nan,False,0.0
87,348000,282.466064453125,0.1493971347808838,0.0,nan,False,0.0
88,352000,399.4154968261719,0.15027733147144318,0.0,nan,False,0.0
89,356000,280.7558288574219,0.14389316737651825,0.0,nan,False,0.0
90,360000,231.75503540039062,0.14667107164859772,0.0,nan,False,0.0
91,364000,141.59425354003906,0.15056152641773224,0.0,nan,False,0.0
92,368000,272.0144958496094,0.15119604766368866,0.0,nan,False,0.0
93,372000,247.02871704101562,0.14886122941970825,0.0,nan,False,0.0
94,376000,194.434814453125,0.15435241162776947,0.0,nan,False,0.0
