Update 0578/1200 | return 164.9917 | 5.9s
Update 0579/1200 | return 163.5226 | 5.8s
Update 0580/1200 | return 164.1045 | 5.7s
Update 0581/1200 | return 164.1596 | 6.0s
Update 0582/1200 | return 164.2794 | 5.6s
Update 0583/1200 | return 164.0330 | 5.5s
Update 0584/1200 | return 164.3710 | 5.5s
Update 0585/1200 | return 164.3934 | 5.7s
Update 0586/1200 | return 163.7818 | 5.8s
Update 0587/1200 | return 164.1753 | 5.7s
Update 0588/1200 | return 164.8053 | 5.7s
Update 0589/1200 | return 163.9004 | 5.6s
Update 0590/1200 | return 164.4671 | 5.7s
Update 0591/1200 | return 165.3009 | 5.8s
Update 0592/1200 | return 164.9068 | 5.9s
Update 0593/1200 | return 165.2510 | 5.7s
Update 0594/1200 | return 164.9245 | 5.7s
Update 0595/1200 | return 165.1744 | 5.6s
Update 0596/1200 | return 164.8230 | 5.6s
Update 0597/1200 | return 165.3448 | 5.7s
Update 0598/1200 | return 164.8508 | 5.7s
Update 0599/1200 | return 165.0931 | 5.9s
Update 0600/1200 | return 165.4541 | 6.3s
Update 0601/1200 | return 165.0234 | logdet -3097.19 | lambda_min 1.599e-08 | 29.1s
Update 0602/1200 | return 165.8138 | 5.9s
Update 0603/1200 | return 165.5870 | 5.8s
Update 0604/1200 | return 165.3424 | 5.8s
Update 0605/1200 | return 165.6142 | 5.7s
Update 0606/1200 | return 166.1307 | 5.6s
Update 0607/1200 | return 166.0226 | 5.8s
Update 0608/1200 | return 165.4416 | 5.7s
Update 0609/1200 | return 165.8887 | 5.6s
Update 0610/1200 | return 165.8389 | 5.5s
Update 0611/1200 | return 165.6322 | 5.8s
Update 0612/1200 | return 165.9810 | 5.6s
Update 0613/1200 | return 165.8760 | 5.7s
Update 0614/1200 | return 165.1381 | 5.9s
Update 0615/1200 | return 165.9702 | 5.7s
Update 0616/1200 | return 166.1041 | 5.9s
Update 0617/1200 | return 166.0153 | 5.7s
Update 0618/1200 | return 166.0234 | 5.8s
Update 0619/1200 | return 166.1828 | 5.7s
Update 0620/1200 | return 165.7097 | 5.6s
Update 0621/1200 | return 165.6003 | 5.7s
Update 0622/1200 | return 166.1329 | 5.7s
Update 0623/1200 | return 166.4878 | 5.7s
Update 0624/1200 | return 166.0903 | 5.8s
Update 0625/1200 | return 166.1571 | 5.7s
Update 0626/1200 | return 165.7053 | 5.6s
Update 0627/1200 | return 166.0832 | 5.7s
Update 0628/1200 | return 165.8759 | 5.6s
Update 0629/1200 | return 166.1826 | 5.5s
Update 0630/1200 | return 165.8727 | 5.7s
Update 0631/1200 | return 166.1047 | 5.7s
Update 0632/1200 | return 166.6047 | 5.6s
Update 0633/1200 | return 165.2716 | 5.7s
Update 0634/1200 | return 166.2505 | 5.7s
Update 0635/1200 | return 165.6754 | 5.7s
Update 0636/1200 | return 165.6948 | 5.8s
Update 0637/1200 | return 166.2654 | 5.9s
Update 0638/1200 | return 166.0206 | 5.9s
Update 0639/1200 | return 165.8657 | 5.8s
Update 0640/1200 | return 166.1165 | 5.7s
Update 0641/1200 | return 165.9853 | 5.5s
Update 0642/1200 | return 166.0987 | 5.8s
Update 0643/1200 | return 166.4020 | 5.7s
Update 0644/1200 | return 165.8944 | 5.6s
Update 0645/1200 | return 165.8559 | 5.7s
Update 0646/1200 | return 165.8017 | 5.7s
Update 0647/1200 | return 165.7840 | 6.0s
Update 0648/1200 | return 166.0280 | 5.7s
Update 0649/1200 | return 166.1884 | 6.0s
Update 0650/1200 | return 166.6205 | 5.8s
Update 0651/1200 | return 165.9131 | 5.7s
Update 0652/1200 | return 165.8717 | 5.8s
Update 0653/1200 | return 166.1337 | 5.6s
Update 0654/1200 | return 165.9339 | 5.6s
Update 0655/1200 | return 166.2591 | 5.8s
Update 0656/1200 | return 165.8760 | 5.7s
Update 0657/1200 | return 166.3435 | 5.8s
Update 0658/1200 | return 165.2764 | 5.8s
Update 0659/1200 | return 166.1241 | 5.9s
Update 0660/1200 | return 165.1813 | 5.8s
Update 0661/1200 | return 166.1605 | 5.8s
Update 0662/1200 | return 166.2826 | 5.8s
Update 0663/1200 | return 165.8855 | 6.0s
Update 0664/1200 | return 165.6004 | 5.6s
Update 0665/1200 | return 165.8244 | 5.6s
Update 0666/1200 | return 165.9386 | 5.7s
Update 0667/1200 | return 166.2398 | 5.7s
Update 0668/1200 | return 165.9637 | 5.6s
Update 0669/1200 | return 166.7844 | 5.9s
Update 0670/1200 | return 166.0651 | 5.8s
Update 0671/1200 | return 166.1925 | 5.8s
Update 0672/1200 | return 165.6798 | 5.7s
Update 0673/1200 | return 165.9345 | 5.6s
Update 0674/1200 | return 165.3848 | 5.6s
Update 0675/1200 | return 166.3554 | 5.6s
Update 0676/1200 | return 165.9135 | 5.8s
Update 0677/1200 | return 166.5693 | 5.7s
Update 0678/1200 | return 165.9158 | 5.7s
Update 0679/1200 | return 165.6213 | 5.8s
Update 0680/1200 | return 165.9033 | 5.9s
Update 0681/1200 | return 165.8295 | 5.8s
Update 0682/1200 | return 165.1628 | 5.6s
Update 0683/1200 | return 164.8024 | 5.7s
Update 0684/1200 | return 165.0539 | 5.6s
Update 0685/1200 | return 165.0747 | 5.6s
Update 0686/1200 | return 164.9968 | 5.5s
Update 0687/1200 | return 164.8101 | 5.6s
Update 0688/1200 | return 165.1774 | 5.7s
Update 0689/1200 | return 165.2116 | 5.7s
Update 0690/1200 | return 164.9578 | 5.7s
Update 0691/1200 | return 164.6717 | 5.7s
Update 0692/1200 | return 165.0875 | 5.8s
Update 0693/1200 | return 164.3205 | 5.7s
Update 0694/1200 | return 164.2262 | 5.9s
Update 0695/1200 | return 163.9050 | 5.7s
Update 0696/1200 | return 163.3763 | 5.7s
Update 0697/1200 | return 164.9811 | 5.8s
Update 0698/1200 | return 164.7249 | 5.7s
Update 0699/1200 | return 164.4142 | 5.9s
Update 0700/1200 | return 164.8190 | 5.6s
Update 0701/1200 | return 165.1027 | logdet -3204.61 | lambda_min 1.231e-08 | 27.9s
Update 0702/1200 | return 165.0738 | 5.7s
Update 0703/1200 | return 164.6810 | 5.6s
Update 0704/1200 | return 165.2665 | 5.6s
Update 0705/1200 | return 165.4460 | 5.6s
Update 0706/1200 | return 165.0589 | 5.7s
Update 0707/1200 | return 165.0448 | 5.8s
Update 0708/1200 | return 164.9264 | 5.7s
Update 0709/1200 | return 165.1058 | 5.7s
Update 0710/1200 | return 164.5753 | 5.6s
Update 0711/1200 | return 164.6606 | 5.6s
Update 0712/1200 | return 164.7945 | 5.6s
Update 0713/1200 | return 164.9063 | 5.6s
Update 0714/1200 | return 164.2928 | 5.7s
Update 0715/1200 | return 163.9557 | 5.8s
Update 0716/1200 | return 164.9012 | 5.8s
Update 0717/1200 | return 165.2001 | 5.9s
Update 0718/1200 | return 164.7304 | 5.8s
Update 0719/1200 | return 164.9211 | 5.7s
Update 0720/1200 | return 164.7915 | 5.7s
Update 0721/1200 | return 164.7060 | 5.7s
Update 0722/1200 | return 164.4507 | 5.7s
Update 0723/1200 | return 165.0142 | 5.7s
Update 0724/1200 | return 165.2482 | 5.5s
Update 0725/1200 | return 165.5172 | 5.8s
Update 0726/1200 | return 164.5443 | 5.6s
Update 0727/1200 | return 165.7297 | 5.7s
Update 0728/1200 | return 165.2716 | 5.7s
Update 0729/1200 | return 165.2760 | 5.8s
Update 0730/1200 | return 165.1308 | 6.0s
Update 0731/1200 | return 165.2073 | 5.8s
Update 0732/1200 | return 165.4462 | 5.7s
Update 0733/1200 | return 165.3626 | 5.5s
Update 0734/1200 | return 165.1020 | 5.6s
Update 0735/1200 | return 164.0704 | 5.6s
Update 0736/1200 | return 164.9890 | 5.7s
Update 0737/1200 | return 164.2788 | 5.5s
Update 0738/1200 | return 164.9482 | 5.8s
Update 0739/1200 | return 165.2172 | 5.8s
Update 0740/1200 | return 164.4051 | 5.7s
Update 0741/1200 | return 164.3369 | 5.7s
Update 0742/1200 | return 164.7341 | 5.9s
Update 0743/1200 | return 164.4839 | 5.6s
Update 0744/1200 | return 164.7077 | 5.7s
Update 0745/1200 | return 164.2774 | 5.6s
Update 0746/1200 | return 164.6635 | 5.7s
Update 0747/1200 | return 164.4629 | 5.6s
Update 0748/1200 | return 164.7056 | 5.6s
Update 0749/1200 | return 164.4419 | 5.9s
Update 0750/1200 | return 164.0623 | 5.5s
Update 0751/1200 | return 165.1088 | 5.6s
Update 0752/1200 | return 164.6686 | 5.6s
Update 0753/1200 | return 165.4002 | 5.6s
Update 0754/1200 | return 165.5799 | 5.5s
Update 0755/1200 | return 165.6212 | 5.5s
Update 0756/1200 | return 165.4433 | 5.5s
Update 0757/1200 | return 165.4985 | 5.5s
Update 0758/1200 | return 165.6894 | 5.4s
Update 0759/1200 | return 165.6736 | 5.5s
Update 0760/1200 | return 165.4306 | 5.7s
Update 0761/1200 | return 165.5259 | 5.4s
Update 0762/1200 | return 166.6344 | 5.5s
Update 0763/1200 | return 166.0363 | 5.5s
Update 0764/1200 | return 166.0060 | 5.4s
Update 0765/1200 | return 166.2299 | 5.6s
Update 0766/1200 | return 166.6168 | 5.6s
Update 0767/1200 | return 166.3036 | 5.6s
Update 0768/1200 | return 166.2504 | 5.6s
Update 0769/1200 | return 167.0710 | 5.6s
Update 0770/1200 | return 167.0127 | 5.7s
Update 0771/1200 | return 166.6824 | 5.3s
Update 0772/1200 | return 167.0838 | 5.5s
Update 0773/1200 | return 166.2302 | 5.4s
Update 0774/1200 | return 167.9465 | 5.4s
Update 0775/1200 | return 166.3779 | 5.5s
Update 0776/1200 | return 166.5554 | 5.4s
Update 0777/1200 | return 166.0936 | 5.7s
Update 0778/1200 | return 166.2221 | 5.7s
Update 0779/1200 | return 165.2974 | 5.8s
Update 0780/1200 | return 165.5550 | 5.5s
Update 0781/1200 | return 166.0220 | 5.4s
Update 0782/1200 | return 166.0757 | 5.5s
Update 0783/1200 | return 165.6452 | 5.5s
Update 0784/1200 | return 165.1242 | 5.7s
Update 0785/1200 | return 165.9066 | 5.7s
Update 0786/1200 | return 164.8346 | 5.4s
Update 0787/1200 | return 165.1755 | 5.6s
Update 0788/1200 | return 164.9294 | 5.7s
Update 0789/1200 | return 165.1947 | 5.7s
Update 0790/1200 | return 164.5728 | 6.1s
Update 0791/1200 | return 165.5916 | 6.0s
Update 0792/1200 | return 165.3107 | 5.8s
Update 0793/1200 | return 164.9160 | 5.8s
Update 0794/1200 | return 164.9907 | 5.9s
Update 0795/1200 | return 165.1140 | 5.8s
Update 0796/1200 | return 164.3633 | 5.7s
Update 0797/1200 | return 165.1824 | 5.9s
Update 0798/1200 | return 165.1695 | 5.7s
Update 0799/1200 | return 165.4323 | 5.7s
Update 0800/1200 | return 164.9400 | 5.8s
Update 0801/1200 | return 165.4614 | logdet -3266.35 | lambda_min 9.407e-09 | 28.4s
Update 0802/1200 | return 165.7984 | 5.7s
Update 0803/1200 | return 164.9388 | 5.7s
Update 0804/1200 | return 166.0417 | 5.7s
Update 0805/1200 | return 166.7106 | 5.5s
Update 0806/1200 | return 165.9948 | 5.7s
Update 0807/1200 | return 166.7955 | 5.8s
Update 0808/1200 | return 166.0611 | 5.7s
Update 0809/1200 | return 166.4622 | 5.8s
Update 0810/1200 | return 166.6431 | 5.8s
Update 0811/1200 | return 166.3427 | 5.7s
Update 0812/1200 | return 166.9010 | 5.7s
Update 0813/1200 | return 165.9480 | 5.7s
Update 0814/1200 | return 166.3826 | 5.6s
Update 0815/1200 | return 166.3297 | 5.5s
Update 0816/1200 | return 166.6850 | 5.6s
Update 0817/1200 | return 166.9321 | 5.8s
Update 0818/1200 | return 166.2422 | 6.0s
Update 0819/1200 | return 166.1139 | 6.0s
Update 0820/1200 | return 165.9688 | 5.7s
Update 0821/1200 | return 166.1737 | 5.7s
Update 0822/1200 | return 165.9354 | 5.8s
Update 0823/1200 | return 166.3440 | 5.8s
Update 0824/1200 | return 166.2078 | 5.7s
Update 0825/1200 | return 166.7943 | 5.8s
Update 0826/1200 | return 167.0836 | 5.6s
Update 0827/1200 | return 166.5349 | 6.1s
Update 0828/1200 | return 166.4286 | 5.8s
Update 0829/1200 | return 166.7549 | 5.5s
Update 0830/1200 | return 167.0072 | 5.6s
Update 0831/1200 | return 166.9664 | 5.9s
Update 0832/1200 | return 167.3422 | 6.1s
Update 0833/1200 | return 167.6695 | 5.7s
Update 0834/1200 | return 167.8314 | 5.7s
Update 0835/1200 | return 167.4048 | 5.8s
Update 0836/1200 | return 167.7575 | 5.7s
Update 0837/1200 | return 167.5903 | 5.8s
Update 0838/1200 | return 167.4253 | 5.9s
Update 0839/1200 | return 167.7744 | 5.6s
Update 0840/1200 | return 168.0320 | 5.8s
Update 0841/1200 | return 167.7699 | 5.8s
Update 0842/1200 | return 167.8354 | 5.9s
Update 0843/1200 | return 167.7501 | 5.7s
Update 0844/1200 | return 168.0832 | 5.8s
Update 0845/1200 | return 167.7931 | 5.7s
Update 0846/1200 | return 168.2293 | 5.7s
Update 0847/1200 | return 168.1665 | 5.5s
Update 0848/1200 | return 168.3963 | 5.6s
Update 0849/1200 | return 168.0925 | 5.7s
Update 0850/1200 | return 168.1966 | 5.9s
Update 0851/1200 | return 167.8041 | 5.8s
Update 0852/1200 | return 167.7991 | 5.8s
Update 0853/1200 | return 167.4211 | 6.0s
Update 0854/1200 | return 168.1533 | 5.6s
Update 0855/1200 | return 168.0441 | 5.7s
Update 0856/1200 | return 167.7252 | 5.9s
Update 0857/1200 | return 168.1269 | 5.7s
Update 0858/1200 | return 167.6700 | 5.7s
Update 0859/1200 | return 168.0636 | 5.8s
Update 0860/1200 | return 167.6214 | 5.8s
Update 0861/1200 | return 167.5161 | 5.8s
Update 0862/1200 | return 167.9753 | 5.7s
Update 0863/1200 | return 167.4347 | 5.8s
Update 0864/1200 | return 167.4287 | 5.8s
Update 0865/1200 | return 167.0726 | 5.7s
Update 0866/1200 | return 168.0807 | 5.6s
Update 0867/1200 | return 168.0428 | 5.7s
Update 0868/1200 | return 167.5269 | 5.7s
Update 0869/1200 | return 167.7381 | 5.8s
Update 0870/1200 | return 167.3776 | 5.7s
Update 0871/1200 | return 167.9574 | 5.8s
Update 0872/1200 | return 166.9822 | 5.6s
Update 0873/1200 | return 167.5303 | 6.0s
Update 0874/1200 | return 167.3735 | 5.8s
Update 0875/1200 | return 167.6082 | 5.7s
Update 0876/1200 | return 167.2649 | 5.8s
Update 0877/1200 | return 166.9657 | 5.7s
Update 0878/1200 | return 167.0396 | 5.7s
Update 0879/1200 | return 167.4058 | 5.7s
Update 0880/1200 | return 167.9146 | 5.6s
Update 0881/1200 | return 166.9155 | 5.9s
Update 0882/1200 | return 166.9111 | 5.9s
Update 0883/1200 | return 167.6482 | 5.7s
Update 0884/1200 | return 167.6977 | 5.8s
Update 0885/1200 | return 167.2083 | 5.8s
Update 0886/1200 | return 167.3238 | 5.7s
Update 0887/1200 | return 167.1385 | 5.8s
Update 0888/1200 | return 167.4908 | 5.7s
Update 0889/1200 | return 167.1853 | 5.5s
Update 0890/1200 | return 167.1936 | 5.8s
Update 0891/1200 | return 166.8253 | 5.8s
Update 0892/1200 | return 167.2258 | 5.8s
Update 0893/1200 | return 166.6898 | 5.9s
Update 0894/1200 | return 167.0179 | 6.3s
Update 0895/1200 | return 167.2862 | 5.8s
Update 0896/1200 | return 166.9061 | 5.7s
Update 0897/1200 | return 167.2154 | 5.9s
Update 0898/1200 | return 167.0988 | 5.8s
Update 0899/1200 | return 167.4833 | 5.8s
Update 0900/1200 | return 167.1873 | 5.8s
Update 0901/1200 | return 167.3957 | logdet -3241.01 | lambda_min 7.603e-09 | 28.6s
Update 0902/1200 | return 167.6013 | 5.9s
Update 0903/1200 | return 167.6168 | 5.6s
Update 0904/1200 | return 167.7702 | 5.7s
Update 0905/1200 | return 167.6730 | 5.6s
Update 0906/1200 | return 168.0425 | 5.5s
Update 0907/1200 | return 168.0723 | 5.9s
Update 0908/1200 | return 167.7451 | 6.2s
Update 0909/1200 | return 167.6470 | 5.8s
Update 0910/1200 | return 168.1092 | 5.6s
Update 0911/1200 | return 167.4984 | 5.8s
Update 0912/1200 | return 167.9278 | 5.7s
Update 0913/1200 | return 167.6536 | 5.6s
Update 0914/1200 | return 167.0408 | 5.6s
Update 0915/1200 | return 168.3003 | 5.9s
Update 0916/1200 | return 167.7211 | 6.7s
Update 0917/1200 | return 168.5764 | 5.9s
Update 0918/1200 | return 168.2165 | 5.7s
Update 0919/1200 | return 168.0449 | 5.6s
Update 0920/1200 | return 167.1975 | 5.6s
Update 0921/1200 | return 167.9064 | 5.8s
Update 0922/1200 | return 167.9468 | 5.8s
Update 0923/1200 | return 167.7988 | 5.8s
Update 0924/1200 | return 167.6149 | 5.8s
Update 0925/1200 | return 168.0344 | 6.0s
Update 0926/1200 | return 167.3318 | 5.8s
Update 0927/1200 | return 168.1227 | 5.9s
Update 0928/1200 | return 167.8119 | 5.9s
Update 0929/1200 | return 168.1688 | 5.9s
Update 0930/1200 | return 168.1978 | 5.9s
Update 0931/1200 | return 167.4446 | 5.8s
Update 0932/1200 | return 168.0963 | 5.9s
Update 0933/1200 | return 167.9188 | 5.7s
Update 0934/1200 | return 167.9782 | 5.7s
Update 0935/1200 | return 168.0713 | 6.1s
Update 0936/1200 | return 167.8560 | 5.8s
Update 0937/1200 | return 168.1458 | 5.9s
Update 0938/1200 | return 167.9531 | 5.8s
Update 0939/1200 | return 167.8574 | 6.0s
Update 0940/1200 | return 168.4086 | 6.1s
Update 0941/1200 | return 168.2192 | 5.8s
Update 0942/1200 | return 168.0752 | 5.8s
Update 0943/1200 | return 168.1977 | 5.8s
Update 0944/1200 | return 168.3481 | 6.1s
Update 0945/1200 | return 168.6838 | 5.9s
Update 0946/1200 | return 168.3122 | 5.8s
Update 0947/1200 | return 168.1631 | 5.8s
Update 0948/1200 | return 168.4413 | 5.8s
Update 0949/1200 | return 167.9609 | 5.9s
Update 0950/1200 | return 167.8266 | 5.7s
Update 0951/1200 | return 167.8734 | 5.8s
Update 0952/1200 | return 167.9228 | 5.9s
Update 0953/1200 | return 168.4770 | 5.9s
Update 0954/1200 | return 167.8777 | 6.4s
Update 0955/1200 | return 168.1881 | 6.1s
Update 0956/1200 | return 168.3698 | 5.7s
Update 0957/1200 | return 168.8507 | 5.9s
Update 0958/1200 | return 168.6491 | 6.0s
Update 0959/1200 | return 168.8685 | 5.9s
Update 0960/1200 | return 168.1718 | 5.9s
Update 0961/1200 | return 168.5248 | 5.8s
Update 0962/1200 | return 168.5350 | 6.1s
Update 0963/1200 | return 168.5375 | 6.3s
Update 0964/1200 | return 168.2368 | 6.1s
Update 0965/1200 | return 168.5173 | 6.0s
Update 0966/1200 | return 167.9261 | 5.9s
Update 0967/1200 | return 168.2595 | 5.9s
Update 0968/1200 | return 167.8854 | 6.3s
Update 0969/1200 | return 168.3143 | 6.1s
Update 0970/1200 | return 168.5161 | 5.8s
Update 0971/1200 | return 168.5827 | 5.8s
Update 0972/1200 | return 167.7358 | 6.1s
Update 0973/1200 | return 168.5008 | 6.4s
Update 0974/1200 | return 168.0285 | 5.5s
Update 0975/1200 | return 168.2745 | 5.8s
Update 0976/1200 | return 168.4831 | 5.8s
Update 0977/1200 | return 168.0878 | 5.9s
Update 0978/1200 | return 168.0962 | 5.9s
Update 0979/1200 | return 167.9893 | 6.2s
Update 0980/1200 | return 167.6338 | 6.0s
Update 0981/1200 | return 168.1271 | 5.9s
Update 0982/1200 | return 168.1256 | 6.0s
Update 0983/1200 | return 167.7581 | 5.8s
Update 0984/1200 | return 167.9493 | 5.8s
Update 0985/1200 | return 167.7044 | 5.8s
Update 0986/1200 | return 167.7460 | 5.9s
Update 0987/1200 | return 167.6671 | 5.8s
Update 0988/1200 | return 168.1570 | 5.8s
Update 0989/1200 | return 167.7934 | 6.3s
Update 0990/1200 | return 167.7871 | 6.3s
Update 0991/1200 | return 167.0917 | 6.6s
Update 0992/1200 | return 168.2459 | 6.5s
Update 0993/1200 | return 167.7787 | 6.1s
Update 0994/1200 | return 168.6341 | 5.6s
Update 0995/1200 | return 167.5954 | 6.0s
Update 0996/1200 | return 168.9428 | 5.9s
Update 0997/1200 | return 168.6103 | 5.8s
Update 0998/1200 | return 168.7060 | 6.1s
Update 0999/1200 | return 168.7523 | 5.9s
Update 1000/1200 | return 168.4658 | 5.8s
Update 1001/1200 | return 169.3170 | logdet -3230.70 | lambda_min 1.355e-08 | 28.8s
Update 1002/1200 | return 168.7162 | 5.8s
Update 1003/1200 | return 168.6059 | 5.8s
Update 1004/1200 | return 169.0555 | 5.8s
Update 1005/1200 | return 168.5498 | 5.7s
Update 1006/1200 | return 168.3080 | 5.9s
Update 1007/1200 | return 168.0807 | 5.8s
Update 1008/1200 | return 167.6764 | 5.7s
Update 1009/1200 | return 168.4115 | 6.0s
Update 1010/1200 | return 168.6773 | 6.0s
Update 1011/1200 | return 168.4793 | 6.0s
Update 1012/1200 | return 168.6562 | 6.4s
Update 1013/1200 | return 168.2893 | 6.5s
Update 1014/1200 | return 168.8237 | 5.9s
Update 1015/1200 | return 168.0959 | 6.1s
Update 1016/1200 | return 168.4306 | 5.8s
Update 1017/1200 | return 168.1300 | 6.0s
Update 1018/1200 | return 167.8283 | 6.0s
Update 1019/1200 | return 167.5655 | 5.7s
Update 1020/1200 | return 167.5818 | 5.7s
Update 1021/1200 | return 167.3853 | 6.2s
Update 1022/1200 | return 166.7653 | 6.6s
Update 1023/1200 | return 167.1848 | 6.0s
Update 1024/1200 | return 166.3636 | 5.8s
Update 1025/1200 | return 166.2569 | 5.8s
Update 1026/1200 | return 165.0688 | 5.9s
Update 1027/1200 | return 164.9600 | 5.8s
Update 1028/1200 | return 164.3265 | 5.9s
Update 1029/1200 | return 163.6718 | 5.9s
Update 1030/1200 | return 162.5102 | 5.7s
Update 1031/1200 | return 162.3197 | 5.6s
Update 1032/1200 | return 162.0923 | 6.0s
Update 1033/1200 | return 161.1994 | 5.9s
Update 1034/1200 | return 162.1528 | 5.8s
Update 1035/1200 | return 162.3274 | 5.9s
Update 1036/1200 | return 161.4934 | 5.8s
Update 1037/1200 | return 161.2294 | 5.6s
Update 1038/1200 | return 161.7911 | 5.9s
Update 1039/1200 | return 162.3819 | 5.9s
Update 1040/1200 | return 162.3580 | 5.6s
Update 1041/1200 | return 162.6593 | 5.9s
Update 1042/1200 | return 163.7247 | 5.9s
Update 1043/1200 | return 163.1730 | 5.8s
Update 1044/1200 | return 163.7444 | 5.8s
Update 1045/1200 | return 164.6097 | 5.9s
Update 1046/1200 | return 164.6395 | 5.9s
Update 1047/1200 | return 164.1558 | 5.9s
Update 1048/1200 | return 165.3188 | 5.8s
Update 1049/1200 | return 165.2003 | 5.8s
Update 1050/1200 | return 165.8387 | 6.0s
Update 1051/1200 | return 166.1856 | 5.9s
Update 1052/1200 | return 166.4828 | 5.8s
Update 1053/1200 | return 167.3218 | 5.9s
Update 1054/1200 | return 166.7010 | 6.4s
Update 1055/1200 | return 167.8777 | 6.4s
Update 1056/1200 | return 167.0558 | 6.2s
Update 1057/1200 | return 168.3644 | 6.0s
Update 1058/1200 | return 168.1394 | 5.7s
Update 1059/1200 | return 168.6891 | 5.9s
Update 1060/1200 | return 168.2054 | 5.8s
Update 1061/1200 | return 168.1107 | 5.8s
Update 1062/1200 | return 168.7946 | 5.9s
Update 1063/1200 | return 168.4764 | 6.3s
Update 1064/1200 | return 168.3718 | 6.3s
Update 1065/1200 | return 168.3060 | 6.1s
Update 1066/1200 | return 168.1038 | 6.3s
Update 1067/1200 | return 168.2444 | 5.9s
Update 1068/1200 | return 168.9307 | 5.9s
Update 1069/1200 | return 167.9639 | 5.8s
Update 1070/1200 | return 167.7535 | 5.8s
Update 1071/1200 | return 168.4976 | 5.8s
Update 1072/1200 | return 168.4583 | 5.6s
Update 1073/1200 | return 168.5733 | 5.8s
Update 1074/1200 | return 167.9976 | 5.9s
Update 1075/1200 | return 168.0812 | 5.8s
Update 1076/1200 | return 168.0219 | 5.9s
Update 1077/1200 | return 167.6002 | 5.7s
Update 1078/1200 | return 168.0248 | 5.8s
Update 1079/1200 | return 168.0485 | 5.8s
Update 1080/1200 | return 168.5075 | 5.9s
Update 1081/1200 | return 167.8371 | 5.7s
Update 1082/1200 | return 168.2799 | 5.9s
Update 1083/1200 | return 168.4528 | 6.1s
Update 1084/1200 | return 168.6237 | 6.1s
Update 1085/1200 | return 168.1341 | 6.0s
Update 1086/1200 | return 168.4765 | 5.8s
Update 1087/1200 | return 168.2495 | 5.8s
Update 1088/1200 | return 168.2770 | 5.7s
Update 1089/1200 | return 168.4890 | 5.9s
Update 1090/1200 | return 168.0495 | 5.8s
Update 1091/1200 | return 167.6225 | 5.8s
Update 1092/1200 | return 167.9749 | 5.7s
Update 1093/1200 | return 168.5362 | 5.6s
Update 1094/1200 | return 168.4530 | 6.1s
Update 1095/1200 | return 168.5054 | 5.8s
Update 1096/1200 | return 168.4657 | 5.8s
Update 1097/1200 | return 168.2201 | 5.8s
Update 1098/1200 | return 167.8170 | 5.9s
Update 1099/1200 | return 168.8302 | 6.1s
Update 1100/1200 | return 168.6847 | 6.2s
Update 1101/1200 | return 168.5280 | logdet -3199.45 | lambda_min 9.077e-09 | 30.3s
Update 1102/1200 | return 168.8807 | 6.1s
Update 1103/1200 | return 168.8755 | 5.9s
Update 1104/1200 | return 169.0580 | 6.1s
Update 1105/1200 | return 168.5775 | 5.8s
Update 1106/1200 | return 168.3817 | 5.8s
Update 1107/1200 | return 169.0381 | 5.6s
Update 1108/1200 | return 169.0382 | 5.9s
Update 1109/1200 | return 168.7452 | 5.9s
Update 1110/1200 | return 169.3184 | 5.8s
Update 1111/1200 | return 169.0878 | 5.9s
Update 1112/1200 | return 168.8381 | 5.8s
Update 1113/1200 | return 168.8400 | 5.8s
Update 1114/1200 | return 168.3338 | 5.8s
Update 1115/1200 | return 168.0777 | 5.9s
Update 1116/1200 | return 168.7948 | 5.9s
Update 1117/1200 | return 168.8171 | 6.2s
Update 1118/1200 | return 168.8555 | 6.0s
Update 1119/1200 | return 168.7942 | 5.8s
Update 1120/1200 | return 168.8138 | 6.2s
Update 1121/1200 | return 168.3273 | 5.8s
Update 1122/1200 | return 168.5174 | 5.8s
Update 1123/1200 | return 168.0278 | 5.9s
Update 1124/1200 | return 168.1563 | 6.6s
Update 1125/1200 | return 168.3634 | 6.4s
Update 1126/1200 | return 167.8411 | 5.7s
Update 1127/1200 | return 168.1283 | 6.1s
Update 1128/1200 | return 167.8417 | 5.8s
Update 1129/1200 | return 168.1523 | 5.7s
Update 1130/1200 | return 167.9403 | 5.9s
Update 1131/1200 | return 167.2109 | 5.9s
Update 1132/1200 | return 167.7830 | 5.7s
Update 1133/1200 | return 166.9199 | 6.0s
Update 1134/1200 | return 167.7576 | 6.3s
Update 1135/1200 | return 167.2228 | 5.8s
Update 1136/1200 | return 167.0285 | 5.7s
Update 1137/1200 | return 167.0451 | 5.9s
Update 1138/1200 | return 166.9491 | 6.0s
Update 1139/1200 | return 166.9349 | 5.9s
Update 1140/1200 | return 167.3411 | 5.9s
Update 1141/1200 | return 167.4303 | 5.9s
Update 1142/1200 | return 167.2346 | 5.9s
Update 1143/1200 | return 167.1086 | 5.8s
Update 1144/1200 | return 166.7404 | 5.8s
Update 1145/1200 | return 167.0282 | 5.8s
Update 1146/1200 | return 166.1110 | 6.0s
Update 1147/1200 | return 167.3961 | 5.9s
Update 1148/1200 | return 166.9209 | 6.1s
Update 1149/1200 | return 167.6642 | 5.9s
Update 1150/1200 | return 166.8571 | 5.9s
Update 1151/1200 | return 167.3031 | 5.9s
Update 1152/1200 | return 167.2004 | 6.1s
Update 1153/1200 | return 167.4344 | 6.1s
Update 1154/1200 | return 166.8974 | 6.3s
