method,beta,q,p_good,dq_dt,dp_good_dt,speed,pooled_regularizer_dq_dt,joint_regularizer_dq_dt,joint_correction_dq_dt,cosine_pooled_joint_regularizer,cosine_pooled_joint_defined
reward_only,0.0,0.03,0.91125,-0.0010548518109375002,0.00021535917195739752,0.0010766113114696035,0.04977901092233009,0.04926516990291262,-0.0005138410194174756,0.9999889506008635,True
reward_only,0.0,0.03,0.97,-0.0009988829624999998,2.792508749999988e-05,0.0009992732275432273,0.04977901092233009,0.04926516990291262,-0.0005138410194174756,0.9999881017824516,True
reward_only,0.0,0.08875,0.03,-0.005611598852426145,2.1920029687499983e-05,0.005611641664277213,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999312417939377,True
reward_only,0.0,0.08875,0.08875,-0.005179311828400039,0.0004895165118404385,0.005202393432946896,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999504386124158,True
reward_only,0.0,0.08875,0.1475,-0.00474702480437393,0.0013408361826110836,0.004932756446647291,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999688519163877,True
reward_only,0.0,0.08875,0.20625,-0.004314737780347824,0.0023876227033138263,0.004931298438194598,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999844688399177,True
reward_only,0.0,0.08875,0.265,-0.0038824507563217157,0.0034701669413085934,0.005207252872274795,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999953210986308,True
reward_only,0.0,0.08875,0.32375,-0.003450163732295608,0.0044573069700008395,0.005636596065398515,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999999064306759,True
reward_only,0.0,0.08875,0.38249999999999995,-0.0030178767082695004,0.00524642806884155,0.006052486043589363,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999975578879567,True
reward_only,0.0,0.08875,0.44125,-0.002585589684243393,0.0057634627233272544,0.006316864457818346,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999886194356281,True
reward_only,0.0,0.08875,0.5,-0.0021533026602172847,0.005962890624999998,0.006339777358252551,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999743545383328,True
reward_only,0.0,0.08875,0.55875,-0.0017210156361911785,0.0058277386714473715,0.0060765477734234675,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999566263376732,True
reward_only,0.0,0.08875,0.6174999999999999,-0.0012887286121650706,0.00536958096630249,0.005522066749822107,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999374766415614,True
reward_only,0.0,0.08875,0.67625,-0.0008564415881389615,0.004628538819244001,0.004707107795147955,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999187478990343,True
reward_only,0.0,0.08875,0.735,-0.000424154564112854,0.003673280745996092,0.0036976882687921883,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9999018423529861,True
reward_only,0.0,0.08875,0.79375,8.132459913252552e-06,0.0026010224683284764,0.002601035181933109,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.999887638901279,True
reward_only,0.0,0.08875,0.8525,0.00044041948393936216,0.0015375269140563937,0.0015993618518900564,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9998765329024389,True
reward_only,0.0,0.08875,0.91125,0.000872706507965467,0.0006371042170406342,0.0010805176687200626,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.9998685433296886,True
reward_only,0.0,0.08875,0.97,0.0013049935319915762,8.261171718749961e-05,0.0013076057564711608,0.11418955358564373,0.11043495376183982,-0.0037545998238039053,0.999863437997687,True
reward_only,0.0,0.1475,0.03,-0.00913080086928711,3.643047187499997e-05,0.009130873544949316,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9996824309140485,True
reward_only,0.0,0.1475,0.08875,-0.008085760158209231,0.0008135626534812923,0.008126586093017368,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9997595836157482,True
reward_only,0.0,0.1475,0.1475,-0.0070407194471313475,0.0022284319654663084,0.007384960349109911,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9998422107750825,True
reward_only,0.0,0.1475,0.20625,-0.005995678736053469,0.003968161675930022,0.007189886688417522,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9999185500898092,True
reward_only,0.0,0.1475,0.265,-0.004950638024975587,0.005767319705273437,0.007600710061380415,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.999974888214043,True
reward_only,0.0,0.1475,0.32375,-0.0039055973138977067,0.0074079186261985785,0.008374422293549856,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9999994929801329,True
reward_only,0.0,0.1475,0.38249999999999995,-0.0028605566028198264,0.008719415663708494,0.009176654815043504,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.999986831580319,True
reward_only,0.0,0.1475,0.44125,-0.0018155158917419452,0.00957871269510727,0.009749247911945655,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9999397816235283,True
reward_only,0.0,0.1475,0.5,-0.0007704751806640641,0.00991015625,0.009940061815875863,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9998684647758479,True
reward_only,0.0,0.1475,0.55875,0.00027456553041381275,0.009685537510292816,0.009689428419353774,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.999786437976896,True
reward_only,0.0,0.1475,0.6174999999999999,0.0013196062414916956,0.008924092310192873,0.00902112987343755,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9997064364738693,True
reward_only,0.0,0.1475,0.67625,0.0023646469525695785,0.0076925011362083415,0.008047740610933184,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9996375810078435,True
reward_only,0.0,0.1475,0.735,0.003409687663647459,0.0061048891271484355,0.0069925418281483916,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9995846095545028,True
reward_only,0.0,0.1475,0.79375,0.004454728374725339,0.004322826074123384,0.006207369020744944,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9995485717722528,True
reward_only,0.0,0.1475,0.8525,0.005499769085803223,0.0025553264205444293,0.006064416963953685,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9995281033055217,True
reward_only,0.0,0.1475,0.91125,0.0065448097968811,0.0010588492621238712,0.006629909278206685,0.14336182940580747,0.13474990638616557,-0.008611923019641884,0.9995206369912376,True
