run_id,protocol,initialization,method,alpha,beta,kappa,updates,update,phi_0,phi_1,phi_2,phi_3,return,q,p_good,value_s1,value_s1_minus_safe,pi0_a0,pi0_a1,pi0_a2,pi1_a0,pi1_a1,pi1_a2,min_pi0,min_pi1,mu0,mu1,b0,b1,pooled_policy_logdet_objective,joint_state_action_logdet_objective,joint_visitation_component,joint_correction,method_regularizer_value,reward_gradient_norm,pooled_policy_gradient_norm,joint_gradient_norm,joint_correction_gradient_norm,joint_correction_to_pooled_norm_ratio,method_regularizer_gradient_norm,applied_regularizer_gradient_norm,total_gradient_norm,cosine_reward_pooled,cosine_reward_pooled_defined,cosine_reward_joint,cosine_reward_joint_defined,cosine_reward_correction,cosine_reward_correction_defined,cosine_reward_method,cosine_reward_method_defined,cosine_pooled_joint,cosine_pooled_joint_defined,finite,reward_gradient_0,reward_gradient_1,reward_gradient_2,reward_gradient_3,pooled_policy_gradient_0,pooled_policy_gradient_1,pooled_policy_gradient_2,pooled_policy_gradient_3,joint_gradient_0,joint_gradient_1,joint_gradient_2,joint_gradient_3,joint_correction_gradient_0,joint_correction_gradient_1,joint_correction_gradient_2,joint_correction_gradient_3,method_regularizer_gradient_0,method_regularizer_gradient_1,method_regularizer_gradient_2,method_regularizer_gradient_3,total_gradient_0,total_gradient_1,total_gradient_2,total_gradient_3,pooled_policy_fisher_rank,pooled_policy_fisher_trace,pooled_policy_fisher_smallest_positive_eigenvalue,pooled_policy_fisher_condition_number,pooled_policy_fisher_logdet,pooled_policy_fisher_pseudologdet,pooled_policy_fisher_eigenvalue_0,pooled_policy_fisher_eigenvalue_1,pooled_policy_fisher_eigenvalue_2,pooled_policy_fisher_eigenvalue_3,state_distribution_fisher_rank,state_distribution_fisher_trace,state_distribution_fisher_smallest_positive_eigenvalue,state_distribution_fisher_condition_number,state_distribution_fisher_logdet,state_distribution_fisher_pseudologdet,state_distribution_fisher_eigenvalue_0,state_distribution_fisher_eigenvalue_1,state_distribution_fisher_eigenvalue_2,state_distribution_fisher_eigenvalue_3,joint_state_action_fisher_rank,joint_state_action_fisher_trace,joint_state_action_fisher_smallest_positive_eigenvalue,joint_state_action_fisher_condition_number,joint_state_action_fisher_logdet,joint_state_action_fisher_pseudologdet,joint_state_action_fisher_eigenvalue_0,joint_state_action_fisher_eigenvalue_1,joint_state_action_fisher_eigenvalue_2,joint_state_action_fisher_eigenvalue_3,run_finite,completed_updates
same_beta__uniform__joint_correction_only__beta_0p1,same_beta,uniform,joint_correction_only,0.05,0.1,nan,2000,2000,-0.24493683396611257,4.537977730466776,4.479393882878823,-1.2255314184747896,0.971854404350581,0.9812901558686982,0.9855422812969222,0.9861985590439932,0.48619855904399323,0.008214933257630624,0.9812901558686982,0.010494910873671126,0.9855422812969222,0.0032813887353549545,0.011176329967722847,0.008214933257630624,0.0032813887353549545,0.5047216315277907,0.49527836847220935,-9.377553557533338,-10.228008933972998,-11.18916478606654,-11.184465308978771,-1.7282576535055774,-0.34187411319220384,-0.34187411319220384,0.019942795381930077,1.5441074321863955,1.547669905151208,0.005060229034587732,0.0032771223874122845,0.005060229034587732,0.0005060229034587732,0.019579340913855915,-0.9703112822430785,True,-0.9704462696002327,True,-0.7243987486795175,True,-0.7243987486795175,True,0.9999972979174133,True,True,-0.003876252439059076,0.01407577779490319,0.013347414108629751,-0.002531555007398004,0.48760002433781824,-0.9717585518231866,-0.9783134219453833,0.49507791689696756,0.48963436370829194,-0.9763918423610468,-0.9783134219453833,0.49507791689696756,0.002034339370473694,-0.004633290537860256,-0.0,-0.0,0.002034339370473694,-0.004633290537860256,-0.0,-0.0,-0.003672818502011707,0.013612448741117163,0.013347414108629751,-0.002531555007398004,4,0.022055711789704807,0.0011831166916098186,9.724837497569487,-22.378329572133072,nan,0.0011831166916098186,0.0018731568217125226,0.00749382070981495,0.011505617566567518,1,0.00010437654033048671,0.00010437654033048673,nan,nan,-9.16750561724479,-3.959193682319905e-21,0.0,0.0,0.00010437654033048673,4,0.022160088330035292,0.0011831166916098186,9.812364146590648,-22.36893061795754,nan,0.0011831166916098186,0.001873979122625399,0.00749382070981495,0.011609171805985127,True,2000
same_beta__uniform__statewise_conditional_barrier__beta_0p2,same_beta,uniform,statewise_conditional_barrier,0.05,0.2,nan,2000,2000,0.6932075419920577,1.5912075805650852,1.9246051877392552,0.11786205462069542,0.6157700523541865,0.6207081519732863,0.7632880624907258,0.7883526114018002,0.28835261140180024,0.25286631965532147,0.6207081519732863,0.1264255283713922,0.7632880624907258,0.12532274455537215,0.111389192953902,0.1264255283713922,0.111389192953902,0.6170142346618385,0.3829857653381614,-3.9198904355368924,-4.541707659781975,-5.67341968894865,-5.56827769095775,-1.6840522335782895,-0.24143159228907257,-4.158037581064846,0.15646709460136812,0.7963941723564544,0.8351916461952695,0.08729296714524186,0.10961025353431492,0.7786547785731623,0.15573095571463247,0.002665850153809923,-0.9422972936632246,True,-0.9689106743709752,True,-0.6734337228519482,True,-0.9998652907928819,True,0.9954033722538314,True,True,-0.029274347065107016,0.10712340128926491,0.10027411409008433,-0.045767272548984335,0.06152260278457128,-0.34229713733928885,-0.6449320937360887,0.3120158831669418,0.10994470326529002,-0.4149288266908071,-0.6449320937360887,0.3120158831669418,0.04842210048071873,-0.07263168935151827,-0.0,-0.0,0.14894787858018654,-0.5319430613526456,-0.4939996230213176,0.23899528362470712,0.0005152286509302953,0.0007347890187357903,0.001474189485820801,0.002031784175957091,4,0.37301212839169556,0.016508624686156555,13.86048420404174,-11.3468393778973,nan,0.016508624686156555,0.03301522676504586,0.09467074524756669,0.22881753169292646,1,0.049105603583877035,0.04910560358387703,nan,nan,-3.01378212474899,0.0,0.0,2.435764766498305e-18,0.04910560358387703,4,0.4221177319755726,0.016508624686156555,16.79864665002187,-11.1365553819155,nan,0.016508624686156555,0.03361580926127723,0.09467074524756669,0.27732255278057216,True,2000
same_beta__uniform__pooled_policy_logdet__beta_0p2,same_beta,uniform,pooled_policy_logdet,0.05,0.2,nan,2000,2000,0.712057277561434,1.8609621084762935,1.7637394675693494,0.15299359301465834,0.622710904825125,0.679114076787398,0.7293194428829222,0.7584540886530412,0.2584540886530412,0.21526811324777548,0.679114076787398,0.10561780996482649,0.7293194428829222,0.14567322885059514,0.12500732826648275,0.10561780996482649,0.12500732826648275,0.5955521508778439,0.4044478491221561,-4.1707654148443085,-4.321415691215247,-5.669589349673044,-5.582148918932791,-1.6826319561829859,-0.25913315953972016,-5.669589349673044,0.16297483435555174,0.8122194544229037,0.8584864559836937,0.07814015560966758,0.09620571778250196,0.8122194544229037,0.16244389088458075,0.0017098477065717159,-0.9999501085660045,True,-0.9970334501805029,True,-0.5600293622609206,True,-0.9999501085660045,True,0.997156628691375,True,True,-0.026415744956632015,0.09218510696547734,0.1196355401645172,-0.055247159518959844,0.13595916765585636,-0.45734843488232346,-0.5939791643243832,0.28149015672410727,0.17949153034968013,-0.5222392456107806,-0.5939791643243832,0.28149015672410727,0.04353236269382376,-0.06489081072845712,-0.0,-0.0,0.13595916765585636,-0.45734843488232346,-0.5939791643243832,0.28149015672410727,0.0007760885745392576,0.0007154199890126445,0.0008397072996405436,0.00105087182586161,4,0.3605645683919332,0.01965685478372939,10.351192255983763,-11.339178699346089,nan,0.01965685478372939,0.02691502488608263,0.11052080570778411,0.20347188301433702,1,0.03596381890705269,0.03596381890705269,nan,nan,-3.325241876267331,0.0,0.0,1.5696497846161688e-18,0.03596381890705269,4,0.3965283872989859,0.01965685478372939,12.161924321438379,-11.164297837865583,nan,0.01965685478372939,0.02728554653025154,0.11052080570778411,0.2390651802772208,True,2000
same_beta__uniform__joint_state_action_logdet__beta_0p2,same_beta,uniform,joint_state_action_logdet,0.05,0.2,nan,2000,2000,0.7766163499722998,1.7536556067830582,1.7079296842320828,0.149349176754818,0.6046942694971227,0.6453429026449825,0.7185584685543098,0.7488003769654892,0.24880037696548918,0.2429225214491137,0.6453429026449825,0.11173457590590377,0.7185584685543098,0.1512095420558965,0.1302319893897938,0.11173457590590377,0.1302319893897938,0.6077760437611168,0.39222395623888306,-4.044615277928427,-4.25803479445562,-5.585196135537425,-5.487596952232585,-1.6828455063205343,-0.24897440697513287,-5.487596952232585,0.16041260230307564,0.7541770024064403,0.7989314513328724,0.08430374893646883,0.11178244452889846,0.7989314513328724,0.15978629026657448,0.0017814236723566422,-0.9958040959971928,True,-0.9999457468725179,True,-0.5678935907803437,True,-0.9999457468725179,True,0.9957644325834023,True,True,-0.025432595927514075,0.09299785368250543,0.11648543707846538,-0.05355304100719855,0.08325376122180844,-0.3915672762780237,-0.5778377028314647,0.27318568691615525,0.1308937774329566,-0.46111978119441555,-0.5778377028314647,0.27318568691615525,0.047640016211148155,-0.06955250491639184,-0.0,-0.0,0.1308937774329566,-0.46111978119441555,-0.5778377028314647,0.27318568691615525,0.000746159559077246,0.000773897443622315,0.0009178965121724308,0.0010840963760325034,4,0.3805421936360674,0.01981785838783755,11.186664685277385,-11.170392271074851,nan,0.01981785838783755,0.029186076587132855,0.10984252209604643,0.22169573656505057,1,0.044051756395641066,0.044051756395641066,nan,nan,-3.122390054622064,-2.2672586979679534e-18,0.0,0.0,0.044051756395641066,4,0.42459395003170847,0.01981785838783755,13.38619685944286,-10.975193904465172,nan,0.01981785838783755,0.029647815835670183,0.10984252209604643,0.26528575371215435,True,2000
same_beta__uniform__state_distribution_only__beta_0p2,same_beta,uniform,state_distribution_only,0.05,0.2,nan,2000,2000,-0.5305777545891223,4.549529450133868,4.575645736658674,-1.243686062734297,0.9742413964909158,0.9834858754066733,0.9869045319086001,0.9874906720302208,0.4874906720302208,0.006116536906699919,0.9834858754066733,0.010397587686626878,0.9869045319086001,0.0029307006081033854,0.010164767483296528,0.006116536906699919,0.0029307006081033854,0.5041629045102075,0.4958370954897925,-9.679592663302465,-10.434523445301863,-11.443421736920579,-11.43927606659141,-1.7287916025692178,-0.342427919950803,-1.7287916025692178,0.01818732300993565,1.5486720733497101,1.5517335566759958,0.004365959903444255,0.0028191635779941937,0.004219338568826443,0.0008438677137652886,0.01758316156772929,-0.964189420773025,True,-0.9643333243174418,True,-0.7272512492312542,True,-0.7272512492312541,True,0.9999979840998745,True,True,-0.002900715004321596,0.013030475352277596,0.012141637133498794,-0.002269786453296357,0.4907742695217986,-0.9750913196625066,-0.9803567978629002,0.49560394908784494,0.4922906724689357,-0.9791854774489624,-0.9803567978629002,0.49560394908784494,0.0015164029471371038,-0.004094157786455827,-0.0,-0.0,0.0014654778289856004,-0.00395666433895245,-0.0,-0.0,-0.0026076194385244757,0.012239142484487106,0.012141637133498794,-0.002269786453296357,4,0.019110263282340955,0.0010640401417743386,9.018946886808214,-22.886843473841168,nan,0.0010640401417743386,0.0016566633066948749,0.0067930383097771,0.009596521524094641,1,7.752670924979357e-05,7.752670924979357e-05,nan,nan,-9.464888045496933,0.0,0.0,1.6737448260056794e-21,7.752670924979357e-05,4,0.019187789991590747,0.0010640401417743386,9.091346903333712,-22.878552133182826,nan,0.0010640401417743386,0.0016571534920964126,0.0067930383097771,0.009673558047942897,True,2000
same_beta__uniform__joint_correction_only__beta_0p2,same_beta,uniform,joint_correction_only,0.05,0.2,nan,2000,2000,-0.06924929591414113,4.473674947336153,4.41328049767051,-1.212913642668456,0.969187785872723,0.9784280438322334,0.9845255933675437,0.985234896596322,0.485234896596322,0.010412666561461973,0.9784280438322334,0.011159289606304657,0.9845255933675437,0.003546516143891526,0.011927890488564845,0.010412666561461973,0.003546516143891526,0.505451791950437,0.494548208049563,-9.082023286790303,-10.086260792800978,-10.97055529612517,-10.965133011910591,-1.7275645623949236,-0.3411513060653942,-0.3411513060653942,0.021911342065722064,1.5392254817106297,1.5433938545041477,0.005923094473759076,0.003848100583142894,0.005923094473759076,0.0011846188947518153,0.02104704006170133,-0.9724069033439446,True,-0.972629165018907,True,-0.7422457640738177,True,-0.7422457640738177,True,0.9999962730501313,True,True,-0.004885495969003284,0.015700943154450215,0.014223038812936923,-0.002724773613412059,0.4842674647743223,-0.9674068541143687,-0.9767883900513157,0.4946802257841627,0.4868422475688166,-0.972741040247815,-0.9767883900513157,0.4946802257841627,0.002574782794494312,-0.005334186133446354,-0.0,-0.0,0.002574782794494312,-0.005334186133446354,-0.0,-0.0,-0.0043705394101044215,0.014634105927760944,0.014223038812936923,-0.002724773613412059,4,0.02515879012224759,0.001271595275006159,10.826409218395037,-21.941110592250354,nan,0.001271595275006159,0.002109859516466112,0.008010524523381071,0.013766810807394253,1,0.00014342617575704254,0.00014342617575704254,nan,nan,-8.849690109796553,0.0,0.0,1.583152866146784e-21,0.00014342617575704254,4,0.025302216298004634,0.001271595275006159,10.938261983397975,-21.930266023821193,nan,0.001271595275006159,0.0021110542447490424,0.008010524523381071,0.013909042254868364,True,2000
same_beta__adverse__reward_only__beta_0,same_beta,adverse,reward_only,0.05,0.0,nan,2000,2000,4.034537022409839,-2.1424467144872117,-1.9934625294881578,2.0047054537033104,0.49069200273694474,0.0020364210682015035,0.01591365257463879,0.189366790422732,-0.31063320957726803,0.9806127444306204,0.0020364210682015035,0.01735083450117803,0.01591365257463879,0.867265689240466,0.1168206581848952,0.0020364210682015035,0.01591365257463879,0.9979677175146681,0.0020322824853318366,-10.270253719163382,-6.430103144402703,-14.550808522712682,-14.205252107619483,-6.201647266116412,-0.0010171751867728484,0.0,0.009148200829987733,2.623683524030265,2.6223677015261986,0.0014217020411390851,0.0005418725345941095,0.0,0.0,0.009148200829987733,-0.7788382614321353,True,-0.7788240003794239,True,0.7471401212800292,True,nan,False,0.9999999789362822,True,True,0.009127540741277319,-0.0006136250107369539,2.627010723156457e-05,1.8779504121968055e-05,-1.9475460968657519,1.490852659524572,0.4761295211380418,-0.8008985338606989,-1.9465496558130522,1.4898385875733409,0.4761295211380418,-0.8008985338606989,0.0009964410526997673,-0.001014071951231085,-0.0,-0.0,0.0,0.0,0.0,0.0,0.009127540741277319,-0.0006136250107369539,2.627010723156457e-05,1.8779504121968055e-05,4,0.02126667170680691,2.800633359107875e-05,685.7014636482329,-29.101617045425357,nan,2.800633359107875e-05,0.00023776809458354024,0.0017969133438089232,0.01920398393482337,1,0.003970174391417246,0.003970174391417246,nan,nan,-5.528945257938684,-1.1617862567550495e-19,0.0,0.0,0.003970174391417246,4,0.02523684609822415,2.800633359107875e-05,778.8815222128203,-28.41050421523896,nan,2.800633359107875e-05,0.00023776809458354024,0.0031574559310300755,0.021813615739019458,True,2000
same_beta__adverse__statewise_conditional_barrier__beta_0p01,same_beta,adverse,statewise_conditional_barrier,0.05,0.01,nan,2000,2000,3.190858371345739,-1.3306763367857257,-1.9765486345554175,1.9931112630568688,0.47723942283839155,0.010334822565439513,0.01634406146379174,0.18948165267586858,-0.3105183473241314,0.9505623271571604,0.010334822565439513,0.03910285027740023,0.01634406146379174,0.8656879560603841,0.11796798247582412,0.010334822565439513,0.01634406146379174,0.9897708934359033,0.010229106564096601,-7.864497718022404,-6.3954634503538585,-11.722780405315799,-11.381347706739444,-4.597940712831286,-0.0051408917036175564,-7.849470809952113,0.021839415750758245,2.5349373114794824,2.5284742251845387,0.007018326171608321,0.0027686389481214307,2.0686131253765545,0.02068613125376555,0.007401706924625254,-0.803984715113555,True,-0.8038623827380558,True,0.7844515511721342,True,-0.9408384323380248,True,0.9999994160706631,True,True,0.021635347194178648,-0.0029739254964561996,0.0001369070655225294,9.410482852201488e-05,-1.8569590112122882,1.4539161624608938,0.4754839078043124,-0.7985319340905761,-1.8520973095421351,1.448854467179517,0.4754839078043124,-0.7985319340905761,0.004861701670153125,-0.005061695281376846,-0.0,-0.0,-1.8327458780146586,0.9590835737436134,0.00972755112488679,-0.016336536497293334,0.0033078884140320605,0.006616910240979934,0.0002341825767713973,-6.926053645091846e-05,4,0.05799009207769705,0.00014440699266118245,338.9590339383478,-23.445560810631605,nan,0.00014440699266118245,0.001209407608815293,0.007688222749844099,0.04894805472637648,1,0.01906444041557187,0.01906444041557187,nan,nan,-3.959930437502696,-5.553730541532699e-19,0.0,0.0,0.01906444041557187,4,0.07705453249326892,0.00014440699266118245,443.70719751492936,-22.762695413478895,nan,0.00014440699266118245,0.001209407608815293,0.011626295876540215,0.06407442201525224,True,2000
same_beta__adverse__pooled_policy_logdet__beta_0p01,same_beta,adverse,pooled_policy_logdet,0.05,0.01,nan,2000,2000,3.2173907255927903,-0.9127503694925923,-1.512830083360394,1.2931251048135566,0.4763928191056109,0.015225830748174777,0.04528487152054295,0.195113219260919,-0.304886780739081,0.9468441165048253,0.015225830748174777,0.037930052747000016,0.04528487152054295,0.7491417387018803,0.20557338977757672,0.015225830748174777,0.04528487152054295,0.9850025183687909,0.014997481631209127,-7.511394241824728,-4.965561521335061,-10.453461945901593,-10.114443896168487,-4.2225396048685635,-0.007555540546865933,-10.453461945901593,0.022765741258294697,2.4511873334926535,2.4415484505096363,0.010244207498085148,0.004179283793657809,2.4511873334926535,0.024511873334926538,0.013361577792863233,-0.8427660877742839,True,-0.842668989377007,True,0.8161094106198489,True,-0.8427660877742839,True,0.9999989944577914,True,True,0.02235232033711746,-0.004282715580149607,0.000554969265669285,5.574011314120906e-05,-1.8387097367722638,1.4323971581010762,0.4320726927191856,-0.6237126080528204,-1.831609598149814,1.4250125918439545,0.4320726927191856,-0.6237126080528204,0.0071001386224497755,-0.007384566257121738,-0.0,-0.0,-1.8387097367722638,1.4323971581010762,0.4320726927191856,-0.6237126080528204,0.003965222969394822,0.010041256000861155,0.004875696192861141,-0.0061813859673869945,4,0.06781149581342295,0.0005350365966109462,102.11229713979235,-20.906923891803185,nan,0.0005350365966109462,0.002931819440375391,0.009710823842636461,0.05463381593380016,1,0.02756993401529944,0.02756993401529944,nan,nan,-3.591029447300785,-1.6723829583615513e-18,0.0,0.0,0.02756993401529944,4,0.09538142982872239,0.0005350365966109462,146.94476939238885,-20.22888779233697,nan,0.0005350365966109462,0.002931819440375391,0.013293744486251981,0.07862082930548407,True,2000
same_beta__adverse__joint_state_action_logdet__beta_0p01,same_beta,adverse,joint_state_action_logdet,0.05,0.01,nan,2000,2000,3.219255442895277,-0.9175070495533069,-1.5129571659079055,1.2930961473070892,0.47645468522514733,0.015127936597723015,0.04528035980266767,0.19510848135995168,-0.3048915186400483,0.947006192978912,0.015127936597723015,0.03786587042336517,0.04528035980266767,0.74914060778642,0.20557903241091247,0.015127936597723015,0.04528035980266767,0.9850975073659922,0.014902492634007712,-7.519366874066792,-4.965635217717473,-10.463742485501133,-10.12467622045102,-4.228748764838859,-0.007507325229859649,-10.12467622045102,0.022706900378675322,2.4518739979311066,2.4422945451939175,0.010180686981901759,0.004152206430873786,2.4422945451939175,0.02442294545193918,0.0133314302861594,-0.8425120435436191,True,-0.8424162727480321,True,0.8157312770791406,True,-0.8424162727480321,True,0.9999990080094459,True,True,0.02229755890742335,-0.004256187534082734,0.000551349412275236,5.5435344083144186e-05,-1.8392899768168243,1.4328260611651078,0.43207946029599853,-0.62371091167963,-1.8322336004092104,1.4254875368299615,0.43207946029599853,-0.62371091167963,0.007056376407613961,-0.007338524335146204,-0.0,-0.0,-1.8322336004092104,1.4254875368299615,0.43207946029599853,-0.62371091167963,0.003975222903331247,0.009998687834216882,0.004872144015235221,-0.006181673772713156,4,0.06755946899928836,0.0005316117048784006,102.41643612316663,-20.92748497100227,nan,0.0005316117048784006,0.002913233684844334,0.009668847394559189,0.05444577621500643,1,0.02740529397487409,0.02740529397487409,nan,nan,-3.5970190734890797,-1.4036435410242449e-18,0.0,0.0,0.02740529397487409,4,0.09496476297416244,0.0005316117048784006,147.22878494820958,-20.249352440902044,nan,0.0005316117048784006,0.002913233684844334,0.013251372210946593,0.0782685453734931,True,2000
same_beta__adverse__state_distribution_only__beta_0p01,same_beta,adverse,state_distribution_only,0.05,0.01,nan,2000,2000,3.5814789635224917,-1.2749804078859914,-1.9887679754151817,2.008044960652596,0.48422900624111476,0.007510506387401771,0.015941095579313436,0.1894580693414664,-0.31054193065853364,0.9656121604023618,0.007510506387401771,0.026877333210236668,0.015941095579313436,0.8675848688107647,0.11647403560992199,0.007510506387401771,0.015941095579313436,0.9925454808264661,0.007454519173533936,-8.542917381896341,-6.430983718112856,-12.393367822989022,-12.050535454189253,-4.910158494464628,-0.003741221480204537,-4.910158494464628,0.01538920347530328,2.574467404497534,2.5697053825480345,0.00516120115214355,0.0020047646138875376,1.3589113802962018,0.01358911380296202,0.0094734795878432,-0.8123431479800829,True,-0.8122554650954316,True,0.7931710005437483,True,-0.7931710005437482,True,0.9999997006219643,True,True,0.015228663355209344,-0.002213879004405214,9.70427001657356e-05,6.869123807980951e-05,-1.8996340522780706,1.4664266701121633,0.47608835663102983,-0.8013773032161471,-1.8960349650961121,1.4627274041323304,0.47608835663102983,-0.8013773032161471,0.003599087181958466,-0.0036992659798330504,-0.0,-0.0,-0.9476167244925694,0.973993163713433,0.0,0.0,0.00575249611028365,0.007526052632729116,9.70427001657356e-05,6.869123807980951e-05,4,0.041329642583160964,0.00010283343968082445,338.85434597578734,-24.786735645978055,nan,0.00010283343968082445,0.0008704907637909348,0.005510760432202851,0.034845557947486346,1,0.014187057947288806,0.014187057947288806,nan,nan,-4.255425142126281,0.0,0.0,7.099027576966458e-20,0.014187057947288806,4,0.05551670053044977,0.00010283343968082445,450.3653081543415,-24.101070908378517,nan,0.00010283343968082445,0.0008704907637909348,0.00823076257655261,0.04631261375042539,True,2000
same_beta__adverse__joint_correction_only__beta_0p01,same_beta,adverse,joint_correction_only,0.05,0.01,nan,2000,2000,4.035493042212184,-2.144690830439322,-1.9934741593358138,2.004697139807364,0.490702098637031,0.002029961524719723,0.01591358518967194,0.1893665637264048,-0.3106334362735952,0.980635383597196,0.002029961524719723,0.01733465487808415,0.01591358518967194,0.8672648926836644,0.1168215221266636,0.002029961524719723,0.01591358518967194,0.9979741508710669,0.0020258491289331017,-10.274340615253458,-6.430100901867255,-14.556015005882259,-14.210455367570738,-6.204808199290353,-0.0010139519684513386,-0.0010139519684513386,0.009138403616137639,2.6237509455343004,2.622439263836372,0.0014172222665238376,0.0005401512170718759,0.0014172222665238376,1.4172222665238377e-05,0.009148995871143352,-0.7787731408228465,True,-0.7787589410846532,True,0.7470531981035466,True,0.7470531981035466,True,0.9999999790709438,True,True,0.009117851069723983,-0.000611699541899408,2.618667468448785e-05,1.872031729715223e-05,-1.9476152203176675,1.490881622721908,0.4761296222154921,-0.8008973390254965,-1.946621910648837,1.4898707543553347,0.4761296222154921,-0.8008973390254965,0.0009933096688306787,-0.0010108683665732403,-0.0,-0.0,0.0009933096688306787,-0.0010108683665732403,-0.0,-0.0,0.00912778416641229,-0.0006218082255651404,2.618667468448785e-05,1.872031729715223e-05,4,0.021237828796746693,2.7917607606580566e-05,687.0630743394594,-29.11203001176451,nan,2.7917607606580566e-05,0.00023701654302963262,0.001791737335730559,0.01918115731037992,1,0.0039577478258033105,0.0039577478258033105,nan,nan,-5.5320801463622375,0.0,0.0,4.459098776943844e-19,0.0039577478258033105,4,0.025195576622550002,2.7917607606580566e-05,780.2009683635827,-28.42091073514147,nan,2.7917607606580566e-05,0.00023701654302963262,0.0031492979828651106,0.021781344489048678,True,2000
same_beta__adverse__statewise_conditional_barrier__beta_0p1,same_beta,adverse,statewise_conditional_barrier,0.05,0.1,nan,2000,2000,1.4446801729886276,0.54573913283845,0.07593550974511754,0.342560527125067,0.4010103276988914,0.24774470375482735,0.3093650899702537,0.3901434578430875,-0.10985654215691248,0.6087087046273434,0.24774470375482735,0.14354659161782923,0.3093650899702537,0.40389183936416906,0.28674307066557714,0.14354659161782923,0.28674307066557714,0.8014459985209383,0.1985540014790617,-3.832867542821143,-3.329010028140008,-5.418970638302378,-5.18306589038345,-1.9487006951828465,-0.11066884236104464,-3.7328246171059085,0.07864342229542813,0.979587301132949,0.887483169033217,0.09606886746622785,0.09807075628187369,0.6947573186619783,0.06947573186619783,0.05670299630507046,-0.5825038415795104,True,-0.5879044117168429,True,0.5085736613950412,True,-0.7134615193785706,True,0.9995709200266285,True,True,0.060255875197893036,-0.002692209453168394,0.04674157804555489,-0.019026146865420552,-0.780048663490568,0.5819116422063397,0.03595236504461946,-0.10583775904625359,-0.7196178889711203,0.5072299926046917,0.03595236504461946,-0.10583775904625359,0.06043077451944764,-0.074681649601648,-0.0,-0.0,-0.6620954682444061,0.20578399408375336,0.014276971884490276,-0.04202902113242082,-0.005953671626547585,0.017886189955206945,0.04816927523400392,-0.023229048978662632,4,0.4304808622719441,0.02015877500448156,14.522655599773834,-10.837941276604756,nan,0.02015877500448156,0.047494697953950796,0.0700684426100968,0.29275894670341496,1,0.14901190066007727,0.14901190066007727,nan,nan,-1.9037291060242718,0.0,0.0,3.1152708384338304e-18,0.14901190066007727,4,0.5794927629320213,0.02015877500448156,21.748895130485156,-10.366131780766898,nan,0.02015877500448156,0.05083446178592811,0.0700684426100968,0.4384310835315149,True,2000
same_beta__adverse__pooled_policy_logdet__beta_0p1,same_beta,adverse,pooled_policy_logdet,0.05,0.1,nan,2000,2000,0.6579096901214354,2.6576275596285197,2.473203445369287,-0.18383954755248824,0.7847768948266349,0.8295396841297439,0.8661985710772968,0.8783522665026618,0.37835226650266185,0.1122976662347443,0.8295396841297439,0.058162649635511855,0.8661985710772968,0.060768477126825045,0.0730329517958782,0.058162649635511855,0.060768477126825045,0.5465855748713477,0.45341442512865227,-5.217998417550339,-5.561169737835684,-6.784597200135074,-6.740055808097722,-1.6970453206846834,-0.302032198242621,-6.784597200135074,0.12592867151489184,1.199891254394458,1.2306621067649717,0.04627687048605899,0.03856755378170771,1.199891254394458,0.11998912543944582,0.011116279287955487,-0.9970783242291168,True,-0.9967577442889303,True,-0.6544613759316462,True,-0.9970783242291168,True,0.9995954712591841,True,True,-0.03197978068660833,0.07762448426245476,0.08740950314571248,-0.03419564503777579,0.321090597971371,-0.728427542579481,-0.7992978566159452,0.4088472843097624,0.34654928886092895,-0.7670721256432613,-0.7992978566159452,0.4088472843097624,0.025458690889557923,-0.03864458306378033,-0.0,-0.0,0.321090597971371,-0.728427542579481,-0.7992978566159452,0.4088472843097624,0.00012927911052876967,0.004781730004506657,0.007479717484117951,0.00668908339320045,4,0.2102056197350445,0.011874911708779287,9.942511563054492,-13.569194400270149,nan,0.011874911708779287,0.013710140911208042,0.06655412014026792,0.11806644697478924,1,0.010326443848096983,0.010326443848096983,nan,nan,-4.57304730990235,0.0,0.0,8.46464494448487e-20,0.010326443848096983,4,0.2205320635831415,0.011874911708779287,10.805323736192005,-13.480111616195444,nan,0.011874911708779287,0.013790766382037061,0.06655412014026792,0.1283122653520572,True,2000
