Device       : cpu

========== GPOMDP LOSS ==========
states shape  = (128, 43, 11)
actions shape = (128, 43, 3)
rewards shape = (128, 43)
returns shape = (128, 43)
mask shape    = (128, 43)
log_probs shape = (128, 43)
valid steps = 2291
objective = 0.623895
loss = -0.623895
========== END GPOMDP DEBUG ==========


========== NPG PRECONDITIONING ==========
Fisher condition number  : 9.548e+02
||nat_g|| / ||g||        : 2.221
========== END NPG DEBUG ==========

/Users/adelella/Documents/Useful/More/pj/vanilla-policy-gradient/vpg/train.py:127: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /Users/runner/work/pytorch/pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:839.)
  return float(torch.cat(grads).norm())
Iteration 0000 | train reward: 10.11 | best: 10.11 | KL: 5.210e-04 | std: 0.6053 | rollout: 1.548s | update: 0.105s | total: 1.653s | samples/s: 1386
Iteration 0001 | train reward: 12.18 | best: 12.18 | KL: 7.063e-04 | std: 0.6067 | rollout: 0.952s | update: 0.014s | total: 0.966s | samples/s: 2613
Iteration 0002 | train reward: 12.12 | best: 12.18 | KL: 9.149e-04 | std: 0.6060 | rollout: 1.169s | update: 0.040s | total: 1.209s | samples/s: 2055
Iteration 0003 | train reward: 15.11 | best: 15.11 | KL: 7.715e-04 | std: 0.6048 | rollout: 1.669s | update: 0.020s | total: 1.689s | samples/s: 1572
Iteration 0004 | train reward: 17.56 | best: 17.56 | KL: 1.653e-03 | std: 0.6034 | rollout: 1.407s | update: 0.167s | total: 1.574s | samples/s: 1860
Iteration 0005 | train reward: 17.50 | best: 17.56 | KL: 1.121e-03 | std: 0.6043 | rollout: 1.453s | update: 0.127s | total: 1.580s | samples/s: 1855
Iteration 0006 | train reward: 21.98 | best: 21.98 | KL: 1.635e-03 | std: 0.6046 | rollout: 1.595s | update: 0.039s | total: 1.634s | samples/s: 1971
Iteration 0007 | train reward: 31.82 | best: 31.82 | KL: 1.676e-03 | std: 0.6022 | rollout: 2.877s | update: 0.068s | total: 2.946s | samples/s: 1340
Iteration 0008 | train reward: 39.17 | best: 39.17 | KL: 1.454e-03 | std: 0.5999 | rollout: 2.788s | update: 0.119s | total: 2.906s | samples/s: 1540
Iteration 0009 | train reward: 40.75 | best: 40.75 | KL: 1.891e-03 | std: 0.5980 | rollout: 3.100s | update: 0.079s | total: 3.179s | samples/s: 1427
