update,environment_steps,training_return,training_episode_length,beta,barrier_active
1,4000,-500.0,500.0,0.0,False
2,5916,-238.5,239.5,0.0,False
3,9916,-500.0,500.0,0.0,False
4,13916,-500.0,500.0,0.0,False
5,17916,-500.0,500.0,0.0,False
6,21916,-500.0,500.0,0.0,False
7,25916,-500.0,500.0,0.0,False
8,29916,-500.0,500.0,0.0,False
9,33916,-500.0,500.0,0.0,False
10,37916,-500.0,500.0,0.0,False
11,41916,-500.0,500.0,0.0,False
12,45916,-500.0,500.0,0.0,False
13,49916,-500.0,500.0,0.0,False
14,53916,-500.0,500.0,0.0,False
15,57916,-500.0,500.0,0.0,False
16,61916,-500.0,500.0,0.0,False
17,65916,-500.0,500.0,0.0,False
18,69916,-500.0,500.0,0.0,False
19,73916,-500.0,500.0,0.0,False
20,77916,-500.0,500.0,0.0,False
21,81916,-500.0,500.0,0.0,False
22,85916,-500.0,500.0,0.0,False
23,89916,-500.0,500.0,0.0,False
24,93916,-500.0,500.0,0.0,False
25,97916,-500.0,500.0,0.0,False
26,101916,-500.0,500.0,0.0,False
27,105916,-500.0,500.0,0.0,False
28,109916,-500.0,500.0,0.0,False
29,113916,-500.0,500.0,0.0,False
30,117916,-500.0,500.0,0.0,False
31,121916,-500.0,500.0,0.0,False
32,122880,-241.0,241.0,0.0,False
