environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,npg_reward_only,303,0,0,-500.0,-500.0,500.0,1.090776801109314,0.2916897237300873,0.21934522688388824,-1.1064531803131104,0.0,False
Acrobot-v1,npg_reward_only,303,4,16000,-500.0,-500.0,500.0,2.770248329397873e-06,8.497063420545125e-16,7.496788556380609e-19,-19.691097259521484,0.0,False
Acrobot-v1,npg_reward_only,303,7,28000,-500.0,-500.0,500.0,3.656654826045269e-06,1.056715318072392e-15,7.173105544858249e-19,-19.233379364013672,0.0,False
Acrobot-v1,npg_reward_only,303,10,40000,-500.0,-500.0,500.0,3.5356688385945745e-06,9.999305469258189e-16,7.248584741777947e-19,-19.346683502197266,0.0,False
Acrobot-v1,npg_reward_only,303,13,52000,-500.0,-500.0,500.0,3.990238383266842e-06,1.1002974925492306e-15,7.208875936472339e-19,-19.162841796875,0.0,False
Acrobot-v1,npg_reward_only,303,16,64000,-500.0,-500.0,500.0,3.1604006380803185e-06,9.142083774439603e-16,7.194809730155875e-19,-19.512243270874023,0.0,False
Acrobot-v1,npg_reward_only,303,19,76000,-500.0,-500.0,500.0,3.633820597315207e-06,1.0139349661592478e-15,7.235434637989885e-19,-19.30980682373047,0.0,False
Acrobot-v1,npg_reward_only,303,22,88000,-500.0,-500.0,500.0,3.6771643863175996e-06,1.0239306960906774e-15,7.204697123415298e-19,-19.273475646972656,0.0,False
Acrobot-v1,npg_reward_only,303,25,100000,-500.0,-500.0,500.0,3.404654535188456e-06,1.0122521234512904e-15,7.372401271767947e-19,-19.349849700927734,0.0,False
Acrobot-v1,npg_reward_only,303,28,112000,-500.0,-500.0,500.0,3.612509317463264e-06,9.491107935520474e-16,7.174665297300794e-19,-19.367952346801758,0.0,False
Acrobot-v1,npg_reward_only,303,31,122880,-500.0,-500.0,500.0,3.325317038616049e-06,9.004499154025903e-16,7.172339368815872e-19,-19.470666885375977,0.0,False
