environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_handoff,203,0,0,-500.0,-484.0,500.0,1.088423490524292,0.27832522988319397,0.24328137934207916,-1.10897958278656,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,2,7847,-500.0,-500.0,500.0,1.0895015001296997,0.2823807895183563,0.24383221566677094,-1.1078532934188843,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,3,11847,-500.0,-500.0,500.0,1.091116189956665,0.28836530447006226,0.24622003734111786,-1.1061609983444214,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,4,15847,-500.0,-500.0,500.0,1.0900450944900513,0.28426945209503174,0.2434435486793518,-1.1072980165481567,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,5,19847,-500.0,-500.0,500.0,1.0899544954299927,0.28327351808547974,0.24641409516334534,-1.1073906421661377,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,6,23511,-500.0,-500.0,500.0,1.0905417203903198,0.28563231229782104,0.24428120255470276,-1.106771469116211,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,7,27459,-500.0,-484.0,500.0,1.0895270109176636,0.28167349100112915,0.24338755011558533,-1.1078516244888306,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,8,31459,-500.0,-489.0,500.0,1.0897690057754517,0.2827015519142151,0.2436237782239914,-1.1076112985610962,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,10,39232,-500.0,-486.0,500.0,1.0905038118362427,0.28573620319366455,0.24273543059825897,-1.1068423986434937,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,11,43075,-500.0,-500.0,500.0,1.091666579246521,0.28989869356155396,0.2453165501356125,-1.1056187152862549,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,12,47075,-500.0,-500.0,500.0,1.0908862352371216,0.2861165404319763,0.24788835644721985,-1.1064398288726807,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,14,51200,-500.0,-500.0,500.0,1.0915963649749756,0.2888663411140442,0.2511748671531677,-1.1056995391845703,0.0,False
