update,true_environment_steps,training_return,training_episode_length,beta
1,3791,-473.625,473.875,546.4135158976487
2,7400,-450.625,451.125,546.4135158976487
3,11076,-458.875,459.5,546.4135158976487
4,14914,-479.5,479.75,546.4135158976487
5,18344,-428.25,428.75,546.4135158976487
6,21881,-441.375,442.125,546.4135158976487
7,25283,-424.375,425.25,546.4135158976487
8,28669,-422.75,423.25,546.4135158976487
9,32029,-419.25,420.0,546.4135158976487
10,35642,-451.0,451.625,546.4135158976487
11,38849,-399.875,400.875,546.4135158976487
12,42227,-421.625,422.25,546.4135158976487
13,44689,-306.75,307.75,546.4135158976487
14,46943,-280.75,281.75,546.4135158976487
15,49616,-333.25,334.125,546.4135158976487
16,52180,-319.625,320.5,546.4135158976487
17,54844,-332.125,333.0,546.4135158976487
18,57290,-304.75,305.75,546.4135158976487
19,59506,-276.125,277.0,546.4135158976487
20,62171,-332.25,333.125,546.4135158976487
21,64156,-247.125,248.125,546.4135158976487
22,66150,-248.25,249.25,546.4135158976487
23,68497,-292.375,293.375,546.4135158976487
24,70858,-294.125,295.125,546.4135158976487
25,73132,-283.25,284.25,546.4135158976487
26,75534,-299.25,300.25,546.4135158976487
27,77808,-283.25,284.25,546.4135158976487
28,79740,-240.5,241.5,546.4135158976487
29,81976,-278.5,279.5,546.4135158976487
30,84464,-310.0,311.0,546.4135158976487
31,87206,-341.75,342.75,546.4135158976487
32,89491,-284.625,285.625,546.4135158976487
33,91744,-280.75,281.625,546.4135158976487
34,94086,-291.875,292.75,546.4135158976487
35,96599,-313.125,314.125,546.4135158976487
36,99179,-321.5,322.5,546.4135158976487
37,101634,-305.875,306.875,546.4135158976487
38,104759,-389.75,390.625,546.4135158976487
39,107313,-318.25,319.25,546.4135158976487
40,110170,-356.25,357.125,546.4135158976487
41,112721,-317.875,318.875,546.4135158976487
42,115108,-297.375,298.375,546.4135158976487
43,117351,-279.375,280.375,546.4135158976487
44,119506,-268.375,269.375,546.4135158976487
45,121734,-277.5,278.5,546.4135158976487
46,123986,-280.625,281.5,546.4135158976487
47,126611,-327.125,328.125,546.4135158976487
48,129444,-353.375,354.125,546.4135158976487
49,131659,-275.875,276.875,546.4135158976487
50,134085,-302.25,303.25,546.4135158976487
51,136375,-285.25,286.25,546.4135158976487
52,138762,-297.375,298.375,546.4135158976487
53,141288,-314.75,315.75,546.4135158976487
54,143947,-331.375,332.375,546.4135158976487
55,146331,-297.0,298.0,546.4135158976487
56,148654,-289.375,290.375,546.4135158976487
57,151068,-300.75,301.75,546.4135158976487
58,153578,-312.75,313.75,546.4135158976487
59,156464,-359.875,360.75,546.4135158976487
60,159490,-377.375,378.25,546.4135158976487
61,162147,-331.25,332.125,546.4135158976487
62,164834,-335.0,335.875,546.4135158976487
63,167263,-302.625,303.625,546.4135158976487
64,170425,-394.375,395.25,546.4135158976487
65,173422,-373.875,374.625,546.4135158976487
66,176588,-394.875,395.75,546.4135158976487
67,179206,-326.25,327.25,546.4135158976487
68,181393,-272.375,273.375,546.4135158976487
69,184068,-333.5,334.375,546.4135158976487
70,186407,-291.375,292.375,546.4135158976487
71,188402,-248.375,249.375,546.4135158976487
72,190476,-258.25,259.25,546.4135158976487
73,192344,-232.5,233.5,546.4135158976487
74,194569,-277.25,278.125,546.4135158976487
75,196597,-252.5,253.5,546.4135158976487
76,199004,-299.875,300.875,546.4135158976487
77,201210,-274.75,275.75,546.4135158976487
78,203547,-291.125,292.125,546.4135158976487
79,205291,-217.0,218.0,546.4135158976487
80,207223,-240.625,241.5,546.4135158976487
81,209028,-224.625,225.625,546.4135158976487
82,210942,-238.25,239.25,546.4135158976487
83,212747,-224.625,225.625,546.4135158976487
