experiment,method,initialization,n,beta,metric,mean_paired_difference,ci_lower,ci_upper,n_pairs
main,detached_conditional_sampled,uniform,4,0.01,pi1_a0,-0.006673098483037987,-0.006771342416501478,-0.006574854549574496,20
main,detached_conditional_oracle,uniform,4,0.1,population_return,-0.18160174887029812,-0.18570175409654843,-0.1775017436440478,20
main,detached_conditional_oracle,uniform,4,0.1,q,-0.16141220597557154,-0.16789431646797437,-0.15493009548316872,20
main,detached_conditional_oracle,uniform,4,0.1,pi1_a0,-0.10461736840838806,-0.10619388737701259,-0.10304084943976353,20
main,complete_weighted_oracle,uniform,4,0.1,population_return,-0.18627516742556444,-0.19052179624027574,-0.18202853861085314,20
main,complete_weighted_oracle,uniform,4,0.1,q,-0.16998019419046317,-0.1769916860568933,-0.16296870232403304,20
main,complete_weighted_oracle,uniform,4,0.1,pi1_a0,-0.1051462685187774,-0.10667750356260415,-0.10361503347495064,20
main,uniform_action_oracle,uniform,4,0.1,population_return,-0.1818413850764297,-0.18543570320671646,-0.17824706694614292,20
main,uniform_action_oracle,uniform,4,0.1,q,-0.14948825679238548,-0.1548006302634257,-0.14417588332134526,20
main,uniform_action_oracle,uniform,4,0.1,pi1_a0,-0.11424396109234665,-0.11597894331121678,-0.11250897887347652,20
main,visitation_only_oracle,uniform,4,0.1,population_return,0.001531102613652907,0.0012356133328036748,0.0018265918945021393,20
main,visitation_only_oracle,uniform,4,0.1,q,0.0014174120306850112,0.0011632257567247527,0.0016715983046452698,20
main,visitation_only_oracle,uniform,4,0.1,pi1_a0,0.0007818855585184914,0.0006064993463224024,0.0009572717707145804,20
main,full_pooled_fisher_oracle,uniform,4,0.1,population_return,-0.1797157496756968,-0.18329913070508108,-0.17613236864631254,20
main,full_pooled_fisher_oracle,uniform,4,0.1,q,-0.14595559828955615,-0.1511206311927004,-0.1407905653864119,20
main,full_pooled_fisher_oracle,uniform,4,0.1,pi1_a0,-0.11358377138094009,-0.11531879979223546,-0.11184874296964471,20
main,detached_conditional_sampled,uniform,4,0.1,population_return,-0.1813244115852542,-0.18536081176974586,-0.17728801140076253,20
main,detached_conditional_sampled,uniform,4,0.1,q,-0.1629126015765309,-0.1697484820859162,-0.1560767210671456,20
main,detached_conditional_sampled,uniform,4,0.1,pi1_a0,-0.10300802453800295,-0.10438778533953608,-0.10162826373646983,20
main,detached_conditional_oracle,uniform,4,0.2,population_return,-0.35622659002752555,-0.3628880625445081,-0.349565117510543,20
main,detached_conditional_oracle,uniform,4,0.2,q,-0.3611322215076375,-0.3737389623197618,-0.34852548069551326,20
main,detached_conditional_oracle,uniform,4,0.2,pi1_a0,-0.22109165661563943,-0.2253688603658544,-0.21681445286542445,20
main,complete_weighted_oracle,uniform,4,0.2,population_return,-0.37554105623945844,-0.38232458695991434,-0.36875752551900254,20
