environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_reward_only,192,0,0,-500.0,-500.0,500.0,1.0845569372177124,0.2699615955352783,0.2031136006116867,-1.1127855777740479,0.0,False
Acrobot-v1,gpomdp_reward_only,192,2,7945,-500.0,-500.0,500.0,1.0847119092941284,0.27082446217536926,0.19840635359287262,-1.1126201152801514,0.0,False
Acrobot-v1,gpomdp_reward_only,192,3,11945,-500.0,-500.0,500.0,1.086371898651123,0.2717491388320923,0.204096257686615,-1.1110118627548218,0.0,False
Acrobot-v1,gpomdp_reward_only,192,4,15945,-500.0,-500.0,500.0,1.0859737396240234,0.2731597423553467,0.21648173034191132,-1.1113555431365967,0.0,False
Acrobot-v1,gpomdp_reward_only,192,6,23836,-500.0,-452.3333333333333,500.0,1.0829609632492065,0.26820799708366394,0.19102293252944946,-1.1144444942474365,0.0,False
Acrobot-v1,gpomdp_reward_only,192,7,27704,-500.0,-493.6666666666667,500.0,1.0841894149780273,0.2717403769493103,0.19727395474910736,-1.113125205039978,0.0,False
Acrobot-v1,gpomdp_reward_only,192,8,31704,-500.0,-500.0,500.0,1.086553931236267,0.2738369405269623,0.20058177411556244,-1.1107993125915527,0.0,False
Acrobot-v1,gpomdp_reward_only,192,10,39340,-500.0,-500.0,500.0,1.0860668420791626,0.273875892162323,0.19244350492954254,-1.1112960577011108,0.0,False
Acrobot-v1,gpomdp_reward_only,192,11,43340,-500.0,-500.0,500.0,1.0871835947036743,0.2754437029361725,0.19365692138671875,-1.1101619005203247,0.0,False
Acrobot-v1,gpomdp_reward_only,192,12,47340,-500.0,-500.0,500.0,1.0868316888809204,0.2749404013156891,0.20762144029140472,-1.1105042695999146,0.0,False
Acrobot-v1,gpomdp_reward_only,192,13,51200,-500.0,-476.3333333333333,500.0,1.087180495262146,0.2745046019554138,0.2028660774230957,-1.1101833581924438,0.0,False
