configuration,algorithm,num_runs,finite_runs,failed_fraction,incorrect_modal_action_rate,optimal_probability_below_0p5_fraction,metric,mean,ci95_lower,ci95_upper
K0100_alpha0p1,sgb,10,10,0.0,0.4,0.4,normalized_log_fisher_volume,-4.567546895580506,-5.008103937797994,-4.126989853363018
K0100_alpha0p1,sgb,10,10,0.0,0.4,0.4,entropy,0.14136218257644323,0.07015819498944084,0.21256617016344562
K0100_alpha0p1,sgb,10,10,0.0,0.4,0.4,numerically_collapsed,0.0,0.0,0.0
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,optimal_arm_probability,0.19850226730000456,-0.10015797358563552,0.49716250818564467
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,expected_reward,0.882737760509532,0.8262931598462964,0.9391823611727677
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,expected_pseudo_regret,0.11726223949046788,0.06081763882723226,0.1737068401537035
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,cumulative_pseudo_regret,1092.8759039152392,932.4179219313725,1253.333885899106
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,minimum_probability,3.5700797668379625e-05,2.513333138986053e-05,4.626826394689872e-05
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,normalized_log_fisher_volume,-4.508456930639892,-4.862761414752584,-4.1541524465272
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,entropy,0.15932338518364125,0.0752842708724709,0.2433624994948116
K0100_alpha0p1,entropy_sgb,10,10,0.0,0.8,0.8,numerically_collapsed,0.0,0.0,0.0
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,optimal_arm_probability,4.5363272770402025e-18,-5.725557965930718e-18,1.4798212520011124e-17
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,expected_reward,0.5456056003729017,0.3461976844498278,0.7450135162959757
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,expected_pseudo_regret,0.45439439962709827,0.2549864837040243,0.6538023155501722
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,cumulative_pseudo_regret,1421.2001788680936,894.3374133450268,1948.0629443911605
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,minimum_probability,1.759520183430767e-29,-2.2207910027842636e-29,5.739831369645798e-29
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,normalized_log_fisher_volume,-168.2550411320654,-250.4953198162919,-86.0147624478389
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,entropy,6.46756328214072e-14,-8.163081323014917e-14,2.1098207887296357e-13
K0100_alpha0p1,npg,10,10,0.0,1.0,1.0,numerically_collapsed,1.0,1.0,1.0
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,optimal_arm_probability,0.458997349978277,0.119364943482976,0.798629756473578
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,expected_reward,0.8329441838481593,0.7397801378718764,0.9261082298244422
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,expected_pseudo_regret,0.16705581615184067,0.07389177017555773,0.26021986212812365
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,cumulative_pseudo_regret,1191.4052995689563,1023.9396808907916,1358.870918247121
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,minimum_probability,0.00022833809249628062,0.00016154482708681468,0.00029513135790574656
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,normalized_log_fisher_volume,-2.6607182548476773,-2.912037576438159,-2.4093989332571955
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,entropy,0.7275685637216095,0.546439720931625,0.908697406511594
K0100_alpha0p1,lb_sgb,10,10,0.0,0.5,0.5,numerically_collapsed,0.0,0.0,0.0
