update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,0.0
2,7974,-496.625,496.75,0.0
3,11871,-486.875,487.125,0.0
4,15679,-475.625,476.0,0.0
5,19215,-441.375,442.0,0.0
6,22795,-447.0,447.5,0.0
7,26142,-417.625,418.375,0.0
8,29513,-420.625,421.375,0.0
9,32847,-416.125,416.75,0.0
10,35885,-379.0,379.75,0.0
11,38718,-353.125,354.125,0.0
12,41251,-315.625,316.625,0.0
13,43610,-293.875,294.875,0.0
14,46509,-361.375,362.375,0.0
15,49391,-359.5,360.25,0.0
16,51501,-262.75,263.75,0.0
17,54000,-311.375,312.375,0.0
18,56076,-258.5,259.5,0.0
19,58579,-311.875,312.875,0.0
20,60948,-295.25,296.125,0.0
21,63107,-269.0,269.875,0.0
22,65245,-266.25,267.25,0.0
23,67327,-259.25,260.25,0.0
24,69836,-312.625,313.625,0.0
25,71682,-229.75,230.75,0.0
26,73570,-235.0,236.0,0.0
27,75727,-268.75,269.625,0.0
28,77191,-182.0,183.0,0.0
29,79304,-263.125,264.125,0.0
30,81162,-231.25,232.25,0.0
31,83010,-230.0,231.0,0.0
32,84749,-216.375,217.375,0.0
33,87166,-301.125,302.125,0.0
34,88829,-206.875,207.875,0.0
35,90417,-197.5,198.5,0.0
36,92099,-209.25,210.25,0.0
37,94030,-240.5,241.375,0.0
38,95805,-220.875,221.875,0.0
39,97334,-190.125,191.125,0.0
40,98680,-167.25,168.25,0.0
41,100167,-184.875,185.875,0.0
42,101790,-201.875,202.875,0.0
43,103672,-234.25,235.25,0.0
44,105289,-201.125,202.125,0.0
45,106815,-189.75,190.75,0.0
46,108823,-250.125,251.0,0.0
47,110323,-186.5,187.5,0.0
48,111884,-194.125,195.125,0.0
49,113329,-179.625,180.625,0.0
50,114919,-197.875,198.75,0.0
51,116207,-160.0,161.0,0.0
52,117718,-187.875,188.875,0.0
53,118961,-154.375,155.375,0.0
54,120766,-224.625,225.625,0.0
55,121983,-151.125,152.125,0.0
56,123710,-215.0,215.875,0.0
