seed,reward_deterministic_return_at_handoff,handoff_deterministic_return_at_handoff,reference_greedy_action_agreement,reference_disagreement_state_count,reference_state_count,reward_reference_entropy_mean,handoff_reference_entropy_mean,reward_reference_entropy_q10,reward_reference_entropy_q50,reward_reference_entropy_q90,handoff_reference_entropy_q10,handoff_reference_entropy_q50,handoff_reference_entropy_q90,reward_reference_margin_mean,handoff_reference_margin_mean,reward_visitation_frequency_of_disagreement_region,handoff_visitation_frequency_of_disagreement_region
524,-83.375,-78.71875,0.8984375,26,256,0.7257981896400452,1.0618129968643188,0.41495466232299805,0.6723389625549316,1.081451416015625,1.0132430791854858,1.0741004943847656,1.0967092514038086,0.47927626967430115,0.12689928710460663,0.1162109375,0.0908203125
525,-82.46875,-86.8125,0.921875,20,256,0.6166108250617981,1.0627226829528809,0.31673699617385864,0.5169080495834351,1.053800344467163,1.0069113969802856,1.075023889541626,1.096314549446106,0.6123833656311035,0.13944971561431885,0.064453125,0.07275390625
526,-83.375,-77.78125,0.93359375,17,256,0.5301254987716675,1.0567607879638672,0.25756239891052246,0.4087201952934265,0.9380202293395996,0.9969648718833923,1.0663620233535767,1.0973873138427734,0.7002009153366089,0.13043156266212463,0.0458984375,0.05859375
527,-95.40625,-83.21875,0.8515625,38,256,0.9454158544540405,1.0637179613113403,0.8130631446838379,0.9571809768676758,1.0587842464447021,1.0081251859664917,1.077107310295105,1.097612738609314,0.3345022201538086,0.1278291642665863,0.12158203125,0.1201171875
528,-500.0,-107.15625,0.07421875,237,256,1.0699149370193481,1.0645921230316162,1.0484782457351685,1.071860432624817,1.0883945226669312,1.0183985233306885,1.0729036331176758,1.0955018997192383,0.08454882353544235,0.13361763954162598,0.96533203125,0.919921875
529,-412.84375,-500.0,0.375,160,256,0.6652337312698364,1.0970208644866943,0.30529236793518066,0.6855041980743408,1.026794672012329,1.093961238861084,1.0978848934173584,1.0985310077667236,0.57977694272995,0.0093849403783679,0.67919921875,0.61669921875
530,-85.34375,-81.28125,0.9296875,18,256,0.6677659153938293,1.065524697303772,0.3136309087276459,0.6396666765213013,1.0492936372756958,1.0150625705718994,1.077791452407837,1.0963181257247925,0.5651063323020935,0.12528610229492188,0.08056640625,0.072265625
531,-500.0,-223.65625,0.18359375,209,256,0.9286561012268066,1.0535814762115479,0.7431453466415405,0.94431471824646,1.0866894721984863,0.9974725246429443,1.0624122619628906,1.0959587097167969,0.3502149283885956,0.15259461104869843,0.80810546875,0.8056640625
532,-500.0,-500.0,0.921875,20,256,1.0503519773483276,1.0928672552108765,0.9795302152633667,1.0715343952178955,1.0952813625335693,1.0865724086761475,1.0942842960357666,1.0975515842437744,0.1371217966079712,0.0540899932384491,0.07568359375,0.08984375
533,-82.59375,-103.46875,0.921875,20,256,0.6962875127792358,1.0513243675231934,0.28863638639450073,0.6794358491897583,1.0724689960479736,0.9836845993995667,1.069150447845459,1.0960519313812256,0.513411283493042,0.13821770250797272,0.09326171875,0.0888671875
534,-423.40625,-89.46875,0.79296875,53,256,0.836904764175415,1.0587294101715088,0.611804723739624,0.8401986360549927,1.065748929977417,1.0036946535110474,1.067427158355713,1.0970611572265625,0.40669310092926025,0.14621202647686005,0.14208984375,0.18896484375
