comparison_family,method,reference,initialization,n_trajectories,metric,n,mean_difference,median_difference,ci95_low,ci95_high,method_failed_reference_succeeded,method_succeeded_reference_failed
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_return,100,0.19229257338978503,0.1677791994878461,0.15550208699152862,0.22908305978804144,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_q,100,0.5038321878708956,0.552083688653325,0.42856873823790576,0.5790956375038854,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,final_pi1_good,100,0.7551083472867404,0.8198443868762624,0.7182109071503394,0.7920057874231413,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.5886950000000001,-0.5992500000000001,-0.6111938328144547,-0.5661961671855454,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,near_optimal_basin,100,0.26,0.0,0.17252698650062354,0.3474730134993765,,
barrier_within_euclidean,sampled_pg_logbarrier_handoff,sampled_pg_reward_only,adverse,4,exact_mcnemar_p,100,2.9802322387695312e-08,,,,0,26
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_return,100,0.4255196156060867,0.4861746505612935,0.40287803841717035,0.44816119279500305,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_q,100,0.9277066526489831,0.9924473433074501,0.8973364659983468,0.9580768392996194,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,final_pi1_good,100,0.9355158451375563,0.981162298012789,0.9137773564214231,0.9572543338536894,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.7938569260654736,-0.825028689492441,-0.8096780689177129,-0.7780357832132344,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,near_optimal_basin,100,0.7,1.0,0.6086136773132029,0.791386322686797,,
barrier_within_natural,sampled_npg_logbarrier_handoff,sampled_npg_reward_only,adverse,4,exact_mcnemar_p,100,1.6940658945086007e-21,,,,0,70
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_return,100,0.009300720081978386,0.00928950662646702,0.00928413529303915,0.009317304870917623,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_q,100,-0.0020336027719357456,-0.0020279083262877374,-0.0020426277102446326,-0.0020245778336268586,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,final_pi1_good,100,-0.0004730052156263316,-0.00014129519421531185,-0.0006914083538127058,-0.00025460207743995743,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,zero_s1_batch_fraction,100,-0.12949722222222226,-0.10875000000000001,-0.13977408000890335,-0.11922036443554118,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,near_optimal_basin,100,0.0,0.0,0.0,0.0,,
optimizer_reward_only,sampled_npg_reward_only,sampled_pg_reward_only,adverse,4,exact_mcnemar_p,100,1.0,,,,0,0
