method,initialization,n_trajectories,n,successes,success_rate,success_rate_wilson95_low,success_rate_wilson95_high,finite_rate,final_return_mean,final_return_median,final_return_ci95_low,final_return_ci95_high,final_q_mean,final_q_median,final_q_ci95_low,final_q_ci95_high,final_pi1_good_mean,final_pi1_good_median,final_pi1_good_ci95_low,final_pi1_good_ci95_high,zero_s1_batch_fraction_mean,zero_s1_batch_fraction_median,zero_s1_batch_fraction_ci95_low,zero_s1_batch_fraction_ci95_high,delta_safe_positive_count,delta_safe_positive_rate,first_delta_safe_positive_update_median_when_reached
sampled_pg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4906992799180216,0.490710493373533,0.49068269512908236,0.4907158647069608,0.0020336027719357456,0.0020279083262877374,0.0020245778336268586,0.0020426277102446326,0.015908078896839883,0.015852167249159155,0.01585948689370102,0.015956670899978747,0.9800249999999999,0.9805,0.9793647415358006,0.9806852584641993,0,0.0,
sampled_pg_logbarrier_handoff,adverse,4,100,26,0.26,0.18404698464748132,0.3537098944918718,1.0,0.6829918533078065,0.6584551942939824,0.6462013326211008,0.7197823739945123,0.5058657906428314,0.5541395857486051,0.4306021289779083,0.5811294523077546,0.7710164261835802,0.8360606330969902,0.734117266308843,0.8079155860583175,0.3913300000000001,0.3795,0.3687818816953539,0.4138781183046463,93,0.93,1269.0
sampled_npg_reward_only,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.5,0.5,0.5,0.5,2.1209690210411853e-117,0.0,-2.087493629037043e-117,6.329431671119413e-117,0.015435073681213546,0.015876239976466765,0.015226895507212486,0.015643251855214604,0.8505277777777778,0.875,0.8401685041956233,0.8608870513599323,0,0.0,
sampled_npg_logbarrier_handoff,adverse,4,100,70,0.7,0.6041514536665332,0.7810511470506724,0.01,0.9255196156060864,0.9861746505612935,0.9028780384171701,0.9481611927950028,0.9277066526489831,0.9924473433074501,0.8973364659983468,0.9580768392996194,0.9509509188187698,0.9960901672908693,0.9292362893408703,0.9726655482966693,0.05667085171230401,0.03665181681696415,0.04584780122081484,0.06749390220379319,100,1.0,22.0
sampled_pg_logbarrier_fixed,adverse,4,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5954752290774511,0.5962636334819165,0.5930987454920965,0.5978517126628057,0.5949357838521422,0.5975134566787406,0.5901077726554551,0.5997637950488293,0.7551470777338981,0.7554162028977196,0.7535507714039007,0.7567433840638955,0.25910999999999995,0.2585,0.2552631692230025,0.2629568307769974,100,1.0,1210.0
sampled_npg_logbarrier_fixed,adverse,4,100,1,0.01,0.0017674320641406505,0.054486196178705315,0.98,0.6746312413302594,0.6766607568929215,0.6555880283045182,0.6936744543560006,0.7332591169984092,0.7482655372600044,0.7107873456073379,0.7557308883894804,0.7865078100234488,0.8010753218191211,0.7655541330548952,0.8074614869920025,0.034846285390305265,0.0235,0.028569038631065115,0.041123532149545415,100,1.0,22.0
sampled_pg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.4906942650580859,0.4906941072057732,0.49068754528063235,0.4907009848355394,0.002035644889643826,0.0020366120573969025,0.0020319911961744477,0.0020392985831132046,0.015903649138352183,0.01589476604721108,0.015886422049832514,0.01592087622687185,0.8538900000000003,0.8534999999999999,0.8521078506652618,0.8556721493347387,0,0.0,
sampled_pg_logbarrier_handoff,adverse,32,100,34,0.34,0.25461520797348164,0.43722271145275377,1.0,0.8365866175330428,0.8590237284618465,0.8203633069784096,0.8528099280876759,0.8312163972748964,0.8744827876066961,0.8040379066176061,0.8583948879321867,0.9185932280745845,0.9283574277820554,0.9111054398725169,0.9260810162766522,0.017879999999999997,0.018,0.01742043880484662,0.018339561195153373,100,1.0,1194.0
sampled_npg_reward_only,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.4980837465992849,0.4999999960286414,0.4973481699788571,0.4988193232197127,0.00022565057037275728,2.479644484541098e-10,0.00014253910019924263,0.00030876204054627193,0.01494721710070754,0.015207543727648442,0.0146887803970667,0.01520565380434838,0.7541984779925955,0.7735042735042735,0.7277338057764544,0.7806631502087367,0,0.0,
sampled_npg_logbarrier_handoff,adverse,32,100,86,0.86,0.7786281178903616,0.9147365634006086,0.0,0.9751430575649733,0.9882135591938132,0.9680602545105158,0.9822258606194308,0.9673212955944819,0.9856264617432062,0.9586751202484207,0.975967470940543,0.9933972881752573,0.9984037343316731,0.9908739885475394,0.9959205878029752,0.0014851816903012167,0.0009818362700054562,0.0013731487577733933,0.00159721462282904,100,1.0,19.0
sampled_pg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5943635792677398,0.5946809580906139,0.5933451066434545,0.595382051892025,0.5971770704115306,0.5984544716294092,0.5950868041699732,0.599267336653088,0.7495565409933225,0.7493377710708158,0.7489687570234281,0.7501443249632168,0.017759999999999998,0.018,0.017297127727866592,0.018222872272133404,100,1.0,1172.0
sampled_npg_logbarrier_fixed,adverse,32,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6349503927875245,0.6392158042047793,0.6303964790778096,0.6395043064972394,0.6455888177863969,0.6439655835289129,0.6367710846951034,0.6544065508776904,0.7787940614239962,0.7789045026696213,0.7747747811738553,0.7828133416741371,0.0007600000000000002,0.0005,0.0007027553162428683,0.000817244683757132,100,1.0,19.0
sampled_pg_reward_only,adverse,128,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.49069293325184526,0.4906940664545383,0.49069000749755676,0.49069585900613377,0.0020361004730959312,0.002036160717675469,0.0020345743595134563,0.0020376265866784062,0.015913775745027822,0.01591431862039651,0.015902956745383275,0.01592459474467237,0.5604499999999999,0.5625,0.5583413377507831,0.5625586622492167,0,0.0,
sampled_pg_logbarrier_handoff,adverse,128,100,40,0.4,0.3094012864324589,0.4979974132089382,1.0,0.8737178140067937,0.8791095917668986,0.8693242457551893,0.8781113822583981,0.8897808693524221,0.8966954751723782,0.8843360056746183,0.8952257330302258,0.9353860157882936,0.9378470720676613,0.9333863645849935,0.9373856669915938,0.00133,0.0015,0.0011747456788367345,0.0014852543211632656,100,1.0,1175.5
sampled_npg_reward_only,adverse,128,100,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0,0.4908247946131607,0.4905440692473243,0.49033802895488604,0.49131156027143535,0.0022302698771345733,0.002023702520757238,0.0020409685673483326,0.002419571186920814,0.015402155964122066,0.014804243008370648,0.015090585132512477,0.015713726795731655,0.49019562622619894,0.5,0.4655198096931716,0.5148714427592264,0,0.0,
sampled_npg_logbarrier_handoff,adverse,128,100,100,1.0,0.9630065017930143,1.0,0.0,0.9775393347824335,0.9756153323225808,0.9749853175005341,0.9800933520643329,0.9705491652617382,0.9677033506905137,0.9669699759834673,0.974128354540009,0.9944898535229875,0.9942922596092072,0.9938226497526541,0.9951570572933208,0.0001945151940471763,0.0,0.00011693411946745019,0.0002720962686269024,100,1.0,22.0
sampled_pg_logbarrier_fixed,adverse,128,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.5946189816193997,0.5946511571168933,0.5941092476128369,0.5951287156259626,0.598016934142846,0.5978257712495835,0.5970061762304978,0.5990276920551941,0.7492007817273073,0.7491965445341858,0.7488842108931926,0.749517352561422,0.00133,0.0015,0.0011747456788367345,0.0014852543211632656,100,1.0,1161.0
sampled_npg_logbarrier_fixed,adverse,128,100,0,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.6211540109349228,0.6204516512497289,0.6170502749259416,0.6252577469439041,0.625988954001363,0.6273686685898155,0.6193928544470673,0.6325850535556587,0.767644117790176,0.7671736170836999,0.7640139865194218,0.7712742490609303,0.0001,0.0,6.01157389337231e-05,0.00013988426106627692,100,1.0,22.0
