initialization,switch_time,metric,mean,ci_lower,ci_upper,median,p05,p95,minimum,maximum,n
uniform,1500,population_return,0.6110701583275467,0.6101959332709535,0.61194438338414,0.6113160713111259,0.6035029524389014,0.6180359662825291,0.6001054751202032,0.6228807145565478,100
uniform,1500,q,0.6166755626811756,0.6149313838691294,0.6184197414932219,0.6181362709570652,0.6015962808207946,0.6304910393926231,0.595925937760491,0.6389640963250851,100
uniform,1500,p_good,0.761029788071594,0.7605054377869789,0.7615541383562092,0.7609932784928423,0.7563117996163273,0.7653008941584427,0.75474501370461,0.767250109639899,100
uniform,1500,v1,0.7854520455754822,0.7849961943020508,0.7859078968489136,0.785440006897864,0.7813458818844603,0.7891141569436969,0.7798783453123934,0.7909008255058906,100
uniform,1500,delta_safe,0.28545204557548237,0.284996194302051,0.28590789684891377,0.2854400068978639,0.28134588188446036,0.28911415694369685,0.2798783453123934,0.2909008255058906,100
uniform,1500,d_explore_j,0.13562581918489733,0.1355043855200595,0.13574725284973516,0.1356844725720902,0.1346692756499628,0.1365536949864213,0.13423101774941187,0.1370767812765644,100
uniform,1500,explore_logit_reward_gradient,0.10751551035047262,0.10745521714475256,0.10757580355619267,0.10749254814328348,0.10708468012885913,0.10806497600912665,0.10670768305009574,0.10823393312150939,100
uniform,1500,reward_gradient_norm,0.15629946320257546,0.15615973690652385,0.15643918949862706,0.15640464934136458,0.15506731594685655,0.15733974094380423,0.15454941131840133,0.1577668026168783,100
uniform,1500,beta_conditional_gradient_norm,0.15446133776797452,0.1537826969683531,0.15513997856759595,0.15481681634080974,0.14857938885107527,0.15932810801354066,0.14621682848158557,0.1632379372169146,100
uniform,1500,reward_to_barrier_norm_ratio,1.0122970689967699,1.0086961406251405,1.0158979973683993,1.010337505218451,0.9852254233775868,1.0441621816469842,0.9659304912377302,1.0572912134497998,100
uniform,1500,reward_barrier_cosine,-0.9992292754845548,-0.9992679784172978,-0.9991905725518118,-0.9992818218697002,-0.9994446020869809,-0.9988487897822728,-0.9995129445992884,-0.9984928964996155,100
uniform,1500,min_pi0,0.12995412101723297,0.1296806173470396,0.13022762468742635,0.12985780549719173,0.12785302928417386,0.13233469262792308,0.12598893706608968,0.13336258053787872,100
uniform,1500,min_pi1,0.11685892440896387,0.11666583747033678,0.11705201134759095,0.11681325757322122,0.11560028686881205,0.11851192605283091,0.11449631103014331,0.11958832825647314,100
uniform,1500,entropy0,0.9109645025654038,0.9092380084632371,0.9126909966675706,0.909724960663566,0.8970020122704223,0.9255884819981919,0.8875312299071794,0.9308969987858196,100
uniform,1500,entropy1,0.7154526326616804,0.7144854263137059,0.7164198390096548,0.7155366068212732,0.707547503951016,0.7241162025391349,0.7038773771517975,0.7269843905255423,100
uniform,1500,empirical_fisher_rank,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100
uniform,1500,sampled_s1_count,19.75,19.126110836699365,20.373889163300635,20.0,14.0,25.0,13.0,29.0,100
uniform,1500,f0_lambda_min,0.05475550523869173,0.05462615540204159,0.05488485507534187,0.054693071037396304,0.05373751986243498,0.05587076217250589,0.052917708996674834,0.05633749271892945,100
uniform,1500,f0_lambda_max,0.370673542055464,0.3696660268285781,0.3716810572823499,0.37016335274898415,0.36249523055229077,0.37911573635222007,0.3575711610326926,0.3818874971223791,100
uniform,1500,f0_trace,0.4254290472941557,0.4242948728617344,0.426563221726577,0.42471074148295385,0.4162327504147258,0.4349778823914456,0.4104888700293674,0.4382249898413086,100
uniform,1500,f0_logdet,-3.897473997153222,-3.902525676594084,-3.89242231771236,-3.9011264026382886,-3.938387879347634,-3.854782318303546,-3.967438117313047,-3.8390242441086255,100
uniform,1500,f0_condition,6.7694946043524284,6.765062375887104,6.773926832817753,6.7697441505936125,6.731534247138506,6.805680416434303,6.709485884285508,6.826558233350209,100
uniform,1500,f0_eigenvalue_1,0.370673542055464,0.3696660268285781,0.3716810572823499,0.37016335274898415,0.36249523055229077,0.37911573635222007,0.3575711610326926,0.3818874971223791,100
uniform,1500,f0_eigenvalue_2,0.05475550523869173,0.05462615540204159,0.05488485507534187,0.054693071037396304,0.05373751986243498,0.05587076217250589,0.052917708996674834,0.05633749271892945,100
uniform,1500,f1_lambda_min,0.04438252444538131,0.04430063625037024,0.04446441264039237,0.044376210324227845,0.043770185420271,0.04504588535438358,0.04338090733303042,0.04545681857050924,100
uniform,1500,f1_lambda_max,0.24467105076047638,0.2442141483010542,0.24512795321989855,0.24471236560573348,0.24073385076576445,0.24845176102377384,0.2394661418700425,0.24952270851837563,100
uniform,1500,f1_trace,0.28905357520585767,0.2885178312126674,0.28958931919904796,0.28907904917899313,0.2845102429856115,0.2937196007688467,0.2828470492030729,0.29497952708888486,100
uniform,1500,f1_logdet,-4.522836719208451,-4.526507679810731,-4.519165758606171,-4.522475550446429,-4.552902364324691,-4.490063502237104,-4.567079100059752,-4.479197797884062,100
uniform,1500,f1_condition,5.512793905572636,5.509766545499386,5.515821265645886,5.511431614509119,5.491706274614896,5.540333248269746,5.4807212649041,5.55504981953136,100
uniform,1500,f1_eigenvalue_1,0.24467105076047638,0.2442141483010542,0.24512795321989855,0.24471236560573348,0.24073385076576445,0.24845176102377384,0.2394661418700425,0.24952270851837563,100
uniform,1500,f1_eigenvalue_2,0.04438252444538131,0.04430063625037024,0.04446441264039237,0.044376210324227845,0.043770185420271,0.04504588535438358,0.04338090733303042,0.04545681857050924,100
uniform,1500,f_pool_lambda_min,0.01692764327717373,0.016909059725043567,0.016946226829303895,0.016928747234286386,0.016762831426599636,0.01707687069122488,0.016673664174555368,0.01713854981019599,100
uniform,1500,f_pool_lambda_max,0.2293049388037543,0.2284343832292524,0.23017549437825618,0.22875661610585768,0.22232274935267807,0.236711212585955,0.21816900189238142,0.23928898458675912,100
uniform,1500,f_pool_trace,0.3734236816260142,0.37246675950729174,0.37438060374473664,0.37312070645461404,0.3662679060441113,0.38156248010989996,0.36072662027634744,0.38473648846356834,100
uniform,1500,f_pool_logdet,-11.308765709581326,-11.315777571859567,-11.301753847303086,-11.3110971082867,-11.369757785309732,-11.246191553462113,-11.406588819027832,-11.223316184430132,100
uniform,1500,f_pool_condition,13.546946257901116,13.489960717630199,13.603931798172033,13.530547569759003,13.08771420706375,14.010567784817045,12.866182401867018,14.202047606370618,100
uniform,1500,f_pool_eigenvalue_1,0.2293049388037543,0.2284343832292524,0.23017549437825618,0.22875661610585768,0.22232274935267807,0.236711212585955,0.21816900189238142,0.23928898458675912,100
uniform,1500,f_pool_eigenvalue_2,0.09331876692957529,0.09319916019598724,0.09343837366316333,0.09328912672659663,0.09222642777250117,0.09433721695159687,0.0920376497619395,0.09477129105955964,100
uniform,1500,f_pool_eigenvalue_3,0.033872332615510904,0.03375605995446703,0.03398860527655478,0.03379372123089687,0.03295787643209363,0.0348820185401692,0.03228728995060225,0.035300819032984675,100
uniform,1500,f_pool_eigenvalue_4,0.01692764327717373,0.016909059725043567,0.016946226829303895,0.016928747234286386,0.016762831426599636,0.01707687069122488,0.016673664174555368,0.01713854981019599,100
uniform,1500,f_ref_lambda_min,0.022191262222690654,0.02215031812518512,0.022232206320196186,0.022188105162113923,0.0218850927101355,0.02252294267719179,0.02169045366651521,0.02272840928525462,100
uniform,1500,f_ref_lambda_max,0.185336771027732,0.18483301341428904,0.18584052864117495,0.18508167637449208,0.18124761527614539,0.18955786817611003,0.1787855805163463,0.19094374856118956,100
uniform,1500,f_ref_trace,0.3572413112500067,0.35645167987690934,0.35803094262310403,0.3569267815323205,0.3509568300993134,0.36423164985662665,0.3466679596162202,0.3666022584650967,100
