initialization,metric,left_switch,right_switch,full_ranges_overlap,central_5_95_ranges_overlap,left_min,left_max,right_min,right_max,left_p05,left_p95,right_p05,right_p95
adverse,population_return,500,1500,False,False,0.3061639780153479,0.31178160791889353,0.49318285993028244,0.530641309711167,0.3070745267243606,0.3101087025672483,0.49752823734948337,0.5240084293386236
adverse,q,500,1500,False,False,0.23251205632537708,0.24636344433258292,0.4585813085461022,0.5209902235724195,0.23519321351023564,0.2438042892794155,0.46656605961413433,0.5132745901184587
adverse,p_good,500,1500,False,False,0.0550665939538868,0.06546097303922795,0.6431672222420698,0.6897193601266154,0.05661865649716636,0.0633687371123675,0.6479866665079862,0.6824377128464268
adverse,v1,500,1500,False,False,0.2001344152191372,0.20567416409424671,0.6762374203508813,0.7179507603447521,0.20094266216483966,0.20457783840836122,0.6804619923998945,0.7112393155870601
adverse,delta_safe,500,1500,False,False,-0.2998655847808628,-0.2943258359057533,0.1762374203508813,0.21795076034475214,-0.2990573378351603,-0.29542216159163875,0.18046199239989447,0.2112393155870601
adverse,d_explore_j,500,1500,False,False,-0.12567975714851973,-0.12390565665690811,0.08144933102847395,0.1064455544015641,-0.1254614868166694,-0.12439531634344242,0.08494488771519158,0.1028214726488301
adverse,explore_logit_reward_gradient,500,1500,False,False,-0.025659998819738145,-0.024937479779033985,0.08394539985300975,0.09665451922434476,-0.02561415846402208,-0.02507915236231085,0.08576980879443165,0.0950675466442605
adverse,reward_gradient_norm,500,1500,False,False,0.10286425143270547,0.103794063323291,0.1321961658959178,0.14584929262247157,0.10310563018657809,0.10364381796173193,0.13411250066957878,0.14423634341210634
adverse,beta_conditional_gradient_norm,500,1500,True,False,0.10994168969610695,0.11964382721705771,0.08518776298391412,0.11064891910548025,0.11174789785217655,0.1179694114789427,0.08822127229827424,0.10810479422043591
adverse,reward_to_barrier_norm_ratio,500,1500,False,False,0.8642443450399553,0.9370220841533579,1.3127920387998593,1.5518210745935446,0.8774344225305604,0.9224139912951164,1.3423799474059268,1.5201857835808117
adverse,reward_barrier_cosine,500,1500,False,False,-0.8393683252665618,-0.8052604729943178,-0.9947297787329709,-0.9842652251767666,-0.8329124424800112,-0.8124810219613617,-0.9944659644720817,-0.986589785220479
adverse,min_pi0,500,1500,False,False,0.23251205632537708,0.24252082246055243,0.16369529182416284,0.1752726538180284,0.23519321351023564,0.2414097143782182,0.16608496345886223,0.17428792019694742
adverse,min_pi1,500,1500,False,False,0.0550665939538868,0.06546097303922795,0.14108762164951139,0.1653509905440573,0.05661865649716636,0.0633687371123675,0.14433883967176148,0.16252505147383897
adverse,entropy0,500,1500,True,True,1.0176658844624573,1.0314465474360097,1.0013331636217981,1.0306154303728994,1.0209244911625857,1.0290076892195055,1.0051356272955307,1.0277940022677976
adverse,entropy1,500,1500,False,False,0.7254668695009955,0.7670828197860482,0.8331331007769748,0.8979540914421014,0.7318782104861699,0.75928614808899,0.8437558956741817,0.8916243359603624
adverse,empirical_fisher_rank,500,1500,True,True,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
adverse,sampled_s1_count,500,1500,True,True,1.0,14.0,8.0,25.0,3.95,11.0,10.0,21.0
adverse,f0_lambda_min,500,1500,False,False,0.0857540948647246,0.08772243528400679,0.06766238071605007,0.07208078055912065,0.08627419216830393,0.08734444768723078,0.06837704998926102,0.07168998572720355
adverse,f0_lambda_max,500,1500,False,False,0.34183809296923673,0.3478391497725194,0.3962034087409745,0.40828682819854806,0.3429247689048995,0.34656773488578974,0.39904702288139743,0.4078189454467402
adverse,f0_trace,500,1500,False,False,0.42759218783396136,0.4355356250979716,0.4645505292815636,0.4803676087576687,0.4292457031890592,0.43415285958778754,0.46821683519814966,0.47906726961159896
adverse,f0_logdet,500,1500,True,False,-3.5296895069369665,-3.4896673480238443,-3.611693241060016,-3.5257531779574838,-3.520182268403757,-3.4967110912497392,-3.6007172490323103,-3.5338092024210277
adverse,f0_condition,500,1500,False,False,3.9538218145041615,3.9903502832528273,5.664295322990728,5.904161266857376,3.958157637733133,3.982417097637626,5.680504983690346,5.840059731741762
adverse,f0_eigenvalue_1,500,1500,False,False,0.34183809296923673,0.3478391497725194,0.3962034087409745,0.40828682819854806,0.3429247689048995,0.34656773488578974,0.39904702288139743,0.4078189454467402
adverse,f0_eigenvalue_2,500,1500,False,False,0.0857540948647246,0.08772243528400679,0.06766238071605007,0.07208078055912065,0.08627419216830393,0.08734444768723078,0.06837704998926102,0.07168998572720355
adverse,f1_lambda_min,500,1500,False,False,0.04189394448131745,0.04813019471680946,0.05977427506692175,0.06798649390248401,0.042856848940456646,0.046919097679750534,0.061139619743241044,0.06720344694783721
adverse,f1_lambda_max,500,1500,False,False,0.20936260686297314,0.22261812096049,0.2754639914599945,0.29952669304316215,0.21140051078107358,0.22013440483801985,0.2788926879616549,0.29695789375679627
adverse,f1_trace,500,1500,False,False,0.2512565513442906,0.27074831567729946,0.33523826652691624,0.36751318694564616,0.2542616324722477,0.2670695051409361,0.33997592047267766,0.36410573927549633
adverse,f1_logdet,500,1500,False,False,-4.736301554874319,-4.5361429875539105,-4.106478254844166,-3.8939979526597956,-4.7037909232489294,-4.572506472282667,-4.071255561961018,-3.914368017499653
adverse,f1_condition,500,1500,False,False,4.625331816551755,4.997443173591308,4.389647513355486,4.609277821372362,4.6916474413921625,4.934922899428145,4.417205588425361,4.566984307823572
adverse,f1_eigenvalue_1,500,1500,False,False,0.20936260686297314,0.22261812096049,0.2754639914599945,0.29952669304316215,0.21140051078107358,0.22013440483801985,0.2788926879616549,0.29695789375679627
adverse,f1_eigenvalue_2,500,1500,False,False,0.04189394448131745,0.04813019471680946,0.05977427506692175,0.06798649390248401,0.042856848940456646,0.046919097679750534,0.061139619743241044,0.06720344694783721
adverse,f_pool_lambda_min,500,1500,False,False,0.007956561729472287,0.009500115816583901,0.020273133681397153,0.021881928160461278,0.008160492279896209,0.009111225897886602,0.020542477948853326,0.021671552575028306
adverse,f_pool_lambda_max,500,1500,True,True,0.277294328535458,0.27918137209627597,0.2604904374798632,0.2799205130398414,0.2776284423228693,0.2787044084403751,0.2642720069892973,0.27775688950951377
adverse,f_pool_trace,500,1500,False,False,0.39512370452558543,0.4028019332557652,0.4216590210071157,0.4448859197174069,0.3961595216864564,0.400963125868308,0.42464104429922406,0.4424877952952183
adverse,f_pool_logdet,500,1500,False,False,-11.9997240628816,-11.713950585432505,-10.702499576501696,-10.48884349200474,-11.960521098826156,-11.785227924004605,-10.66094185200263,-10.501129006498553
adverse,f_pool_condition,500,1500,False,False,29.3871545869917,34.860136670928725,12.162377202261009,13.431619295065575,30.57642299432009,34.01950789873178,12.386714937088762,13.150721066096652
adverse,f_pool_eigenvalue_1,500,1500,True,True,0.277294328535458,0.27918137209627597,0.2604904374798632,0.2799205130398414,0.2776284423228693,0.2787044084403751,0.2642720069892973,0.27775688950951377
adverse,f_pool_eigenvalue_2,500,1500,False,False,0.06957667831695916,0.07046709631185842,0.0924754570295402,0.09749523446986837,0.06980821536284432,0.07026981613628855,0.09362075965278663,0.09673854357523375
adverse,f_pool_eigenvalue_3,500,1500,False,False,0.03976246510020916,0.04394118794737206,0.04460958966436343,0.04941841783984602,0.040298651924679504,0.04287070641987018,0.04515538243286399,0.048862617803384044
adverse,f_pool_eigenvalue_4,500,1500,False,False,0.007956561729472287,0.009500115816583901,0.020273133681397153,0.021881928160461278,0.008160492279896209,0.009111225897886602,0.020542477948853326,0.021671552575028306
adverse,f_ref_lambda_min,500,1500,False,False,0.020946972240658723,0.02406509735840473,0.029887137533460874,0.03399324695124201,0.021428424470228323,0.023459548839875267,0.030569809871620522,0.033601723473918606
adverse,f_ref_lambda_max,500,1500,False,False,0.17091904648461836,0.1739195748862597,0.19810170437048724,0.20414341409927403,0.17146238445244974,0.17328386744289487,0.19952351144069871,0.2039094727233701
adverse,f_ref_trace,500,1500,False,False,0.3400548327576483,0.35301279077100084,0.4009937957285801,0.42394039785165744,0.3418267233942859,0.3498404059643529,0.40485499760715704,0.4215155670104299
adverse,f_ref_logdet,500,1500,False,False,-11.028775823403443,-10.80157080964703,-10.488086313181547,-10.19233985285706,-10.994800894479404,-10.850916635326199,-10.434717386496093,-10.22160781754604
adverse,f_ref_condition,500,1500,False,False,7.227046385728347,8.172899818121792,6.005410850928298,6.698975299617164,7.365497942718012,8.010853938967692,6.04060979109307,6.572977810116036
adverse,f_ref_eigenvalue_1,500,1500,False,False,0.17091904648461836,0.1739195748862597,0.19810170437048724,0.20414341409927403,0.17146238445244974,0.17328386744289487,0.19952351144069871,0.2039094727233701
adverse,f_ref_eigenvalue_2,500,1500,False,False,0.10468130343148657,0.111309060480245,0.13773199572999725,0.14976334652158108,0.10570025539053679,0.11006720241900993,0.13944634398082745,0.14847894687839813
adverse,f_ref_eigenvalue_3,500,1500,False,False,0.0428770474323623,0.043861217642003396,0.03383119035802504,0.036040390279560325,0.04313709608415196,0.04367222384361539,0.03418852499463051,0.03584499286360177
adverse,f_ref_eigenvalue_4,500,1500,False,False,0.020946972240658723,0.02406509735840473,0.029887137533460874,0.03399324695124201,0.021428424470228323,0.023459548839875267,0.030569809871620522,0.033601723473918606
