initialization,switch_time,metric,mean,ci_lower,ci_upper,median,p05,p95,minimum,maximum,n
adverse,1000,exact_final_p_good,0.9906258799525516,0.990542575119835,0.9907091847852681,0.9906816558633313,0.9898215188525227,0.99118732203797,0.9892333453029944,0.9914801349894024,100
adverse,1000,sampled_success,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
adverse,1000,exact_success,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
adverse,1000,success_agreement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
adverse,1500,sampled_final_return,0.9830288789958181,0.983000699093805,0.9830570588978312,0.9830322078355136,0.982771567673245,0.9832355719924577,0.9825802457707817,0.9833715615541486,100
adverse,1500,exact_final_return,0.9830379452719498,0.9830248050264717,0.9830510855174278,0.9830473655149534,0.9829163189835257,0.98314211554428,0.9828777172465243,0.983187525456456,100
adverse,1500,sampled_final_q,0.9893659987699072,0.9893323247359372,0.9893996728038771,0.9893719598819364,0.9890661198958011,0.9896302878662993,0.9887943162430136,0.9897623480172374,100
adverse,1500,exact_final_q,0.9893718898972677,0.9893615059913564,0.9893822738031789,0.9893749356272061,0.9892750002425565,0.9894529063740108,0.9892413739630795,0.9894730130773042,100
adverse,1500,sampled_final_p_good,0.9910707311782585,0.9910594085729573,0.9910820537835597,0.991072663617014,0.9909793104176475,0.9911714037365961,0.9909210122005411,0.9912070145756788,100
adverse,1500,exact_final_p_good,0.9910783847276571,0.9910710498739965,0.9910857195813176,0.9910836683382576,0.9910111093284931,0.9911353333900645,0.9909889359598334,0.9911602672767477,100
adverse,1500,sampled_success,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
adverse,1500,exact_success,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
adverse,1500,success_agreement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
