initialization,switch_time,continuation,update,metric,mean,ci_lower,ci_upper
uniform,500,sampled,1990,population_return,0.9699624086330135,0.9699041928689427,0.9700206243970844
uniform,500,sampled,2000,population_return,0.9701862884853817,0.9701284988407681,0.9702440781299952
uniform,500,sampled,2010,population_return,0.9704045341787917,0.9703476985560946,0.9704613698014888
uniform,500,sampled,2020,population_return,0.9706209218194481,0.970564351781831,0.9706774918570653
uniform,500,sampled,2030,population_return,0.9708319871732775,0.9707760182359875,0.9708879561105674
uniform,500,sampled,2040,population_return,0.9710435284736314,0.9709882075877734,0.9710988493594894
uniform,500,sampled,2050,population_return,0.9712538245929854,0.9711985207033514,0.9713091284826193
uniform,500,sampled,2060,population_return,0.9714613907699835,0.9714069288549751,0.9715158526849919
uniform,500,sampled,2070,population_return,0.9716626676146173,0.971609459557575,0.9717158756716595
uniform,500,sampled,2080,population_return,0.9718648186200709,0.9718119618854848,0.971917675354657
uniform,500,sampled,2090,population_return,0.972059822110436,0.9720080324141511,0.9721116118067208
uniform,500,sampled,2100,population_return,0.972252610082506,0.9722010167002264,0.9723042034647855
uniform,500,sampled,2110,population_return,0.9724478569294189,0.9723968897199593,0.9724988241388786
uniform,500,sampled,2120,population_return,0.9726409477051889,0.9725905157527565,0.9726913796576214
uniform,500,sampled,2130,population_return,0.9728294387803033,0.9727792880465276,0.9728795895140789
uniform,500,sampled,2140,population_return,0.9730134891236288,0.9729642896845953,0.9730626885626624
uniform,500,sampled,2150,population_return,0.9731938871620698,0.9731446572164195,0.97324311710772
uniform,500,sampled,2160,population_return,0.9733710891010393,0.9733229239416448,0.9734192542604339
uniform,500,sampled,2170,population_return,0.9735472084420806,0.9734995455416353,0.973594871342526
uniform,500,sampled,2180,population_return,0.9737210213493768,0.9736739037975805,0.9737681389011731
uniform,500,sampled,2190,population_return,0.9738927237648913,0.9738460236257012,0.9739394239040815
uniform,500,sampled,2200,population_return,0.9740597834791835,0.9740138414184063,0.9741057255399608
uniform,500,sampled,2210,population_return,0.9742299749516009,0.9741849206678576,0.9742750292353443
uniform,500,sampled,2220,population_return,0.9743941326074281,0.9743491671544745,0.9744390980603818
uniform,500,sampled,2230,population_return,0.9745600746261236,0.9745156445447448,0.9746045047075024
uniform,500,sampled,2240,population_return,0.9747242713011158,0.9746808882533199,0.9747676543489118
uniform,500,sampled,2250,population_return,0.974883989442966,0.9748416134015686,0.9749263654843633
uniform,500,sampled,2260,population_return,0.9750439269155763,0.9750022439566893,0.9750856098744632
uniform,500,sampled,2270,population_return,0.9752000213462234,0.9751588197351192,0.9752412229573276
uniform,500,sampled,2280,population_return,0.9753552313980337,0.9753142631205167,0.9753961996755507
uniform,500,sampled,2290,population_return,0.9755106244272866,0.9754704982398767,0.9755507506146965
uniform,500,sampled,2300,population_return,0.975660400013316,0.9756203416917008,0.9757004583349312
uniform,500,sampled,2310,population_return,0.9758082600468921,0.9757686278931754,0.9758478922006089
uniform,500,sampled,2320,population_return,0.9759520643557067,0.9759127757979674,0.975991352913446
uniform,500,sampled,2330,population_return,0.9760936912910804,0.9760544352280807,0.9761329473540801
uniform,500,sampled,2340,population_return,0.9762372668688539,0.9761982397747676,0.9762762939629402
uniform,500,sampled,2350,population_return,0.9763808056143571,0.9763421637002423,0.976419447528472
uniform,500,sampled,2360,population_return,0.9765211221762317,0.9764830725825665,0.9765591717698968
uniform,500,sampled,2370,population_return,0.9766595955569716,0.976621952750246,0.9766972383636972
uniform,500,sampled,2380,population_return,0.9767930014504383,0.9767557665389283,0.9768302363619484
uniform,500,sampled,2390,population_return,0.9769277727765019,0.9768904203090687,0.9769651252439351
