environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_reward_only,303,0,0,-500.0,-500.0,500.0,1.090776801109314,0.2916897237300873,0.21934522688388824,-1.1064531803131104,0.0,False
Acrobot-v1,gpomdp_reward_only,303,4,15747,-500.0,-500.0,500.0,1.0919160842895508,0.29464414715766907,0.2184366136789322,-1.1053165197372437,0.0,False
Acrobot-v1,gpomdp_reward_only,303,7,27747,-500.0,-500.0,500.0,1.0913434028625488,0.2927250862121582,0.22879941761493683,-1.1058789491653442,0.0,False
Acrobot-v1,gpomdp_reward_only,303,10,39744,-500.0,-500.0,500.0,1.0919815301895142,0.29393234848976135,0.23686298727989197,-1.105249047279358,0.0,False
Acrobot-v1,gpomdp_reward_only,303,13,51744,-500.0,-500.0,500.0,1.0907261371612549,0.29059746861457825,0.22689227759838104,-1.106514811515808,0.0,False
Acrobot-v1,gpomdp_reward_only,303,16,63744,-500.0,-500.0,500.0,1.0924732685089111,0.2947100102901459,0.23798784613609314,-1.1047639846801758,0.0,False
Acrobot-v1,gpomdp_reward_only,303,19,75744,-500.0,-483.8,500.0,1.0904470682144165,0.2900010943412781,0.22850732505321503,-1.1067991256713867,0.0,False
Acrobot-v1,gpomdp_reward_only,303,22,87722,-500.0,-500.0,500.0,1.0901644229888916,0.2893804609775543,0.2131534367799759,-1.1070891618728638,0.0,False
Acrobot-v1,gpomdp_reward_only,303,25,99722,-500.0,-500.0,500.0,1.0911035537719727,0.29116734862327576,0.2206718921661377,-1.1061480045318604,0.0,False
Acrobot-v1,gpomdp_reward_only,303,28,111713,-500.0,-497.0,500.0,1.0897761583328247,0.2881622314453125,0.21669143438339233,-1.107480525970459,0.0,False
Acrobot-v1,gpomdp_reward_only,303,31,122880,-500.0,-490.4,500.0,1.0897126197814941,0.2880130410194397,0.21118256449699402,-1.1075599193572998,0.0,False
