update,environment_steps,training_return,training_episode_length,beta,barrier_active
1,4000,-500.0,500.0,0.0,False
2,8000,-500.0,500.0,0.0,False
3,12000,-500.0,500.0,0.0,False
4,15747,-468.25,468.375,0.0,False
5,19747,-500.0,500.0,0.0,False
6,23747,-500.0,500.0,0.0,False
7,27747,-500.0,500.0,0.0,False
8,31744,-499.5,499.625,0.0,False
9,35744,-500.0,500.0,0.0,False
10,39744,-500.0,500.0,0.0,False
11,43744,-500.0,500.0,0.0,False
12,47744,-500.0,500.0,0.0,False
13,51744,-500.0,500.0,0.0,False
14,55744,-500.0,500.0,0.0,False
15,59744,-500.0,500.0,0.0,False
16,63744,-500.0,500.0,0.0,False
17,67744,-500.0,500.0,0.0,False
18,71744,-500.0,500.0,0.0,False
19,75744,-500.0,500.0,0.0,False
20,79722,-497.125,497.25,0.0,False
21,83722,-500.0,500.0,0.0,False
22,87722,-500.0,500.0,0.0,False
23,91722,-500.0,500.0,0.0,False
24,95722,-500.0,500.0,0.0,False
25,99722,-500.0,500.0,0.0,False
26,103722,-500.0,500.0,0.0,False
27,107713,-498.75,498.875,0.0,False
28,111713,-500.0,500.0,0.0,False
29,115699,-498.125,498.25,0.0,False
30,119699,-500.0,500.0,0.0,False
31,122880,-454.42857142857144,454.42857142857144,0.0,False
