iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,-19.0868,-19.0868,3.758581e-03,2.304849e+01,2.304849e+01,0.903938,0.597501,-9.67,5.627,100.0,0.1071,0.006,0.1131
1,-19.8149,-19.0868,2.338836e-03,5.550433e+01,5.550433e+01,0.898234,0.594102,-9.9716,5.7753,100.0,0.1172,0.0046,0.1218
2,-20.3917,-19.0868,2.177608e-03,1.811911e+01,1.811911e+01,0.889789,0.589106,-10.3472,6.0731,100.0,0.1043,0.0046,0.1089
3,-18.4215,-18.4215,3.088567e-03,5.845715e+01,5.845715e+01,0.879105,0.582845,-9.1877,5.518,100.0,0.0993,0.0051,0.1044
4,-13.959,-13.959,3.515497e-03,7.687823e+01,7.687823e+01,0.870093,0.577617,-6.8236,14.3585,98.56,0.1152,0.0081,0.1232
5,-16.1435,-13.959,2.396867e-03,9.584866e+00,9.584866e+00,0.860868,0.572312,-8.2573,4.8765,100.0,0.1447,0.0044,0.1491
6,-8.9595,-8.9595,2.128711e-03,1.299420e+02,1.299420e+02,0.866127,0.57533,-3.1093,21.8462,98.34,0.1029,0.006,0.1089
7,-15.1973,-8.9595,1.494151e-03,2.261773e+01,2.261773e+01,0.869477,0.577261,-7.7277,4.5102,100.0,0.0918,0.0043,0.0961
8,-15.4726,-8.9595,1.595496e-03,3.664883e+01,3.664883e+01,0.87107,0.578181,-7.793,4.6524,100.0,0.0913,0.0043,0.0956
9,-14.6222,-8.9595,1.277864e-03,2.771303e+01,2.771303e+01,0.87103,0.578158,-7.4107,4.426,100.0,0.0943,0.0045,0.0988
10,-14.7146,-8.9595,1.286661e-03,3.634066e+01,3.634066e+01,0.869409,0.577221,-7.3545,4.4158,100.0,0.138,0.0042,0.1422
11,-8.1008,-8.1008,9.422140e-04,1.750277e+01,1.750277e+01,0.867183,0.575937,-1.2094,24.3585,99.88,0.0911,0.0057,0.0968
12,-4.615,-4.615,1.538318e-03,1.275823e+02,1.275823e+02,0.867907,0.576355,0.2612,26.7567,97.81,0.0959,0.0056,0.1014
13,-4.9412,-4.615,1.958868e-03,1.415430e+02,1.415430e+02,0.864369,0.57432,0.6929,27.5734,98.34,0.086,0.0045,0.0904
14,-4.3469,-4.3469,7.780472e-04,7.514153e+01,7.514153e+01,0.862402,0.573191,0.2245,26.7192,97.78,0.0868,0.006,0.0928
15,-7.4036,-4.3469,7.513906e-04,3.537743e+01,3.537743e+01,0.859573,0.571572,-2.5772,21.3137,98.03,0.1288,0.0047,0.1335
16,-5.0186,-4.3469,8.971699e-04,1.545563e+02,1.545563e+02,0.8621,0.573017,0.9008,27.8396,98.72,0.0936,0.0043,0.0979
17,-5.0177,-4.3469,8.046126e-04,1.404839e+02,1.404839e+02,0.86035,0.572016,-0.4837,26.324,97.34,0.0902,0.0042,0.0944
18,11.1596,11.1596,1.150687e-03,7.054307e+01,7.054307e+01,0.858918,0.571197,13.0719,41.0306,94.06,0.0893,0.0055,0.0948
19,1.2351,11.1596,1.853186e-03,2.844459e+02,2.844459e+02,0.860237,0.571951,5.9604,34.4373,97.28,0.0909,0.0046,0.0955
20,0.9197,11.1596,1.282722e-03,6.837933e+01,6.837933e+01,0.859914,0.571766,5.9631,34.6962,97.34,0.121,0.0045,0.1256
21,-5.6506,11.1596,1.993202e-03,2.352975e+02,2.352975e+02,0.860057,0.571848,-1.3786,25.0784,96.72,0.0992,0.0042,0.1034
22,3.3261,11.1596,5.494619e-04,2.076781e+02,2.076781e+02,0.861816,0.572855,7.0497,36.281,95.47,0.0854,0.0041,0.0895
23,-3.0959,11.1596,3.312586e-04,4.559791e+01,4.559791e+01,0.863917,0.57406,0.8782,29.4308,96.03,0.0866,0.0041,0.0907
24,2.747,11.1596,3.077186e-04,8.888142e+01,8.888142e+01,0.867859,0.576327,7.5169,37.2013,96.38,0.0899,0.0046,0.0945
25,-0.5465,11.1596,6.654559e-04,1.727663e+02,1.727663e+02,0.86996,0.577539,4.6171,34.0748,96.81,0.128,0.0053,0.1333
26,-0.6794,11.1596,1.147480e-03,2.449114e+02,2.449114e+02,0.868023,0.576422,3.4048,33.2193,95.62,0.1163,0.0042,0.1205
27,-1.0953,11.1596,1.645220e-04,2.550901e+02,2.550901e+02,0.866796,0.575715,6.2293,35.7363,98.72,0.0862,0.0042,0.0904
28,5.0315,11.1596,3.849454e-04,1.789126e+02,1.789126e+02,0.867738,0.576257,8.5986,38.6772,94.34,0.086,0.0042,0.0902
29,4.8872,11.1596,7.958483e-04,2.100738e+02,2.100738e+02,0.869448,0.577244,6.5017,37.0913,92.16,0.1248,0.0044,0.1292
30,10.9402,11.1596,1.691168e-04,2.238081e+02,2.238081e+02,0.869336,0.577179,12.3486,42.3926,91.44,0.1152,0.0042,0.1194
31,7.3657,11.1596,2.359919e-04,2.028272e+02,2.028272e+02,0.873168,0.579395,11.2752,41.2732,94.44,0.1022,0.0044,0.1066
32,-8.7291,11.1596,5.780955e-05,1.226004e+02,1.226004e+02,0.875669,0.580846,-3.1454,25.2532,96.5,0.1028,0.0047,0.1075
33,3.188,11.1596,4.821651e-05,2.617263e+02,2.617263e+02,0.880817,0.583844,6.8878,38.3023,93.59,0.0935,0.0041,0.0976
34,17.1326,17.1326,4.431869e-05,7.644011e+01,7.644011e+01,0.884088,0.585757,18.5994,46.0872,90.59,0.1283,0.005,0.1333
35,0.326,17.1326,2.394702e-05,1.378989e+02,1.378989e+02,0.888967,0.588622,4.9353,36.1416,94.91,0.09,0.0042,0.0941
36,17.2071,17.2071,1.955276e-05,3.752096e+01,3.752096e+01,0.892988,0.590993,18.4075,45.6178,90.31,0.1005,0.0052,0.1057
37,-5.9188,17.2071,3.259759e-05,1.177955e+02,1.177955e+02,0.898322,0.594154,-0.1885,30.1145,96.41,0.1098,0.0045,0.1143
38,3.4736,17.2071,1.693162e-04,3.073669e+02,3.073669e+02,0.906137,0.598815,8.0691,39.3032,94.81,0.1103,0.005,0.1153
39,-6.1379,17.2071,2.949613e-04,1.337750e+02,1.337750e+02,0.913879,0.60347,-0.3519,30.1776,96.31,0.1077,0.0048,0.1125
40,0.935,17.2071,3.170774e-04,9.523500e+01,9.523500e+01,0.922434,0.608655,5.5548,36.3816,95.22,0.1217,0.0047,0.1265
41,6.6353,17.2071,3.287195e-05,3.285718e+02,3.285718e+02,0.92816,0.612149,10.7028,41.3849,94.03,0.1149,0.007,0.1219
42,0.7596,17.2071,1.091156e-05,1.422483e+02,1.422483e+02,0.930836,0.61379,6.2298,37.3178,96.19,0.1188,0.0053,0.1241
43,0.6586,17.2071,1.729433e-04,2.925609e+02,2.925609e+02,0.936073,0.617013,4.8136,35.8649,94.47,0.1137,0.0041,0.1178
44,3.7191,17.2071,2.740513e-04,1.289249e+02,1.289249e+02,0.940751,0.619906,8.9869,39.6315,95.53,0.0884,0.0042,0.0925
45,10.5234,17.2071,2.799693e-04,4.093315e+01,4.093315e+01,0.94494,0.622508,13.3216,42.9406,92.78,0.0999,0.0042,0.1041
46,4.4734,17.2071,2.820237e-04,7.212175e+01,7.212175e+01,0.947782,0.62428,8.8775,39.2524,95.09,0.105,0.0052,0.1102
47,17.2942,17.2942,1.306109e-04,1.574107e+02,1.574107e+02,0.948089,0.624471,20.3071,46.5598,92.59,0.1497,0.0058,0.1555
48,7.8661,17.2942,2.942391e-04,1.600279e+02,1.600279e+02,0.948176,0.624526,9.9758,40.6264,92.56,0.1039,0.0046,0.1085
49,4.7718,17.2942,9.772005e-05,1.376717e+02,1.376717e+02,0.947662,0.624205,6.5966,37.6033,92.56,0.1185,0.0066,0.1251
50,24.8776,24.8776,1.988315e-05,1.364870e+02,1.364870e+02,0.948484,0.624718,24.84,48.0434,88.78,0.0928,0.0053,0.0981
51,5.2461,24.8776,7.466395e-05,1.168116e+02,1.168116e+02,0.950264,0.625831,9.443,39.1483,95.12,0.11,0.0047,0.1147
52,21.5248,24.8776,1.225487e-05,2.092029e+02,2.092029e+02,0.94867,0.624835,21.971,47.4042,89.84,0.1215,0.0041,0.1256
53,14.929,24.8776,8.515157e-06,4.872842e+01,4.872842e+01,0.946675,0.623589,15.9626,44.1339,91.0,0.0923,0.0041,0.0964
54,18.7726,24.8776,1.039306e-05,2.671253e+02,2.671253e+02,0.949124,0.625118,16.2681,44.2566,86.91,0.0896,0.0041,0.0937
55,4.5452,24.8776,4.934373e-05,1.947884e+02,1.947884e+02,0.954193,0.628295,9.4716,39.2187,95.59,0.0899,0.0042,0.0941
56,12.3406,24.8776,1.207172e-04,1.442944e+02,1.442944e+02,0.957916,0.630639,10.5402,40.8842,88.75,0.1038,0.004,0.1078
57,31.5203,31.5203,6.402596e-05,1.134096e+02,1.134096e+02,0.962503,0.633538,28.5177,49.4669,83.97,0.1082,0.0061,0.1142
58,24.2568,31.5203,9.929428e-05,1.153445e+02,1.153445e+02,0.968279,0.637208,25.0819,48.2317,89.38,0.0982,0.0046,0.1028
59,11.2732,31.5203,1.991785e-04,1.599173e+02,1.599173e+02,0.975187,0.641625,14.3573,42.6557,93.19,0.0869,0.0043,0.0912
60,7.5269,31.5203,3.133995e-04,1.166596e+02,1.166596e+02,0.981575,0.645737,12.0021,41.3555,94.84,0.1098,0.0048,0.1146
