iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,28.8837,28.8837,1.048921e-03,1.038145e+01,7.269832e+00,2.75778,0.606728,20.98,22.1232,25.25,2.2148,0.1067,2.3214
1,28.0353,28.8837,1.063851e-03,9.250334e+00,1.098129e+01,2.753983,0.605957,21.0785,21.3731,24.37,1.7456,0.051,1.7967
2,37.9968,37.9968,1.116928e-03,9.455833e+00,1.032133e+01,2.749409,0.60502,27.2952,25.8215,29.74,2.0463,0.0933,2.1395
3,40.0628,40.0628,1.412413e-03,9.604325e+00,1.311856e+01,2.747336,0.604646,30.1986,28.0913,31.33,2.2071,0.0797,2.2868
4,50.0531,50.0531,1.084437e-03,9.422952e+00,1.410863e+01,2.747417,0.604656,39.7434,38.8428,35.45,2.8475,0.0648,2.9123
5,58.9554,58.9554,2.376462e-03,9.671012e+00,1.876935e+01,2.743336,0.603842,41.2391,32.0975,39.68,2.3983,0.1442,2.5425
6,73.1826,73.1826,2.374416e-03,8.212664e+00,2.427230e+01,2.732308,0.601656,50.425,38.4518,46.55,2.6714,0.0186,2.69
7,80.2456,80.2456,2.367183e-03,8.074211e+00,2.014849e+01,2.727509,0.600698,52.7315,37.8019,50.86,3.5662,0.0877,3.6539
8,112.0076,112.0076,4.648936e-03,6.924775e+00,2.803853e+01,2.706544,0.596657,71.3795,48.3437,63.56,3.7076,0.1419,3.8495
9,137.5861,137.5861,2.639355e-03,6.223248e+00,3.541622e+01,2.712688,0.597894,80.4028,47.9071,73.32,3.6663,0.0712,3.7375
10,161.0023,161.0023,3.643933e-03,1.054035e+01,3.056671e+01,2.697564,0.594986,90.4352,49.1696,83.04,4.246,0.0494,4.2955
11,176.0241,176.0241,4.284489e-03,1.343321e+01,2.699760e+01,2.686175,0.592713,95.5343,50.4807,86.9,3.7839,0.1699,3.9538
12,207.5441,207.5441,2.192061e-03,6.808850e+00,2.683071e+01,2.660263,0.587716,105.9126,49.929,102.02,4.3034,0.0602,4.3636
13,217.219,217.219,1.540907e-03,8.825686e+00,2.639184e+01,2.66396,0.588376,109.0943,50.0377,107.29,4.1569,0.1725,4.3294
14,214.1704,217.219,2.868413e-03,1.342120e+01,3.534360e+01,2.66369,0.588329,108.8586,50.3396,104.41,4.3863,0.0418,4.428
15,211.8457,217.219,2.038659e-03,7.873166e+00,3.110418e+01,2.67688,0.591092,106.3141,49.5922,103.11,3.9148,0.078,3.9928
16,210.6288,217.219,2.021753e-03,7.789813e+00,2.174608e+01,2.673229,0.590272,107.048,49.7436,100.41,3.4934,0.151,3.6444
