environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_handoff,203,0,0,-500.0,-484.0,500.0,1.088423490524292,0.27832522988319397,0.24328137934207916,-1.10897958278656,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,2,7847,-500.0,-500.0,500.0,1.0895015001296997,0.2823807895183563,0.24383221566677094,-1.1078532934188843,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,3,11847,-500.0,-500.0,500.0,1.091116189956665,0.28836530447006226,0.24622003734111786,-1.1061609983444214,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_handoff,203,4,15847,-500.0,-500.0,500.0,1.0900450944900513,0.28426945209503174,0.2434435486793518,-1.1072980165481567,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,4,15847,-500.0,-500.0,500.0,1.0900450944900513,0.28426945209503174,0.2434435486793518,-1.1072980165481567,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,6,23511,-500.0,-500.0,500.0,1.0905230045318604,0.28558698296546936,0.24424409866333008,-1.1067901849746704,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,7,27459,-500.0,-484.0,500.0,1.089502215385437,0.28162437677383423,0.24334514141082764,-1.1078765392303467,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,8,31459,-500.0,-489.0,500.0,1.089741587638855,0.2826382517814636,0.24357183277606964,-1.1076383590698242,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,10,39250,-500.0,-486.0,500.0,1.0904747247695923,0.28567785024642944,0.2426552027463913,-1.1068713665008545,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,11,43250,-500.0,-500.0,500.0,1.0916287899017334,0.2898353934288025,0.245268777012825,-1.105655550956726,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,12,47250,-500.0,-500.0,500.0,1.0908658504486084,0.2861170768737793,0.24791249632835388,-1.1064589023590088,0.0,False
Acrobot-v1,gpomdp_logbarrier_handoff,203,13,51200,-500.0,-473.6666666666667,500.0,1.0903208255767822,0.2846081554889679,0.2457151561975479,-1.1070244312286377,0.0,False
