update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,546.4135158976487
2,8000,-500.0,500.0,546.4135158976487
3,12000,-500.0,500.0,546.4135158976487
4,16000,-500.0,500.0,546.4135158976487
5,20000,-500.0,500.0,546.4135158976487
6,24000,-500.0,500.0,546.4135158976487
7,28000,-500.0,500.0,546.4135158976487
8,32000,-500.0,500.0,546.4135158976487
9,36000,-500.0,500.0,546.4135158976487
10,40000,-500.0,500.0,546.4135158976487
11,44000,-500.0,500.0,546.4135158976487
12,48000,-500.0,500.0,546.4135158976487
13,52000,-500.0,500.0,546.4135158976487
14,56000,-500.0,500.0,546.4135158976487
15,60000,-500.0,500.0,546.4135158976487
16,64000,-500.0,500.0,546.4135158976487
17,68000,-500.0,500.0,546.4135158976487
18,72000,-500.0,500.0,546.4135158976487
19,76000,-500.0,500.0,546.4135158976487
20,80000,-500.0,500.0,546.4135158976487
21,84000,-500.0,500.0,546.4135158976487
22,88000,-500.0,500.0,546.4135158976487
23,92000,-500.0,500.0,546.4135158976487
24,96000,-500.0,500.0,546.4135158976487
25,100000,-500.0,500.0,546.4135158976487
26,104000,-500.0,500.0,546.4135158976487
27,108000,-500.0,500.0,546.4135158976487
28,112000,-500.0,500.0,546.4135158976487
29,116000,-500.0,500.0,546.4135158976487
30,120000,-500.0,500.0,546.4135158976487
31,124000,-500.0,500.0,546.4135158976487
32,128000,-500.0,500.0,546.4135158976487
33,132000,-500.0,500.0,546.4135158976487
34,136000,-500.0,500.0,546.4135158976487
35,140000,-500.0,500.0,546.4135158976487
36,144000,-500.0,500.0,546.4135158976487
37,148000,-500.0,500.0,546.4135158976487
38,152000,-500.0,500.0,546.4135158976487
39,156000,-500.0,500.0,546.4135158976487
40,160000,-500.0,500.0,546.4135158976487
41,164000,-500.0,500.0,546.4135158976487
42,168000,-500.0,500.0,546.4135158976487
43,172000,-500.0,500.0,546.4135158976487
44,176000,-500.0,500.0,546.4135158976487
45,180000,-500.0,500.0,546.4135158976487
46,184000,-500.0,500.0,546.4135158976487
47,188000,-500.0,500.0,546.4135158976487
48,192000,-500.0,500.0,546.4135158976487
49,196000,-500.0,500.0,546.4135158976487
50,200000,-500.0,500.0,546.4135158976487
51,204000,-500.0,500.0,546.4135158976487
52,208000,-500.0,500.0,546.4135158976487
53,212000,-500.0,500.0,546.4135158976487
54,216000,-500.0,500.0,546.4135158976487
55,220000,-500.0,500.0,546.4135158976487
56,224000,-500.0,500.0,546.4135158976487
57,228000,-500.0,500.0,546.4135158976487
58,232000,-500.0,500.0,546.4135158976487
59,236000,-500.0,500.0,546.4135158976487
60,240000,-500.0,500.0,546.4135158976487
61,244000,-500.0,500.0,546.4135158976487
62,248000,-500.0,500.0,546.4135158976487
63,252000,-500.0,500.0,546.4135158976487
64,256000,-500.0,500.0,546.4135158976487
65,260000,-500.0,500.0,546.4135158976487
66,264000,-500.0,500.0,546.4135158976487
67,268000,-500.0,500.0,546.4135158976487
68,272000,-500.0,500.0,546.4135158976487
69,276000,-500.0,500.0,546.4135158976487
70,280000,-500.0,500.0,546.4135158976487
71,284000,-500.0,500.0,546.4135158976487
72,288000,-500.0,500.0,546.4135158976487
73,292000,-500.0,500.0,546.4135158976487
74,296000,-500.0,500.0,546.4135158976487
75,300000,-500.0,500.0,546.4135158976487
76,304000,-500.0,500.0,546.4135158976487
77,308000,-500.0,500.0,546.4135158976487
78,312000,-500.0,500.0,546.4135158976487
79,316000,-500.0,500.0,546.4135158976487
80,320000,-500.0,500.0,546.4135158976487
81,324000,-500.0,500.0,546.4135158976487
82,328000,-500.0,500.0,546.4135158976487
83,332000,-500.0,500.0,546.4135158976487
84,336000,-500.0,500.0,546.4135158976487
85,340000,-500.0,500.0,546.4135158976487
86,344000,-500.0,500.0,546.4135158976487
87,348000,-500.0,500.0,546.4135158976487
88,352000,-500.0,500.0,546.4135158976487
89,356000,-500.0,500.0,546.4135158976487
90,360000,-500.0,500.0,546.4135158976487
91,364000,-500.0,500.0,546.4135158976487
92,368000,-500.0,500.0,546.4135158976487
93,372000,-500.0,500.0,546.4135158976487
94,376000,-500.0,500.0,546.4135158976487
95,380000,-500.0,500.0,546.4135158976487
96,384000,-500.0,500.0,546.4135158976487
97,388000,-500.0,500.0,546.4135158976487
98,392000,-500.0,500.0,546.4135158976487
99,396000,-500.0,500.0,546.4135158976487
100,400000,-500.0,500.0,546.4135158976487
101,404000,-500.0,500.0,546.4135158976487
102,408000,-500.0,500.0,546.4135158976487
103,412000,-500.0,500.0,546.4135158976487
104,416000,-500.0,500.0,546.4135158976487
105,420000,-500.0,500.0,546.4135158976487
106,424000,-500.0,500.0,546.4135158976487
107,428000,-500.0,500.0,546.4135158976487
108,432000,-500.0,500.0,546.4135158976487
109,436000,-500.0,500.0,546.4135158976487
110,440000,-500.0,500.0,546.4135158976487
111,444000,-500.0,500.0,546.4135158976487
112,448000,-500.0,500.0,546.4135158976487
113,452000,-500.0,500.0,546.4135158976487
114,456000,-500.0,500.0,546.4135158976487
115,460000,-500.0,500.0,546.4135158976487
116,464000,-500.0,500.0,546.4135158976487
117,468000,-500.0,500.0,546.4135158976487
118,472000,-500.0,500.0,546.4135158976487
119,476000,-500.0,500.0,546.4135158976487
120,480000,-500.0,500.0,546.4135158976487
121,484000,-500.0,500.0,546.4135158976487
122,488000,-500.0,500.0,546.4135158976487
123,492000,-500.0,500.0,546.4135158976487
124,496000,-500.0,500.0,546.4135158976487
125,499912,-488.875,489.0,546.4135158976487
126,503768,-481.875,482.0,546.4135158976487
127,507768,-500.0,500.0,546.4135158976487
128,511653,-485.5,485.625,546.4135158976487
129,515619,-495.625,495.75,546.4135158976487
130,519501,-485.125,485.25,546.4135158976487
131,523392,-486.25,486.375,546.4135158976487
132,527392,-500.0,500.0,546.4135158976487
133,531392,-499.875,500.0,546.4135158976487
134,535321,-491.0,491.125,546.4135158976487
135,539321,-500.0,500.0,546.4135158976487
136,543280,-494.75,494.875,546.4135158976487
137,547280,-500.0,500.0,546.4135158976487
138,551147,-483.125,483.375,546.4135158976487
139,555147,-500.0,500.0,546.4135158976487
140,559139,-498.875,499.0,546.4135158976487
141,563050,-488.5,488.875,546.4135158976487
142,567050,-500.0,500.0,546.4135158976487
143,571050,-500.0,500.0,546.4135158976487
144,575050,-500.0,500.0,546.4135158976487
145,579016,-495.625,495.75,546.4135158976487
146,582878,-482.625,482.75,546.4135158976487
147,586860,-497.5,497.75,546.4135158976487
148,590502,-454.875,455.25,546.4135158976487
149,594497,-499.25,499.375,546.4135158976487
150,598497,-500.0,500.0,546.4135158976487
151,602497,-500.0,500.0,546.4135158976487
152,606497,-500.0,500.0,546.4135158976487
153,610497,-500.0,500.0,546.4135158976487
154,614419,-490.125,490.25,546.4135158976487
155,618419,-500.0,500.0,546.4135158976487
156,622354,-491.75,491.875,546.4135158976487
157,626354,-500.0,500.0,546.4135158976487
158,630108,-468.875,469.25,546.4135158976487
159,633984,-484.375,484.5,546.4135158976487
160,637984,-500.0,500.0,546.4135158976487
161,641856,-483.875,484.0,546.4135158976487
162,645850,-499.125,499.25,546.4135158976487
163,649696,-480.625,480.75,546.4135158976487
164,653506,-476.0,476.25,546.4135158976487
165,657506,-500.0,500.0,546.4135158976487
166,661281,-471.5,471.875,546.4135158976487
167,665118,-479.5,479.625,546.4135158976487
168,669000,-485.125,485.25,546.4135158976487
169,672804,-475.25,475.5,546.4135158976487
170,676712,-488.375,488.5,546.4135158976487
171,680593,-484.875,485.125,546.4135158976487
172,684194,-449.75,450.125,546.4135158976487
173,687899,-462.875,463.125,546.4135158976487
174,691703,-475.125,475.5,546.4135158976487
175,695338,-454.0,454.375,546.4135158976487
176,699095,-469.375,469.625,546.4135158976487
177,703029,-491.625,491.75,546.4135158976487
178,706903,-483.875,484.25,546.4135158976487
