update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,546.4135158976487
2,7930,-491.125,491.25,546.4135158976487
3,11930,-500.0,500.0,546.4135158976487
4,15930,-500.0,500.0,546.4135158976487
5,19930,-500.0,500.0,546.4135158976487
6,23881,-493.75,493.875,546.4135158976487
7,27881,-500.0,500.0,546.4135158976487
8,31881,-500.0,500.0,546.4135158976487
9,35865,-497.875,498.0,546.4135158976487
10,39727,-482.5,482.75,546.4135158976487
11,43496,-470.875,471.125,546.4135158976487
12,47292,-474.375,474.5,546.4135158976487
13,51282,-498.625,498.75,546.4135158976487
14,55228,-493.125,493.25,546.4135158976487
15,59228,-500.0,500.0,546.4135158976487
16,62962,-466.5,466.75,546.4135158976487
17,66962,-500.0,500.0,546.4135158976487
18,70962,-500.0,500.0,546.4135158976487
19,74962,-500.0,500.0,546.4135158976487
20,78962,-500.0,500.0,546.4135158976487
21,82962,-500.0,500.0,546.4135158976487
22,86962,-500.0,500.0,546.4135158976487
23,90962,-500.0,500.0,546.4135158976487
24,94962,-500.0,500.0,546.4135158976487
25,98962,-500.0,500.0,546.4135158976487
26,102962,-500.0,500.0,546.4135158976487
27,106962,-500.0,500.0,546.4135158976487
28,110962,-500.0,500.0,546.4135158976487
29,114962,-500.0,500.0,546.4135158976487
30,118962,-500.0,500.0,546.4135158976487
31,122962,-500.0,500.0,546.4135158976487
32,126962,-500.0,500.0,546.4135158976487
33,130962,-500.0,500.0,546.4135158976487
34,134962,-500.0,500.0,546.4135158976487
35,138940,-497.125,497.25,546.4135158976487
36,142940,-500.0,500.0,546.4135158976487
37,146800,-482.375,482.5,546.4135158976487
38,150800,-500.0,500.0,546.4135158976487
39,154800,-500.0,500.0,546.4135158976487
40,158800,-500.0,500.0,546.4135158976487
41,162800,-500.0,500.0,546.4135158976487
42,166724,-490.375,490.5,546.4135158976487
43,170540,-476.75,477.0,546.4135158976487
44,174536,-499.375,499.5,546.4135158976487
45,178536,-500.0,500.0,546.4135158976487
46,182536,-500.0,500.0,546.4135158976487
