iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,0.717,0.717,1.808552e-03,1.098696e+02,1.098696e+02,0.903938,0.597501,4.1817,33.3673,95.69,0.1158,0.006,0.1218
1,-2.3515,0.717,1.654539e-03,2.890399e+02,2.890399e+02,0.889574,0.588979,2.3077,30.4752,97.12,0.1015,0.0046,0.106
2,-2.5592,0.717,1.625323e-03,9.448120e+01,9.448120e+01,0.875806,0.580926,2.9587,31.4869,97.91,0.1159,0.0046,0.1205
3,-3.3173,0.717,7.284769e-04,1.482246e+02,1.482246e+02,0.87742,0.581864,2.1851,31.2022,97.72,0.1146,0.0043,0.1189
4,0.2596,0.717,3.969284e-04,9.892854e+01,9.892854e+01,0.882567,0.584866,3.8862,33.4193,95.81,0.0956,0.0045,0.1001
5,3.0278,3.0278,7.106566e-04,2.576370e+02,2.576370e+02,0.891412,0.590063,6.6367,36.024,95.06,0.0998,0.0056,0.1055
6,-10.2031,3.0278,3.413351e-04,7.044588e+01,7.044588e+01,0.898325,0.594156,-2.363,24.3361,99.66,0.1066,0.005,0.1116
7,9.3917,9.3917,3.048298e-04,1.118338e+02,1.118338e+02,0.906681,0.599142,11.4361,40.4011,93.22,0.1162,0.0055,0.1218
8,-10.9036,9.3917,2.325430e-04,1.953241e+01,1.953241e+01,0.913632,0.603321,-4.6475,21.072,97.78,0.0889,0.0042,0.0932
9,-1.0261,9.3917,7.240998e-05,1.045630e+02,1.045630e+02,0.920602,0.60754,4.3546,34.489,96.94,0.0997,0.0045,0.1043
10,-1.1609,9.3917,1.307965e-05,1.633921e+02,1.633921e+02,0.923554,0.609337,4.527,34.5746,96.97,0.1007,0.0042,0.1049
11,5.3506,9.3917,2.081520e-04,3.378363e+02,3.378363e+02,0.925952,0.610799,9.5094,39.0601,95.19,0.133,0.0047,0.1377
12,1.83,9.3917,2.397962e-04,1.349676e+02,1.349676e+02,0.93054,0.613608,4.6329,35.1812,93.72,0.1024,0.0046,0.107
13,7.9234,9.3917,3.892281e-05,2.359233e+02,2.359233e+02,0.936184,0.617081,10.6078,40.9619,93.22,0.0959,0.0043,0.1001
14,-11.7114,9.3917,1.462612e-05,7.722275e+01,7.722275e+01,0.939918,0.61939,-4.0722,22.9226,98.75,0.0893,0.0043,0.0936
15,11.1204,11.1204,2.141232e-05,6.963049e+01,6.963049e+01,0.944457,0.622207,14.7817,43.4534,94.03,0.0895,0.0057,0.0951
16,17.5717,17.5717,5.686894e-05,1.808008e+02,1.808008e+02,0.951248,0.626448,16.3546,44.724,87.78,0.1388,0.0053,0.1441
17,7.118,17.5717,5.186815e-05,5.597843e+01,5.597843e+01,0.958197,0.630815,11.912,41.779,95.03,0.0882,0.0042,0.0924
18,11.4082,17.5717,1.804022e-05,1.248810e+02,1.248810e+02,0.962359,0.633447,13.0785,42.4502,91.88,0.0891,0.0041,0.0932
19,13.9447,17.5717,4.852888e-05,1.709790e+02,1.709790e+02,0.964506,0.634808,18.6621,45.4396,94.88,0.1019,0.0047,0.1066
20,4.6936,17.5717,1.371032e-05,1.109495e+02,1.109495e+02,0.967497,0.636709,5.9278,36.7415,91.62,0.0895,0.0041,0.0936
21,0.628,17.5717,5.292565e-06,8.875761e+01,8.875761e+01,0.968659,0.63745,5.2901,36.5638,95.19,0.127,0.0042,0.1312
