update,true_environment_steps,training_return,training_episode_length,beta
1,3819,-476.875,477.375,0.0
2,7666,-480.625,480.875,0.0
3,11475,-475.75,476.125,0.0
4,14448,-370.875,371.625,0.0
5,18308,-482.125,482.5,0.0
6,21854,-442.75,443.25,0.0
7,25178,-415.0,415.5,0.0
8,28574,-423.75,424.5,0.0
9,31786,-400.875,401.5,0.0
10,34918,-390.625,391.5,0.0
11,37966,-380.125,381.0,0.0
12,40565,-324.0,324.875,0.0
13,43166,-324.125,325.125,0.0
14,45968,-349.375,350.25,0.0
15,48814,-354.875,355.75,0.0
16,51621,-349.875,350.875,0.0
17,54374,-343.375,344.125,0.0
18,57101,-340.0,340.875,0.0
19,59808,-337.5,338.375,0.0
20,62328,-314.125,315.0,0.0
21,64403,-258.375,259.375,0.0
22,66357,-243.25,244.25,0.0
23,68545,-272.5,273.5,0.0
24,70605,-256.5,257.5,0.0
25,72853,-280.0,281.0,0.0
26,74808,-243.375,244.375,0.0
27,76599,-222.875,223.875,0.0
28,78314,-213.375,214.375,0.0
29,80255,-241.625,242.625,0.0
30,82072,-226.125,227.125,0.0
31,83775,-211.875,212.875,0.0
32,85354,-196.375,197.375,0.0
33,87217,-232.0,232.875,0.0
34,89060,-229.375,230.375,0.0
35,90693,-203.125,204.125,0.0
36,92730,-253.75,254.625,0.0
37,94297,-194.875,195.875,0.0
38,95695,-173.75,174.75,0.0
39,97258,-194.375,195.375,0.0
40,98673,-175.875,176.875,0.0
41,100306,-203.125,204.125,0.0
42,101677,-170.375,171.375,0.0
43,102976,-161.375,162.375,0.0
44,104260,-159.5,160.5,0.0
45,105614,-168.25,169.25,0.0
46,106882,-157.5,158.5,0.0
47,108116,-153.25,154.25,0.0
48,109443,-164.875,165.875,0.0
49,110590,-142.375,143.375,0.0
50,112069,-183.875,184.875,0.0
51,113338,-157.625,158.625,0.0
52,115032,-210.875,211.75,0.0
53,116201,-145.125,146.125,0.0
54,117436,-153.375,154.375,0.0
55,118570,-140.75,141.75,0.0
56,119746,-146.0,147.0,0.0
57,120939,-148.125,149.125,0.0
58,122033,-135.75,136.75,0.0
59,123647,-200.875,201.75,0.0
60,124762,-138.375,139.375,0.0
61,125847,-134.625,135.625,0.0
62,127078,-152.875,153.875,0.0
63,128303,-152.125,153.125,0.0
64,129514,-150.375,151.375,0.0
65,130661,-142.375,143.375,0.0
66,131776,-138.375,139.375,0.0
67,132887,-137.875,138.875,0.0
68,133932,-129.625,130.625,0.0
69,135316,-172.0,173.0,0.0
70,136522,-149.75,150.75,0.0
71,137965,-179.375,180.375,0.0
72,139189,-152.0,153.0,0.0
73,140503,-163.25,164.25,0.0
74,141696,-148.125,149.125,0.0
75,142877,-146.625,147.625,0.0
76,144004,-139.875,140.875,0.0
77,145204,-149.0,150.0,0.0
78,146294,-135.25,136.25,0.0
79,147531,-153.625,154.625,0.0
80,148695,-144.5,145.5,0.0
81,149732,-128.625,129.625,0.0
82,150870,-141.25,142.25,0.0
83,152268,-173.875,174.75,0.0
84,153342,-133.25,134.25,0.0
85,154455,-138.125,139.125,0.0
86,155441,-122.25,123.25,0.0
87,156566,-139.625,140.625,0.0
88,157551,-122.125,123.125,0.0
89,158569,-126.25,127.25,0.0
90,159555,-122.25,123.25,0.0
91,160581,-127.25,128.25,0.0
92,161639,-131.25,132.25,0.0
93,162598,-118.875,119.875,0.0
94,163635,-128.625,129.625,0.0
95,164654,-126.375,127.375,0.0
96,165655,-124.125,125.125,0.0
97,166594,-116.375,117.375,0.0
98,167596,-124.25,125.25,0.0
99,168535,-116.375,117.375,0.0
100,169521,-122.25,123.25,0.0
101,170497,-121.0,122.0,0.0
102,171429,-115.5,116.5,0.0
103,172426,-123.625,124.625,0.0
104,173403,-121.125,122.125,0.0
105,174211,-100.0,101.0,0.0
106,175413,-149.25,150.25,0.0
107,176357,-117.0,118.0,0.0
