update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,0.0
2,8000,-500.0,500.0,0.0
3,12000,-500.0,500.0,0.0
4,16000,-500.0,500.0,0.0
5,19902,-487.625,487.75,0.0
6,23902,-500.0,500.0,0.0
7,27902,-500.0,500.0,0.0
8,31902,-500.0,500.0,0.0
9,35902,-500.0,500.0,0.0
10,39902,-500.0,500.0,0.0
11,43902,-500.0,500.0,0.0
12,47902,-500.0,500.0,0.0
13,51902,-500.0,500.0,0.0
14,55902,-500.0,500.0,0.0
15,59902,-500.0,500.0,0.0
16,63902,-500.0,500.0,0.0
17,67902,-500.0,500.0,0.0
18,71902,-500.0,500.0,0.0
19,75902,-500.0,500.0,0.0
20,79902,-500.0,500.0,0.0
21,83902,-500.0,500.0,0.0
22,87902,-500.0,500.0,0.0
23,91902,-500.0,500.0,0.0
24,95902,-500.0,500.0,0.0
25,99902,-500.0,500.0,0.0
26,103902,-500.0,500.0,0.0
27,107902,-500.0,500.0,0.0
28,111902,-500.0,500.0,0.0
29,115902,-500.0,500.0,0.0
30,119902,-500.0,500.0,0.0
31,123902,-500.0,500.0,0.0
32,127902,-500.0,500.0,0.0
33,131902,-500.0,500.0,0.0
34,135902,-500.0,500.0,0.0
35,139902,-500.0,500.0,0.0
36,143902,-500.0,500.0,0.0
37,147902,-500.0,500.0,0.0
38,151902,-500.0,500.0,0.0
39,155834,-491.375,491.5,0.0
40,159834,-500.0,500.0,0.0
41,163834,-500.0,500.0,0.0
42,167834,-500.0,500.0,0.0
43,171834,-500.0,500.0,0.0
44,175834,-500.0,500.0,0.0
45,179834,-500.0,500.0,0.0
46,183830,-499.375,499.5,0.0
47,187830,-500.0,500.0,0.0
48,191830,-500.0,500.0,0.0
49,195830,-500.0,500.0,0.0
50,199830,-500.0,500.0,0.0
51,203830,-500.0,500.0,0.0
52,207780,-493.5,493.75,0.0
53,211780,-500.0,500.0,0.0
54,215568,-473.375,473.5,0.0
55,219512,-492.875,493.0,0.0
56,223296,-472.75,473.0,0.0
57,227001,-462.75,463.125,0.0
58,230828,-478.25,478.375,0.0
59,233882,-381.125,381.75,0.0
60,237357,-433.75,434.375,0.0
61,241276,-489.5,489.875,0.0
62,245137,-482.5,482.625,0.0
63,248701,-445.125,445.5,0.0
64,252160,-431.75,432.375,0.0
