environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1043,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.05263352394104,0.2396199107170105,0.1781037449836731,-1.143989086151123,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1043,50,200000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0955146551132202,0.3047814667224884,0.249806746840477,-1.1017460823059082,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1043,100,399970,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0973966121673584,0.31700098514556885,0.24981527030467987,-1.099841594696045,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1043,150,599970,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.09722900390625,0.31341248750686646,0.27478015422821045,-1.1000100374221802,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1043,200,799970,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.09576416015625,0.3079001307487488,0.24828292429447174,-1.101475477218628,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1043,249,995603,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.096717357635498,0.3084630072116852,0.24598322808742523,-1.100531816482544,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1043,250,999603,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.096843957901001,0.30947375297546387,0.26032423973083496,-1.1004034280776978,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,251,1003603,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0970067977905273,0.3108116388320923,0.257213294506073,-1.1002376079559326,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,300,1199524,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0915660858154297,0.285675972700119,0.25509917736053467,-1.1057417392730713,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,350,1399125,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0914076566696167,0.28638148307800293,0.24479542672634125,-1.1059010028839111,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,400,1598078,-500.0,-499.84375,0.0,0.8838834764831844,500.0,0.0,0.03125,1.0635732412338257,0.21749313175678253,0.17174303531646729,-1.1371643543243408,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,450,1764621,-277.5,-210.8125,199.9069138212793,39.56084533817456,278.0625,0.5625,1.0,0.9741543531417847,0.14950412511825562,0.06382620334625244,-1.2541226148605347,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,500,1826113,-309.5,-125.90625,206.29277660019838,22.04739670829423,309.96875,0.46875,1.0,0.7768945693969727,0.08495423197746277,0.025650138035416603,-1.5372201204299927,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,550,1873741,-87.125,-108.0625,26.73133958725287,18.4756814881512,88.125,1.0,1.0,0.6810250878334045,0.0684395581483841,0.016349127516150475,-1.7108768224716187,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,600,1917029,-124.53125,-113.8125,123.60133217128417,40.00196567750785,125.4375,0.90625,1.0,0.5959901809692383,0.05321712791919708,0.010108125396072865,-1.8896979093551636,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,650,1959675,-186.1875,-99.65625,184.41335713641402,9.982595741686403,186.9375,0.75,1.0,0.5341296792030334,0.04423621669411659,0.007033537141978741,-2.0407826900482178,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,700,2001533,-151.53125,-95.4375,153.37682551428267,12.22619477636756,152.375,0.84375,1.0,0.5078694820404053,0.04113486781716347,0.006011792924255133,-2.1063761711120605,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,750,2041922,-98.84375,-94.8125,77.49052361418137,13.299132884660976,99.8125,0.96875,1.0,0.45675453543663025,0.036113347858190536,0.003928560763597488,-2.2715137004852295,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,800,2080665,-129.875,-95.0625,124.63074492534,22.848642932808236,130.78125,0.90625,1.0,0.42080608010292053,0.03152499720454216,0.003303257282823324,-2.3792693614959717,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,850,2120417,-148.15625,-97.125,154.96495116222144,25.918918237083993,149.0,0.84375,1.0,0.3897341191768646,0.028766291216015816,0.00244408892467618,-2.489413261413574,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,900,2158359,-85.625,-102.6875,9.342065807324797,53.008482279238926,86.625,1.0,1.0,0.366197407245636,0.028705338016152382,0.0019983439706265926,-2.5919394493103027,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,950,2195592,-85.625,-87.8125,10.703481495711209,12.449737657554696,86.625,1.0,1.0,0.3899645209312439,0.032239239662885666,0.002184399636462331,-2.516364812850952,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1043,1000,2233530,-81.96875,-89.5625,12.400531661339,16.997034845771985,82.96875,1.0,1.0,0.3543919324874878,0.026824818924069405,0.0017066338332369924,-2.6408636569976807,0.0,False,0.0,False
