seed,learning_rate,beta,checkpoint_update,batch_update,reward_trajectory_count,fisher_trajectory_count,reward_gradient_norm,status,fisher_surrogate_gradient_norm,barrier_gradient_norm,total_gradient_norm,barrier_to_reward_ratio,reward_barrier_cosine,domain_failure
101,0.015,2e-05,50,51,32,256,184.9001922607422,complete,15893743.0,317.8748474121094,278.07025146484375,1.7191698551177979,-0.49263548851013184,
101,0.015,2e-05,100,101,32,256,37.367671966552734,complete,3438894.0,68.77787780761719,62.36927032470703,1.840571641921997,-0.43516603112220764,
101,0.015,2e-05,150,151,32,256,68.2649154663086,complete,32009.20703125,0.6401841044425964,68.24047088623047,0.009377937763929367,-0.04286748543381691,
101,0.015,2e-05,200,201,32,256,181.49789428710938,complete,10925.8125,0.21851623058319092,181.53297424316406,0.0012039601569995284,0.15996095538139343,
101,0.015,2e-05,250,251,32,256,62.20573806762695,complete,3406.290283203125,0.06812580674886703,62.20588302612305,0.001095169223845005,0.0015501907328143716,
