update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/unclipped_beta_sweep_h400_fisher480_seed101/runs/beta_0/checkpoints/update_0050.pt,4096,360126,452,torch.float64,torch.float64,444,8.968595183051983e-12,868.4658552089116,9296143803096.31,-5368.559583286722,-11.877344210811332,4.725029775920373,1.7432385168219864,4,6,10,8.716284728525549e-11,8.716284728525548e-09,-107.65524203300004,44.10439689542947,87.92138671875,40.977011997951195
100,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/unclipped_beta_sweep_h400_fisher480_seed101/runs/beta_0/checkpoints/update_0100.pt,4096,1489372,452,torch.float64,torch.float64,452,4.93359835913984e-10,4258.806997890931,8632253150484.35,-4258.104489404073,-9.420585153548835,7.2446885249409085,1.625227449191315,9,12,18,4.2743159301898997e-10,4.2743159301898995e-08,59.997552628495065,71.13806441167628,363.6162109375,131.60391184000764
150,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/unclipped_beta_sweep_h400_fisher480_seed101/runs/beta_0/checkpoints/update_0150.pt,4096,1634132,452,torch.float64,torch.float64,440,1.3985916771227234e-10,14724.07845770997,9389077674250.678,-4393.0406669470585,-9.719116519794378,5.710066326810014,1.427041814966459,6,9,16,1.4777697871803732e-09,1.477769787180373e-07,152.00531884925024,30.071853573184157,398.9580078125,404.59220016398467
200,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/unclipped_beta_sweep_h400_fisher480_seed101/runs/beta_0/checkpoints/update_0200.pt,4096,1635513,452,torch.float64,torch.float64,429,3.6004952558273495e-11,14257.860214108701,9859208630693.389,-4472.479045592069,-9.894865145115197,5.564383800638609,1.6497301311066408,5,8,15,1.4309781841197763e-09,1.4309781841197764e-07,157.3876142976294,25.029340194450178,399.295166015625,261.8164840240497
