update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/Users/adelella/Documents/Useful/More/pj/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/final/seed_102_gpomdp_lr_0p015/checkpoints/snapshot_iter_000050.pt,256,21608,16,torch.float64,torch.float64,15,6.408009351049345e-13,244.73534674210998,17447399233532.87,-153.24147123946852,-9.577591952466783,2.105663061919134,1.4077992952076557,2,2,3,8.694746140566777e-13,2.4473534674210996e-10,20.280164978287278,53.96361619993591,84.40625,13.57792470799177
100,/Users/adelella/Documents/Useful/More/pj/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/final/seed_102_gpomdp_lr_0p015/checkpoints/snapshot_iter_000100.pt,256,19856,16,torch.float64,torch.float64,16,3.6924604013760804e-12,234.8559363483772,63604185507542.0,-154.00540779430753,-9.62533798714422,2.191150117081339,1.4282767939483056,2,2,3,8.343758976123795e-13,2.3485593634837723e-10,36.200325164148026,54.474295804059864,77.5625,14.339009542003623
150,/Users/adelella/Documents/Useful/More/pj/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/final/seed_102_gpomdp_lr_0p015/checkpoints/snapshot_iter_000150.pt,256,15761,16,torch.float64,torch.float64,16,2.9807640841522186e-11,403.4102919110728,13533787999388.41,-133.89324490289573,-8.368327806430983,2.0468773014552033,1.0870142520762742,2,2,3,1.4332012622413715e-12,4.034102919110728e-10,63.760768093536186,42.720629561608625,61.56640625,14.261324833001709
200,/Users/adelella/Documents/Useful/More/pj/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/final/seed_102_gpomdp_lr_0p015/checkpoints/snapshot_iter_000200.pt,256,11845,16,torch.float64,torch.float64,16,3.1557968790679267e-11,884.4199193760029,28025248559001.64,-121.10070666976443,-7.568794166860277,1.7032936046044524,1.0153809499503619,2,3,3,3.1420907453707617e-12,8.844199193760029e-10,83.06519866355404,18.066914307095264,46.26953125,15.151568500004942
250,/Users/adelella/Documents/Useful/More/pj/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/final/seed_102_gpomdp_lr_0p015/checkpoints/snapshot_iter_000250.pt,256,9410,16,torch.float64,torch.float64,16,2.4698393928454305e-11,1054.6783591134372,42702305347003.664,-119.74883860504737,-7.4843024128154605,1.6728503583050436,1.0124928431063998,2,3,3,3.746970233157175e-12,1.0546783591134372e-09,88.59400213301063,3.5319701238831107,36.7578125,13.507604124999489
