environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1189,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0522936582565308,0.21398192644119263,0.18406669795513153,-1.1467258930206299,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1189,50,199877,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.094747543334961,0.30126693844795227,0.22965280711650848,-1.102569580078125,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1189,100,399877,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0944050550460815,0.29742565751075745,0.23092243075370789,-1.102896809577942,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1189,150,599877,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.095237374305725,0.30333298444747925,0.2600584328174591,-1.1020028591156006,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1189,200,799603,-323.96875,-500.0,159.66426153429052,0.0,324.53125,0.5625,0.0,1.0971177816390991,0.3173384964466095,0.2839040160179138,-1.1000949144363403,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1189,249,995433,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0972956418991089,0.31659576296806335,0.24372492730617523,-1.0999513864517212,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1189,250,999433,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.097415804862976,0.31759363412857056,0.24844908714294434,-1.0998283624649048,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,251,1003433,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.097266674041748,0.3166581392288208,0.24123281240463257,-1.0999813079833984,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,300,1199325,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0978350639343262,0.31984245777130127,0.27153319120407104,-1.099391222000122,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,350,1398550,-500.0,-499.625,0.0,2.1213203435596424,500.0,0.0,0.03125,1.0979586839675903,0.3205552101135254,0.2815729081630707,-1.0992680788040161,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,400,1598435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0974797010421753,0.31614232063293457,0.28188398480415344,-1.0997482538223267,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,450,1798435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0973095893859863,0.3127511739730835,0.2782871425151825,-1.0999293327331543,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,500,1998435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.09376060962677,0.29288533329963684,0.26192834973335266,-1.1035871505737305,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,550,2198435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.093448281288147,0.29143548011779785,0.2495078146457672,-1.1039509773254395,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,600,2398435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0929346084594727,0.2897590398788452,0.2388761341571808,-1.1044831275939941,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,650,2598435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0931997299194336,0.2936207056045532,0.21154847741127014,-1.1041655540466309,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,700,2798435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0938403606414795,0.2962873876094818,0.22618834674358368,-1.1035224199295044,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,750,2998435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0938605070114136,0.29339277744293213,0.2400544434785843,-1.1034793853759766,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,800,3198435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0877540111541748,0.27657321095466614,0.18836025893688202,-1.1100757122039795,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,850,3398435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0818642377853394,0.26314646005630493,0.17094148695468903,-1.1163451671600342,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,900,3598435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.077993392944336,0.2601698040962219,0.16139449179172516,-1.1202986240386963,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,950,3798435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.063362956047058,0.22801527380943298,0.13506750762462616,-1.138043999671936,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1189,1000,3998435,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0487349033355713,0.20940396189689636,0.10325480997562408,-1.1573432683944702,0.0,False,0.0,False
