scaling,horizon,handoff_update,initialization,n_trajectories,method,optimizer,seeds,success_rate,success_wilson95_low,success_wilson95_high,final_return_mean,final_return_median,final_q_median,final_pi1_good_median,completed_horizon_rate,last_update_median,last_update_min,collapsed_run_count,collapse_update_median,collapse_at_handoff,fisher_rank_deficient_rate,fisher_min_eigenvalue_p50,step_norm_bound,step_norm_p50,step_norm_p99,step_norm_max,step_over_bound_rate,nonfinite_step_count,target_kl,realized_kl_p50,realized_kl_p99,realized_kl_max
damped,1000,500,uniform,128,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9245,0.9246,0.9469,0.961,1.0,1000,1000,0,,False,0.001,1.140e-02,,,,,,,,,,
damped,1000,500,uniform,128,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.8942,0.8942,0.9228,0.945,1.0,1000,1000,0,,False,0.0,1.808e-02,,,,,,,,,,
damped,1000,500,uniform,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5915,0.5918,0.5966,0.7483,1.0,1000,1000,0,,False,0.0,2.082e-02,,,,,,,,,,
damped,1000,500,uniform,128,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,1000,1000,0,,False,0.963,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,6.099e-67,9.368e-04,1.531e-03
damped,1000,500,uniform,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,1000,1000,0,,False,0.471,7.860e-03,0.4472,0.2081,0.4472,0.4472,0.0,0,0.001,7.662e-04,1.297e-03,1.998e-03
damped,1000,500,uniform,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6203,0.6192,0.624,0.7659,1.0,1000,1000,0,,False,0.0,1.543e-02,0.4472,0.1235,0.2361,0.3249,0.0,0,0.001,9.274e-04,1.348e-03,2.027e-03
damped,2000,1000,adverse,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4907,0.4907,0.002,0.0159,1.0,2000,2000,0,,False,1.0,0.000e+00,,,,,,,,,,
damped,2000,1000,adverse,4,sampled_pg_logbarrier_handoff,pg,100,0.26,0.184,0.354,0.683,0.6585,0.5541,0.8361,1.0,2000,2000,0,,False,0.883,0.000e+00,,,,,,,,,,
damped,2000,1000,adverse,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5955,0.5963,0.5975,0.7554,1.0,2000,2000,0,,False,0.783,0.000e+00,,,,,,,,,,
damped,2000,1000,adverse,4,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.0159,0.0,790,790,100,790,False,1.0,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,8.532e-81,5.127e-04,1.965e-03
damped,2000,1000,adverse,4,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,2000,2000,0,,False,0.882,0.000e+00,0.4472,0.3859,0.4472,0.4472,0.0,0,0.001,4.397e-04,4.503e-03,2.503e-02
damped,2000,1000,adverse,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6899,0.6924,0.765,0.8094,1.0,2000,2000,0,,False,0.754,1.412e-19,0.4472,0.2203,0.3867,0.4471,0.0,0,0.001,2.007e-03,4.650e-03,2.503e-02
damped,2000,1000,adverse,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4907,0.4907,0.002,0.0159,1.0,2000,2000,0,,False,0.997,0.000e+00,,,,,,,,,,
damped,2000,1000,adverse,32,sampled_pg_logbarrier_handoff,pg,100,0.34,0.255,0.437,0.8366,0.859,0.8745,0.9284,1.0,2000,2000,0,,False,0.144,7.009e-03,,,,,,,,,,
damped,2000,1000,adverse,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5944,0.5947,0.5985,0.7493,1.0,2000,2000,0,,False,0.122,1.371e-02,,,,,,,,,,
damped,2000,1000,adverse,32,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.015,0.0,790,790,100,790,False,1.0,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,6.363e-80,4.768e-04,3.015e-03
damped,2000,1000,adverse,32,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,2000,2000,0,,False,0.496,2.516e-04,0.4472,0.2882,0.4472,0.4472,0.0,0,0.001,6.392e-04,2.439e-03,4.728e-03
damped,2000,1000,adverse,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6336,0.6358,0.6458,0.7802,1.0,2000,2000,0,,False,0.01,1.183e-02,0.4472,0.1302,0.3062,0.4047,0.0,0,0.001,9.607e-04,2.580e-03,4.728e-03
damped,2000,1000,adverse,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4907,0.4907,0.002,0.0159,1.0,2000,2000,0,,False,0.962,0.000e+00,,,,,,,,,,
damped,2000,1000,adverse,128,sampled_pg_logbarrier_handoff,pg,100,0.4,0.309,0.498,0.8737,0.8791,0.8967,0.9378,1.0,2000,2000,0,,False,0.033,1.139e-02,,,,,,,,,,
damped,2000,1000,adverse,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5946,0.5947,0.5978,0.7492,1.0,2000,2000,0,,False,0.033,1.721e-02,,,,,,,,,,
damped,2000,1000,adverse,128,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.0145,0.0,800,790,100,800,False,0.999,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,1.041e-79,5.808e-04,2.338e-03
damped,2000,1000,adverse,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,2000,2000,0,,False,0.486,5.852e-03,0.4472,0.2224,0.4472,0.4472,0.0,0,0.001,7.266e-04,1.277e-03,2.027e-03
damped,2000,1000,adverse,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.621,0.6214,0.6307,0.7674,1.0,2000,2000,0,,False,0.001,1.534e-02,0.4472,0.1232,0.2344,0.3213,0.0,0,0.001,9.282e-04,1.345e-03,2.027e-03
damped,2000,1000,uniform,4,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9732,0.9735,0.9831,0.9861,1.0,2000,2000,0,,False,0.907,-1.002e-21,,,,,,,,,,
damped,2000,1000,uniform,4,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.9571,0.9572,0.9714,0.9775,1.0,2000,2000,0,,False,0.805,4.089e-22,,,,,,,,,,
damped,2000,1000,uniform,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.6191,0.62,0.6228,0.7714,1.0,2000,2000,0,,False,0.681,4.814e-19,,,,,,,,,,
damped,2000,1000,uniform,4,sampled_npg_reward_only,npg,100,0.37,0.282,0.468,0.6479,0.5,0.338,0.6086,0.0,830,10,81,830,False,0.994,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,1.548e-78,2.146e-03,5.196e-03
damped,2000,1000,uniform,4,sampled_npg_logbarrier_handoff,npg,100,0.95,0.888,0.978,0.965,1.0,1.0,1.0,0.95,2000,2000,0,,False,0.876,0.000e+00,0.4472,0.3796,0.4472,0.4472,0.0,0,0.001,4.310e-04,4.327e-03,2.448e-02
damped,2000,1000,uniform,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6708,0.6912,0.7563,0.8087,0.95,2000,2000,0,,False,0.749,1.603e-19,0.4472,0.2226,0.3806,0.4471,0.0,0,0.001,2.075e-03,4.414e-03,2.448e-02
damped,2000,1000,uniform,32,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9735,0.9735,0.9831,0.9861,1.0,2000,2000,0,,False,0.401,4.223e-05,,,,,,,,,,
damped,2000,1000,uniform,32,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.957,0.9571,0.9712,0.9774,1.0,2000,2000,0,,False,0.167,8.569e-03,,,,,,,,,,
damped,2000,1000,uniform,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.6161,0.6165,0.6208,0.7641,1.0,2000,2000,0,,False,0.004,1.592e-02,,,,,,,,,,
damped,2000,1000,uniform,32,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,0.0,1160,1150,100,1160,False,0.979,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,2.587e-80,1.180e-03,3.854e-03
damped,2000,1000,uniform,32,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,2000,2000,0,,False,0.494,1.404e-03,0.4472,0.2875,0.4472,0.4472,0.0,0,0.001,6.425e-04,2.434e-03,3.717e-03
damped,2000,1000,uniform,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6336,0.6358,0.6458,0.7802,1.0,2000,2000,0,,False,0.008,1.192e-02,0.4472,0.1299,0.305,0.3909,0.0,0,0.001,9.599e-04,2.583e-03,3.225e-03
damped,2000,1000,uniform,128,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9734,0.9734,0.983,0.9861,1.0,2000,2000,0,,False,0.058,2.765e-03,,,,,,,,,,
damped,2000,1000,uniform,128,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.957,0.957,0.9712,0.9774,1.0,2000,2000,0,,False,0.008,1.391e-02,,,,,,,,,,
damped,2000,1000,uniform,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.6158,0.6159,0.6203,0.7636,1.0,2000,2000,0,,False,0.0,1.833e-02,,,,,,,,,,
damped,2000,1000,uniform,128,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,0.0,1160,1160,100,1160,False,0.968,0.000e+00,0.4472,0.4472,0.4472,0.4472,0.0,0,0.001,2.144e-80,9.263e-04,1.531e-03
damped,2000,1000,uniform,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,1.0,1.0,1.0,1.0,1.0,2000,2000,0,,False,0.485,7.250e-03,0.4472,0.2211,0.4472,0.4472,0.0,0,0.001,7.293e-04,1.267e-03,2.027e-03
damped,2000,1000,uniform,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.621,0.6214,0.6307,0.7674,1.0,2000,2000,0,,False,0.0,1.540e-02,0.4472,0.123,0.2338,0.3249,0.0,0,0.001,9.272e-04,1.341e-03,2.027e-03
undamped,100,50,adverse,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.449,0.4491,0.0125,0.0159,1.0,100,100,0,,False,1.0,0.000e+00,,,,,,,,,,
undamped,100,50,adverse,4,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4113,0.4113,0.0323,0.0162,1.0,100,100,0,,False,0.998,0.000e+00,,,,,,,,,,
undamped,100,50,adverse,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3611,0.3613,0.0712,0.0171,1.0,100,100,0,,False,0.998,0.000e+00,,,,,,,,,,
undamped,100,50,adverse,4,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.0159,0.0,,,,,,,,,,,,,,,,,
undamped,100,50,adverse,4,sampled_npg_logbarrier_handoff,npg,100,0.28,0.201,0.375,0.687,0.5113,0.2171,0.8619,0.11,70,50,89,70,True,0.831,0.000e+00,0.4472,0.1997,435.3,3.989e+20,0.1914,0,0.001,1.817e-03,1.057e-01,inf
undamped,100,50,adverse,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.5398,0.5657,0.5077,0.7359,1.0,100,100,0,,False,0.783,0.000e+00,0.4472,0.1979,2.911,22.6,0.1542,0,0.001,1.773e-03,5.029e-02,7.424e+00
undamped,100,50,adverse,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4491,0.4491,0.0125,0.0159,1.0,100,100,0,,False,0.984,0.000e+00,,,,,,,,,,
undamped,100,50,adverse,32,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4114,0.4114,0.0323,0.0163,1.0,100,100,0,,False,0.922,0.000e+00,,,,,,,,,,
undamped,100,50,adverse,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3618,0.3617,0.0707,0.0173,1.0,100,100,0,,False,0.892,0.000e+00,,,,,,,,,,
undamped,100,50,adverse,32,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4981,0.5,0.0,0.0152,0.0,10,10,84,10,False,1.0,0.000e+00,0.4472,6.114,8.41e+21,5.117e+28,0.7738,0,0.001,3.739e-02,inf,inf
undamped,100,50,adverse,32,sampled_npg_logbarrier_handoff,npg,100,0.92,0.85,0.959,0.9795,0.9886,0.982,0.9985,0.0,70,60,100,70,True,0.168,8.874e-03,0.4472,0.1848,1.467e+06,4.494e+61,0.1174,0,0.001,1.202e-03,3.710e-02,inf
undamped,100,50,adverse,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6357,0.6373,0.645,0.7805,1.0,100,100,0,,False,0.027,1.092e-02,0.4472,0.1445,0.4956,0.8908,0.0167,0,0.001,1.109e-03,4.861e-03,9.474e-03
undamped,100,50,adverse,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4491,0.4491,0.0125,0.0159,1.0,100,100,0,,False,0.837,2.513e-23,,,,,,,,,,
undamped,100,50,adverse,128,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4115,0.4115,0.0322,0.0164,1.0,100,100,0,,False,0.568,1.480e-21,,,,,,,,,,
undamped,100,50,adverse,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3618,0.3618,0.0706,0.0173,1.0,100,100,0,,False,0.494,2.564e-06,,,,,,,,,,
undamped,100,50,adverse,128,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4908,0.4905,0.002,0.0148,0.0,10,10,100,10,False,0.96,0.000e+00,0.4472,0.3411,2.17,3.063,0.22,0,0.001,1.138e-03,2.631e-02,3.071e-02
undamped,100,50,adverse,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.9777,0.9765,0.9692,0.9948,0.0,70,70,100,70,True,0.074,1.248e-02,0.4472,0.1726,184.1,1.225e+77,0.0569,0,0.001,1.055e-03,1.322e-02,inf
undamped,100,50,adverse,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6208,0.6199,0.6269,0.7656,1.0,100,100,0,,False,0.006,1.481e-02,0.4472,0.1363,0.2931,0.3719,0.0,0,0.001,1.026e-03,1.808e-03,2.314e-03
undamped,100,50,uniform,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.356,0.3546,0.3385,0.4302,1.0,100,100,0,,False,0.708,3.863e-19,,,,,,,,,,
undamped,100,50,uniform,4,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.3544,0.3534,0.3386,0.4272,1.0,100,100,0,,False,0.71,3.094e-19,,,,,,,,,,
undamped,100,50,uniform,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3497,0.3488,0.3418,0.4196,1.0,100,100,0,,False,0.708,6.407e-19,,,,,,,,,,
undamped,100,50,uniform,4,sampled_npg_reward_only,npg,100,0.33,0.246,0.427,0.6724,0.5,0.3522,0.7852,0.01,40,10,80,40,False,0.874,0.000e+00,0.4472,0.2071,9.309e+33,1.172e+51,0.2096,0,0.001,1.565e-03,inf,inf
undamped,100,50,uniform,4,sampled_npg_logbarrier_handoff,npg,100,0.31,0.228,0.406,0.717,0.7945,0.6369,0.9663,0.12,70,50,83,70,True,0.812,0.000e+00,0.4472,0.1995,380.8,4.247e+26,0.139,0,0.001,1.719e-03,5.286e-02,inf
undamped,100,50,uniform,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.5356,0.5464,0.5296,0.7547,0.95,100,100,0,,False,0.772,0.000e+00,0.4472,0.1968,3.337,19.92,0.1088,0,0.001,1.753e-03,3.608e-02,1.185e+00
undamped,100,50,uniform,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.3551,0.3551,0.339,0.4315,1.0,100,100,0,,False,0.002,2.480e-02,,,,,,,,,,
undamped,100,50,uniform,32,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.3535,0.3535,0.3406,0.4288,1.0,100,100,0,,False,0.002,2.481e-02,,,,,,,,,,
undamped,100,50,uniform,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.349,0.3489,0.3434,0.4204,1.0,100,100,0,,False,0.002,2.482e-02,,,,,,,,,,
undamped,100,50,uniform,32,sampled_npg_reward_only,npg,100,0.97,0.915,0.99,0.9853,0.9896,0.9825,0.999,0.0,40,30,100,40,False,0.496,1.687e-07,0.4472,0.2546,1.841e+09,2.88e+43,0.2173,0,0.001,1.266e-03,inf,inf
undamped,100,50,uniform,32,sampled_npg_logbarrier_handoff,npg,100,0.86,0.779,0.915,0.9709,0.9847,0.9775,0.9982,0.0,70,60,100,70,True,0.14,9.543e-03,0.4472,0.1772,9.971e+08,1.548e+70,0.1063,0,0.001,1.176e-03,3.576e-02,inf
undamped,100,50,uniform,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6358,0.6373,0.6445,0.7801,1.0,100,100,0,,False,0.014,1.170e-02,0.4472,0.1419,0.4485,0.7308,0.0117,0,0.001,1.096e-03,4.792e-03,8.715e-03
undamped,100,50,uniform,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.3547,0.3547,0.3391,0.4308,1.0,100,100,0,,False,0.0,2.640e-02,,,,,,,,,,
undamped,100,50,uniform,128,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.3532,0.3531,0.3406,0.4284,1.0,100,100,0,,False,0.0,2.653e-02,,,,,,,,,,
undamped,100,50,uniform,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3487,0.3488,0.3434,0.4205,1.0,100,100,0,,False,0.0,2.660e-02,,,,,,,,,,
undamped,100,50,uniform,128,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,0.9832,0.9805,0.9724,0.9966,0.0,40,40,100,40,False,0.231,3.343e-03,0.4472,0.2328,1.972e+26,7.236e+59,0.1363,0,0.001,1.061e-03,inf,inf
undamped,100,50,uniform,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.9783,0.9767,0.9709,0.9945,0.0,70,70,100,70,True,0.064,1.417e-02,0.4472,0.1657,16.11,2.35e+62,0.0568,0,0.001,1.046e-03,1.272e-02,inf
undamped,100,50,uniform,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.621,0.6206,0.6274,0.7656,1.0,100,100,0,,False,0.0,1.568e-02,0.4472,0.131,0.283,0.6522,0.0008,0,0.001,1.027e-03,1.653e-03,4.107e-03
undamped,500,250,adverse,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4728,0.4728,0.0064,0.0158,1.0,500,500,0,,False,1.0,0.000e+00,,,,,,,,,,
undamped,500,250,adverse,4,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4148,0.4148,0.0653,0.0239,1.0,500,500,0,,False,0.982,0.000e+00,,,,,,,,,,
undamped,500,250,adverse,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3067,0.3069,0.2417,0.0534,1.0,500,500,0,,False,0.954,0.000e+00,,,,,,,,,,
undamped,500,250,adverse,4,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.0159,0.0,,,,,,,,,,,,,,,,,
undamped,500,250,adverse,4,sampled_npg_logbarrier_handoff,npg,100,0.56,0.462,0.653,0.8711,0.9547,0.9379,0.9943,0.01,260,250,99,260,True,0.778,4.091e-20,0.4472,0.2408,9.497,8.328e+42,0.1558,0,0.001,2.322e-03,5.029e-02,inf
undamped,500,250,adverse,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6722,0.6882,0.7423,0.8097,1.0,500,500,0,,False,0.764,1.252e-19,0.4472,0.2511,1.708,22.6,0.1421,0,0.001,2.542e-03,2.328e-02,7.424e+00
undamped,500,250,adverse,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4728,0.4728,0.0064,0.0159,1.0,500,500,0,,False,0.993,0.000e+00,,,,,,,,,,
undamped,500,250,adverse,32,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4156,0.4157,0.0641,0.0252,1.0,500,500,0,,False,0.631,4.132e-21,,,,,,,,,,
undamped,500,250,adverse,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3088,0.3088,0.2386,0.059,1.0,500,500,0,,False,0.45,3.477e-05,,,,,,,,,,
undamped,500,250,adverse,32,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4981,0.5,0.0,0.0152,0.0,10,10,84,10,False,1.0,0.000e+00,0.4472,6.114,8.41e+21,5.117e+28,0.7738,0,0.001,3.739e-02,inf,inf
undamped,500,250,adverse,32,sampled_npg_logbarrier_handoff,npg,100,0.89,0.814,0.937,0.9769,0.9917,0.9904,0.9982,0.0,270,260,100,270,True,0.059,1.031e-02,0.4472,0.1484,10.08,6.607e+36,0.0488,0,0.001,1.126e-03,2.402e-02,inf
undamped,500,250,adverse,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.64,0.6436,0.6559,0.7832,1.0,500,500,0,,False,0.015,1.147e-02,0.4472,0.1392,0.47,0.8908,0.0123,0,0.001,1.088e-03,4.667e-03,1.051e-02
undamped,500,250,adverse,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4728,0.4728,0.0064,0.0159,1.0,500,500,0,,False,0.901,0.000e+00,,,,,,,,,,
undamped,500,250,adverse,128,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4157,0.4157,0.064,0.0254,1.0,500,500,0,,False,0.178,5.180e-05,,,,,,,,,,
undamped,500,250,adverse,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3089,0.3089,0.2387,0.0601,1.0,500,500,0,,False,0.128,2.278e-04,,,,,,,,,,
undamped,500,250,adverse,128,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4908,0.4905,0.002,0.0148,0.0,10,10,100,10,False,0.96,0.000e+00,0.4472,0.3411,2.17,3.063,0.22,0,0.001,1.138e-03,2.631e-02,3.071e-02
undamped,500,250,adverse,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.978,0.9772,0.9712,0.9943,0.0,270,270,100,270,True,0.018,1.471e-02,0.4472,0.1388,0.676,1.518e+76,0.0161,0,0.001,1.033e-03,2.062e-03,inf
undamped,500,250,adverse,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6208,0.6219,0.6263,0.7692,1.0,500,500,0,,False,0.001,1.521e-02,0.4472,0.1305,0.2812,0.3888,0.0,0,0.001,1.023e-03,1.800e-03,2.662e-03
undamped,500,250,uniform,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.6946,0.7057,0.7312,0.8469,1.0,500,500,0,,False,0.72,2.063e-19,,,,,,,,,,
undamped,500,250,uniform,4,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.6676,0.674,0.6979,0.8226,1.0,500,500,0,,False,0.7,4.385e-19,,,,,,,,,,
undamped,500,250,uniform,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5116,0.5105,0.4948,0.6811,1.0,500,500,0,,False,0.694,6.409e-19,,,,,,,,,,
undamped,500,250,uniform,4,sampled_npg_reward_only,npg,100,0.31,0.228,0.406,0.6702,0.5,0.3522,0.7852,0.0,40,10,81,40,False,0.864,0.000e+00,0.4472,0.2177,9.309e+33,1.172e+51,0.2081,0,0.001,1.642e-03,inf,inf
undamped,500,250,uniform,4,sampled_npg_logbarrier_handoff,npg,100,0.54,0.443,0.634,0.8398,0.9667,0.9729,0.9923,0.0,260,250,95,260,True,0.768,6.149e-20,0.4472,0.2383,17.44,5.079e+53,0.1337,0,0.001,2.205e-03,4.383e-02,inf
undamped,500,250,uniform,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6551,0.6826,0.738,0.8051,0.94,500,420,1,420,False,0.758,1.391e-19,0.4472,0.2499,2.553,101.7,0.1259,0,0.001,2.520e-03,2.006e-02,1.058e+00
undamped,500,250,uniform,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.7048,0.7051,0.7266,0.8465,1.0,500,500,0,,False,0.006,1.769e-02,,,,,,,,,,
undamped,500,250,uniform,32,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.6664,0.6665,0.6871,0.8196,1.0,500,500,0,,False,0.005,1.944e-02,,,,,,,,,,
undamped,500,250,uniform,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5059,0.506,0.4925,0.6728,1.0,500,500,0,,False,0.002,2.100e-02,,,,,,,,,,
undamped,500,250,uniform,32,sampled_npg_reward_only,npg,100,0.97,0.915,0.99,0.9845,0.9879,0.9802,0.9989,0.0,40,30,100,40,False,0.489,3.597e-06,0.4472,0.2513,5.947e+07,2.013e+10,0.2105,0,0.001,1.264e-03,inf,inf
undamped,500,250,uniform,32,sampled_npg_logbarrier_handoff,npg,100,0.89,0.814,0.937,0.9769,0.9917,0.9904,0.9982,0.0,270,260,100,270,True,0.054,1.062e-02,0.4472,0.1468,10.08,6.607e+36,0.0467,0,0.001,1.119e-03,2.402e-02,inf
undamped,500,250,uniform,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.64,0.6436,0.6559,0.7832,1.0,500,500,0,,False,0.012,1.175e-02,0.4472,0.1382,0.4526,0.8507,0.0112,0,0.001,1.085e-03,4.640e-03,1.051e-02
undamped,500,250,uniform,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.7034,0.7051,0.7257,0.8464,1.0,500,500,0,,False,0.0,2.042e-02,,,,,,,,,,
undamped,500,250,uniform,128,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.6637,0.6647,0.6851,0.8185,1.0,500,500,0,,False,0.0,2.238e-02,,,,,,,,,,
undamped,500,250,uniform,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5049,0.5048,0.4911,0.6716,1.0,500,500,0,,False,0.0,2.345e-02,,,,,,,,,,
undamped,500,250,uniform,128,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,0.9809,0.9796,0.9705,0.9964,0.0,40,40,100,40,False,0.186,3.863e-03,0.4472,0.2272,9.287,1.448e+38,0.0929,0,0.001,1.058e-03,2.916e-02,inf
undamped,500,250,uniform,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.978,0.977,0.9712,0.9943,0.0,270,270,100,270,True,0.016,1.502e-02,0.4472,0.1372,0.676,1.518e+76,0.0165,0,0.001,1.032e-03,2.062e-03,inf
undamped,500,250,uniform,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6208,0.6219,0.6263,0.7692,1.0,500,500,0,,False,0.0,1.537e-02,0.4472,0.1298,0.2765,0.6522,0.0002,0,0.001,1.022e-03,1.742e-03,4.107e-03
