update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/true_clip_20pct_seed101_lr0p015/runs/beta_2e-5/checkpoints/update_0050.pt,4096,346334,16,torch.float64,torch.float64,14,1.472919236437825e-14,170.79541026434592,23174611858533.75,-163.80058749391063,-10.237536718369414,2.0351597058730304,1.7362523352372907,2,2,2,6.067871903224852e-13,1.707954102643459e-10,19.377919911233604,55.131887446164605,84.55419921875,30.675890390994027
100,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/true_clip_20pct_seed101_lr0p015/runs/beta_2e-5/checkpoints/update_0100.pt,4096,329460,16,torch.float64,torch.float64,16,2.1648840010509756e-11,159.68954018341347,7376355504770.222,-191.449047956406,-11.965565497275374,1.9293990537090757,1.2326750805972067,2,2,2,5.673312137709753e-13,1.5968954018341346e-10,28.02258037095634,55.8101296113228,80.4345703125,33.22317745001055
150,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/true_clip_20pct_seed101_lr0p015/runs/beta_2e-5/checkpoints/update_0150.pt,4096,307793,16,torch.float64,torch.float64,16,9.379974072350815e-11,150.64092867330675,1605984488990.7358,-164.59131042262484,-10.286956901414053,1.8876693684054229,1.1368835171112082,2,2,2,5.351840878848675e-13,1.5064092867330675e-10,36.65337134782388,55.193519096673676,75.144775390625,37.25874235201627
200,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/true_clip_20pct_seed101_lr0p015/runs/beta_2e-5/checkpoints/update_0200.pt,4096,272202,16,torch.float64,torch.float64,16,3.7553265931311005e-10,131.7363731313324,350798711814.55304,-127.95526867540266,-7.9972042922126665,2.297556389201056,1.908074206351526,2,2,3,4.680216148192514e-13,1.3173637313133242e-10,57.45637300047616,45.39506827727478,66.45556640625,32.80668942409102
250,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/true_clip_20pct_seed101_lr0p015/runs/beta_2e-5/checkpoints/update_0250.pt,4096,191316,16,torch.float64,torch.float64,16,3.6861211889630458e-09,304.322156372809,82558912410.15297,-94.07938958603538,-5.879961849127211,2.1563593260013794,1.1017311263013982,2,3,3,1.0811694877077435e-12,3.04322156372809e-10,81.84321648651473,15.222370261503062,46.7080078125,23.462195781059563
