environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_entropy_fixed,303,0,0,-500.0,-500.0,500.0,1.090776801109314,0.2916897237300873,0.21934522688388824,-1.1064531803131104,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,4,15747,-500.0,-500.0,500.0,1.0920835733413696,0.2950671315193176,0.21894969046115875,-1.1051521301269531,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,7,27747,-500.0,-500.0,500.0,1.0915002822875977,0.29327794909477234,0.2294522225856781,-1.1057195663452148,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,10,39695,-500.0,-500.0,500.0,1.0922226905822754,0.2946895658969879,0.23798461258411407,-1.105007290840149,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,13,51695,-500.0,-500.0,500.0,1.0911415815353394,0.29171597957611084,0.22658273577690125,-1.1060994863510132,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,16,63667,-500.0,-500.0,500.0,1.092089056968689,0.29440391063690186,0.21287472546100616,-1.1051510572433472,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,19,75667,-500.0,-483.8,500.0,1.0908430814743042,0.29152604937553406,0.22353562712669373,-1.1063934564590454,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,22,87622,-500.0,-500.0,500.0,1.0908002853393555,0.29131245613098145,0.21758674085140228,-1.1064434051513672,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,25,99617,-500.0,-500.0,500.0,1.091871976852417,0.2934211790561676,0.22959230840206146,-1.1053695678710938,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,28,111617,-500.0,-500.0,500.0,1.0905860662460327,0.2905864119529724,0.2174927294254303,-1.1066529750823975,0.0,False
Acrobot-v1,gpomdp_entropy_fixed,303,31,122880,-500.0,-490.4,500.0,1.090710997581482,0.29082414507865906,0.21508654952049255,-1.1065402030944824,0.0,False
