environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1019,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0829553604125977,0.25679028034210205,0.23114876449108124,-1.1149073839187622,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1019,50,199807,-500.0,-499.875,0.0,0.7071067811865476,500.0,0.0,0.03125,1.097479224205017,0.31745997071266174,0.2716411054134369,-1.099741816520691,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1019,100,399602,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0968598127365112,0.31251972913742065,0.2947317361831665,-1.1003592014312744,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1019,150,597544,-500.0,-491.0625,0.0,20.36907444015037,500.0,0.0,0.21875,1.0932400226593018,0.2927042543888092,0.2540445029735565,-1.104092001914978,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1019,200,742603,-86.4375,-249.5625,12.443258312007947,76.01100832837817,87.4375,1.0,0.9375,1.039684534072876,0.2372031807899475,0.15087498724460602,-1.1579535007476807,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1019,249,835541,-230.78125,-225.46875,188.83236026237154,39.49600582092386,231.46875,0.6875,1.0,1.0374424457550049,0.22774462401866913,0.14639019966125488,-1.160748839378357,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1019,250,837208,-195.09375,-220.34375,180.20407058790767,43.86681409713108,195.84375,0.75,1.0,1.0398746728897095,0.22999566793441772,0.14546307921409607,-1.1583566665649414,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,251,838995,-166.3125,-214.375,163.38287459118052,36.86396089547657,167.125,0.8125,1.0,1.0349493026733398,0.22507530450820923,0.14390160143375397,-1.1633899211883545,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,300,906589,-84.125,-128.78125,25.637359332590925,21.967328195857505,85.125,1.0,1.0,0.8575748801231384,0.13650788366794586,0.052556220442056656,-1.3766237497329712,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,350,956621,-82.46875,-113.71875,11.316514837374452,33.71726309541095,83.46875,1.0,1.0,0.7252252697944641,0.09614039957523346,0.028571370989084244,-1.579586386680603,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,400,1002141,-77.4375,-115.6875,9.99657199308359,54.48908591517174,78.4375,1.0,1.0,0.6150037050247192,0.07124272733926773,0.018400046974420547,-1.7748557329177856,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,450,1044095,-92.59375,-100.875,28.33880204971451,42.85741551372561,93.59375,1.0,1.0,0.5102320909500122,0.05188771337270737,0.011488763615489006,-1.9930499792099,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,500,1085740,-89.1875,-99.0,26.76955119100322,19.500206781368473,90.1875,1.0,1.0,0.5151018500328064,0.05348331481218338,0.010336047038435936,-2.000851631164551,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,550,1125490,-117.90625,-92.25,107.1954378467726,14.303169060082116,118.84375,0.9375,1.0,0.4402196705341339,0.04143582284450531,0.007783953100442886,-2.1706650257110596,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,600,1164126,-80.875,-95.78125,14.855758088603112,22.147211832090374,81.875,1.0,1.0,0.41029655933380127,0.03740648925304413,0.006475986912846565,-2.262667655944824,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,650,1201987,-80.28125,-89.84375,8.633148324916004,23.167147728431477,81.28125,1.0,1.0,0.36690014600753784,0.0327271968126297,0.0046075489372015,-2.408311367034912,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,700,1241061,-90.75,-84.09375,25.28929392246399,12.977298727318583,91.75,1.0,1.0,0.3543241620063782,0.032202914357185364,0.0037657595239579678,-2.4648447036743164,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,750,1277395,-84.40625,-97.09375,21.44890308496887,29.349242310382536,85.40625,1.0,1.0,0.3192517161369324,0.0268848929554224,0.0032969580497592688,-2.571037530899048,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,800,1314513,-81.78125,-83.9375,12.990652656876517,29.317986882436347,82.78125,1.0,1.0,0.31052687764167786,0.02697671391069889,0.0027936045080423355,-2.628377914428711,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,850,1351327,-93.375,-90.5,44.928437721882034,28.99833143141949,94.375,1.0,1.0,0.3121359348297119,0.02699800208210945,0.0026800690684467554,-2.627216100692749,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,900,1388234,-88.09375,-97.4375,24.648966967819263,27.25499362354273,89.09375,1.0,1.0,0.28626081347465515,0.023906875401735306,0.0021962830796837807,-2.735240936279297,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,950,1423752,-86.6875,-83.375,20.486718750480524,25.120034415427423,87.6875,1.0,1.0,0.2771838903427124,0.023791702464222908,0.0018893867963925004,-2.7874951362609863,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1019,1000,1458531,-81.71875,-80.6875,14.708422811875623,15.812280854021397,82.71875,1.0,1.0,0.26195162534713745,0.022831309586763382,0.0014258201699703932,-2.8859755992889404,0.0,False,0.0,False
