update,true_environment_steps,training_return,training_episode_length,beta
1,4000,-500.0,500.0,0.0
2,8000,-500.0,500.0,0.0
3,12000,-500.0,500.0,0.0
4,16000,-500.0,500.0,0.0
5,19940,-492.375,492.5,0.0
6,23807,-483.25,483.375,0.0
7,27632,-477.75,478.125,0.0
8,31311,-459.5,459.875,0.0
9,34619,-412.875,413.5,0.0
10,37725,-387.5,388.25,0.0
11,41099,-421.125,421.75,0.0
12,43993,-361.0,361.75,0.0
13,46621,-327.625,328.5,0.0
14,48926,-287.125,288.125,0.0
15,51888,-369.5,370.25,0.0
16,54777,-360.125,361.125,0.0
17,57414,-328.75,329.625,0.0
18,59911,-311.125,312.125,0.0
19,62531,-326.5,327.5,0.0
20,64935,-299.5,300.5,0.0
21,67371,-303.625,304.5,0.0
22,69864,-310.625,311.625,0.0
23,71910,-254.75,255.75,0.0
24,74421,-313.125,313.875,0.0
25,76687,-282.25,283.25,0.0
26,78880,-273.25,274.125,0.0
27,81084,-274.5,275.5,0.0
28,83278,-273.25,274.25,0.0
29,85371,-260.625,261.625,0.0
30,87459,-260.0,261.0,0.0
31,89411,-243.0,244.0,0.0
32,91132,-214.125,215.125,0.0
33,93018,-234.875,235.75,0.0
34,94549,-190.375,191.375,0.0
35,96300,-217.875,218.875,0.0
36,97763,-181.875,182.875,0.0
37,99203,-179.0,180.0,0.0
38,100567,-169.5,170.5,0.0
39,102046,-183.875,184.875,0.0
40,103476,-177.75,178.75,0.0
41,104821,-167.125,168.125,0.0
42,106173,-168.0,169.0,0.0
43,107490,-163.625,164.625,0.0
44,108962,-183.0,184.0,0.0
45,110300,-166.25,167.25,0.0
46,111775,-183.375,184.375,0.0
47,113449,-208.25,209.25,0.0
48,115305,-231.125,232.0,0.0
49,116683,-171.25,172.25,0.0
50,117934,-155.375,156.375,0.0
51,119251,-163.625,164.625,0.0
52,120448,-148.625,149.625,0.0
53,121944,-186.0,187.0,0.0
54,123408,-182.0,183.0,0.0
55,124696,-160.0,161.0,0.0
56,126097,-174.125,175.125,0.0
57,127565,-182.5,183.5,0.0
58,128753,-147.5,148.5,0.0
59,130032,-158.875,159.875,0.0
60,131157,-139.625,140.625,0.0
61,132591,-178.25,179.25,0.0
62,133911,-164.0,165.0,0.0
63,135128,-151.125,152.125,0.0
64,136462,-165.75,166.75,0.0
