update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/reward_only/seed_101/checkpoints/snapshot_iter_000050.pt,4096,370400,16,torch.float64,torch.float64,14,5.4724110967256735e-14,217.22540304324096,52266666214586.63,-144.6373833288456,-9.03983645805285,2.0255315530283053,1.6498349390551035,2,2,2,7.717396607746741e-13,2.1722540304324094e-10,13.512527117304646,49.942985382090185,90.4296875,36.66999379603658
100,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/reward_only/seed_101/checkpoints/snapshot_iter_000100.pt,4096,303186,16,torch.float64,torch.float64,16,2.6479416621634486e-10,351.5915544325476,1327791920254.3406,-115.32302828197152,-7.20768926762322,2.13541798373736,1.1737304017725154,2,2,3,1.2491041247832427e-12,3.5159155443254756e-10,50.237491592596214,49.96714615204246,74.02001953125,34.41037908394355
150,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/reward_only/seed_101/checkpoints/snapshot_iter_000150.pt,4096,179408,16,torch.float64,torch.float64,16,1.3603940823014563e-08,1012.2547278339501,74408933485.02818,-74.23944424374187,-4.639965265233867,1.6903686650788896,1.0118642098370636,2,3,3,3.596251218006153e-12,1.01225472783395e-09,87.88837754373782,5.4579160225550005,43.80078125,26.811517965979874
200,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/reward_only/seed_101/checkpoints/snapshot_iter_000200.pt,4096,163693,16,torch.float64,torch.float64,16,2.0356440045101598e-08,1453.2192322794253,71388672531.13423,-68.23425649001342,-4.264641030625839,1.5962956157526815,1.0073047401902875,2,3,3,5.162871844815077e-12,1.4532192322794254e-09,89.88511552695486,3.2535790983150084,39.964111328125,22.279884187038988
250,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/mountaincar_continuous/full_sweep_lr_0p015/runs/reward_only/seed_101/checkpoints/snapshot_iter_000250.pt,4096,144758,16,torch.float64,torch.float64,16,4.983957480894137e-08,1792.4872204675735,35965138694.281075,-64.23330029920612,-4.014581268700383,1.5245208436523237,1.0057838226699631,2,2,3,6.3681938672302375e-12,1.7924872204675735e-09,91.21219069342786,2.1846188794813584,35.34130859375,20.541638425085694
