environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_logbarrier_fixed,304,0,0,-500.0,-500.0,500.0,1.0885896682739258,0.2733095586299896,0.2267875075340271,-1.109065055847168,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,4,16000,-500.0,-500.0,500.0,1.088999629020691,0.27447474002838135,0.22829841077327728,-1.1086113452911377,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,7,28000,-500.0,-500.0,500.0,1.0887755155563354,0.27528151869773865,0.23020316660404205,-1.108858585357666,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,10,40000,-500.0,-500.0,500.0,1.089129090309143,0.276860773563385,0.2284626066684723,-1.1084593534469604,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,13,52000,-500.0,-500.0,500.0,1.089704990386963,0.27625706791877747,0.23005034029483795,-1.1078603267669678,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,16,64000,-500.0,-500.0,500.0,1.0896068811416626,0.2765774726867676,0.2341175526380539,-1.1079752445220947,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,19,76000,-500.0,-500.0,500.0,1.0894361734390259,0.2772270143032074,0.23117251694202423,-1.1081554889678955,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,22,88000,-500.0,-500.0,500.0,1.090017318725586,0.277308851480484,0.229171484708786,-1.1075412034988403,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,25,100000,-500.0,-500.0,500.0,1.0899419784545898,0.278213232755661,0.23184093832969666,-1.1076183319091797,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,28,112000,-500.0,-500.0,500.0,1.09030020236969,0.27930518984794617,0.23091594874858856,-1.1072312593460083,555.232544854984,True
Acrobot-v1,gpomdp_logbarrier_fixed,304,31,122880,-500.0,-500.0,500.0,1.090273141860962,0.2782508432865143,0.2321176379919052,-1.1072776317596436,555.232544854984,True
