update,checkpoint,trajectory_count,transition_count,parameter_count,fisher_dtype,score_dtype,numerical_rank,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,logdet_positive_spectrum,normalized_logdet_positive_spectrum,effective_rank,stable_rank,components_90,components_95,components_99,rank_tolerance,psd_tolerance,mean_return,std_return,mean_episode_length,elapsed_seconds
50,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/calibrated_beta_sweep_h400_fisher480_seed101/runs/beta_2e-8/checkpoints/update_0050.pt,4096,435081,452,torch.float64,torch.float64,450,8.502209846914678e-11,1063.7646321695597,8978384035377.14,-4755.548459825726,-10.521124911118862,5.425383894506274,1.7033287744120436,6,8,12,1.0676384526245663e-10,1.0676384526245663e-08,-95.49333112023555,64.4205289431063,106.220947265625,137.9889202900231
100,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/calibrated_beta_sweep_h400_fisher480_seed101/runs/beta_2e-8/checkpoints/update_0100.pt,4096,1443822,452,torch.float64,torch.float64,448,1.2243130186498176e-10,4382.403415872644,9149364486903.252,-4141.494442525827,-9.162598324172183,7.511010387829838,2.0017016014673645,8,12,18,4.398362438649961e-10,4.398362438649961e-08,89.02408769453615,60.953134270198966,352.49560546875,406.47685947001446
150,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/calibrated_beta_sweep_h400_fisher480_seed101/runs/beta_2e-8/checkpoints/update_0150.pt,4096,1632892,452,torch.float64,torch.float64,441,3.140529365683506e-11,9293.890664798419,9883739219513.963,-4498.229948172743,-9.951836168523768,6.145907410436863,2.0064176346377742,6,9,16,9.327735429584838e-10,9.327735429584838e-08,146.15691548241045,30.403476778414554,398.6552734375,213.5271426019026
200,/workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/lunar_lander_continuous/calibrated_beta_sweep_h400_fisher480_seed101/runs/beta_2e-8/checkpoints/update_0200.pt,4096,1624691,452,torch.float64,torch.float64,444,5.29219964719483e-11,11101.421130939898,9692883994530.129,-4293.746795429256,-9.499439812896584,6.350349591591081,2.0008719884320514,7,9,17,1.1141848224449266e-09,1.1141848224449266e-07,126.21870752601096,40.050032843613764,396.653076171875,192.29739969596267
