environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1120,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0698416233062744,0.24216347932815552,0.22447800636291504,-1.1277676820755005,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1120,50,199739,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0944910049438477,0.3020119071006775,0.25440967082977295,-1.102723479270935,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1120,100,399283,-500.0,-496.625,0.0,12.978269679389767,500.0,0.0,0.09375,1.0974884033203125,0.3157157301902771,0.277778297662735,-1.0997437238693237,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1120,150,595726,-355.25,-467.78125,164.8643626273311,63.291305204712984,355.71875,0.46875,0.375,1.0885154008865356,0.28949132561683655,0.19365504384040833,-1.1086195707321167,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1120,200,736409,-212.0625,-235.53125,185.04122252151834,64.06749685469073,212.78125,0.71875,1.0,1.0473082065582275,0.23821890354156494,0.15735676884651184,-1.1502214670181274,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1120,249,831512,-89.8125,-249.84375,24.188023562725576,58.043426109389245,90.8125,1.0,1.0,1.0480185747146606,0.24012087285518646,0.15641134977340698,-1.149446725845337,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1120,250,833878,-97.78125,-251.25,24.60230041040616,71.8434678378469,98.78125,1.0,0.96875,1.0464614629745483,0.23876117169857025,0.15553739666938782,-1.150956630706787,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1120,251,835790,-86.0625,-253.5625,10.622366846393266,69.57657072282585,87.0625,1.0,0.96875,1.0481661558151245,0.2395181953907013,0.15800951421260834,-1.1494590044021606,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1120,300,908832,-89.03125,-157.28125,25.71366446702182,89.94200080087454,90.03125,1.0,0.96875,0.8193627595901489,0.1315162479877472,0.05379375442862511,-1.4204174280166626,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1120,350,957232,-89.6875,-106.59375,22.952176789028936,41.84137431823565,90.6875,1.0,1.0,0.6298680901527405,0.07647939026355743,0.018601637333631516,-1.7616699934005737,0.0,False,0.0,False
