beta,seed,update,mean_batch_return,numerical_rank,effective_rank,components_90,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,log10_positive_condition_number,full_condition_number,log10_full_condition_number,trace,logdet_margin
5e-06,101,209,87.4886266981115,16,2.1329773262609018,2,1.0480440524343372e-06,433.7418424793542,413858407.45136935,8.616851782230647,413858407.45136935,8.616851782230647,564.7646551950372,-57.91342470992296
5e-06,101,210,86.58258293811147,16,2.013309157147578,2,6.981779520088623e-07,491.2279443546147,703585587.2291701,8.847316934465141,703585587.2291701,8.847316934465141,618.2364983199052,-57.889067773854975
5e-06,101,211,87.34508633960635,16,2.1172787265330353,2,9.9186836950703e-07,484.7749575868782,488749286.1858443,8.689086136121007,488749286.1858443,8.689086136121007,625.6099116092233,-56.87302344838956
5e-06,101,212,87.39087851411566,16,1.9503570861879844,2,8.44303336949543e-07,545.5702158552967,646177969.4326862,8.810352147248762,646177969.4326862,8.810352147248762,675.0071967481562,-57.69821172519657
5e-06,101,213,87.06422984641657,16,2.1452361654020664,2,8.572427650766367e-07,420.528454322888,490559350.8103777,8.69069155844406,490559350.8103777,8.69069155844406,548.7938358377779,-57.097025868226254
5e-06,101,214,84.68023367661607,16,1.966196114555211,2,7.753705654397127e-07,542.0600635678892,699098067.0777551,8.844538101358552,699098067.0777551,8.844538101358552,672.8945562554993,-56.39869126938438
5e-06,101,215,88.62585865080949,16,1.8479277921055715,2,8.334796955937251e-07,670.3931425274923,804330502.6764222,8.905434538791893,804330502.6764222,8.905434538791893,810.16642238729,-56.484435612055506
5e-06,101,216,87.44176990158948,16,2.010258423043749,2,1.0053614302201087e-06,541.4028593463911,538515645.2917227,8.731198325210901,538515645.2917227,8.731198325210901,677.863421410428,-55.59463288955382
5e-06,101,217,88.00182719893715,16,1.8262530849848853,2,9.293545683720903e-07,613.1475829621417,659756355.4630882,8.819383582490806,659756355.4630882,8.819383582490806,736.7385701070875,-57.38214620867414
5e-06,101,218,86.88710012377894,16,1.8841134235690893,2,1.1055981540205674e-06,605.8213003392802,547957952.1150414,8.738747233913136,547957952.1150414,8.738747233913136,733.5062117924193,-55.41909593950682
5e-06,101,219,88.31564644389599,16,2.007304154479369,2,1.0204033266442562e-06,529.7480472663367,519155547.0604841,8.715297498713651,519155547.0604841,8.715297498713651,667.1424350270306,-55.68111873898591
5e-06,101,220,87.89193883695248,16,1.901904468954962,2,1.0072019441759219e-06,573.343019410562,569243360.5056858,8.755297973828139,569243360.5056858,8.755297973828139,699.369164050684,-55.297143313219294
5e-06,101,221,87.74770855104165,16,1.9602975972913033,2,1.1669843383637765e-06,554.07112883021,474788830.16294,8.67650049323188,474788830.16294,8.67650049323188,683.4723636423063,-54.99510931670004
5e-06,101,222,88.22685567064946,16,1.9267048490947618,2,1.0071404906650767e-06,544.6543790507717,540792852.7340838,8.733030943217123,540792852.7340838,8.733030943217123,667.7691228074557,-55.70492877595365
5e-06,101,223,88.27989867836692,16,2.038685451160486,2,1.361285459976542e-06,523.3118506558693,384424770.58771133,8.584811363863729,384424770.58771133,8.584811363863729,662.885158261329,-55.078656564305476
5e-06,101,224,87.73751695003516,16,1.938451152140104,2,1.0326260367928407e-06,563.9250037802187,546107674.6928375,8.737278279910985,546107674.6928375,8.737278279910985,691.068017523718,-53.15493668331162
5e-06,101,225,89.05560224647252,16,1.9632611160026476,2,1.3063466337346276e-06,541.2673678123156,414336711.1261444,8.61735341443075,414336711.1261444,8.61735341443075,671.2244025902659,-53.37110859260723
5e-06,101,226,88.28895052417371,16,1.8110160887267288,2,1.2093732823602343e-06,626.9575131121976,518415217.4162606,8.714677741209206,518415217.4162606,8.714677741209206,743.7243560627112,-54.20382227797727
5e-06,101,227,88.17029109775777,16,1.8994670480072195,2,1.1361135697690352e-06,531.327716035377,467671305.20533484,8.66994072382493,467671305.20533484,8.66994072382493,644.141022312906,-54.27821216009136
5e-06,101,228,88.5465035683032,16,1.8903188377148066,2,1.2227495078585675e-06,632.9463799623862,517641901.21890247,8.714029423633646,517641901.21890247,8.714029423633646,764.6303863822499,-52.147352158851646
5e-06,101,229,88.09474037820992,16,1.8454824294272396,2,1.1564293966348444e-06,595.480997494599,514930698.9492147,8.711748784207918,514930698.9492147,8.711748784207918,711.8832573548882,-53.493036049881155
5e-06,101,230,88.58808322487542,16,1.8350853726616057,2,1.1114649907705498e-06,709.0280968550355,637922114.2750387,8.804767657709561,637922114.2750387,8.804767657709561,848.2547171567069,-53.046425025142206
5e-06,101,231,89.6745535489702,16,1.836993907667969,2,1.2463278304994746e-06,667.0328196097757,535198527.4552183,8.728514909843936,535198527.4552183,8.728514909843936,798.5587953648562,-52.59182028145036
5e-06,101,232,88.3711431392126,16,1.8136543887920495,2,1.2814530144713393e-06,685.3599127396737,534830309.81234807,8.728216011550392,534830309.81234807,8.728216011550392,813.1388005871452,-51.991108006291384
5e-06,101,233,88.17063496702427,16,1.9341014373103567,2,1.321248865383134e-06,569.036989774644,430681156.808135,8.634155870895945,430681156.808135,8.634155870895945,693.63585195573,-51.480150537871495
5e-06,101,234,88.44481819499791,16,1.828899626274899,2,1.2870768851675976e-06,642.4897372407386,499185203.8093873,8.698261704079878,499185203.8093873,8.698261704079878,765.9283312061209,-52.51409257790718
5e-06,101,235,89.03352927057038,16,1.8769661328770957,2,1.5829404125328339e-06,604.5164560082324,381894638.1190412,8.581943560830348,381894638.1190412,8.581943560830348,731.5647629766947,-52.25617116476546
5e-06,101,236,88.86357613795874,16,1.8305637402031498,2,1.379660698509045e-06,649.041213954305,470435386.508946,8.672499982259307,470435386.508946,8.672499982259307,774.9505975995594,-52.4762260429972
5e-06,101,237,89.34931719458046,16,1.8838715569158722,2,1.2225640063577402e-06,630.1411814634746,515425923.04904324,8.712166257354264,515425923.04904324,8.712166257354264,760.7954977402243,-51.24105872941992
5e-06,101,238,88.5670869855847,16,1.8138071614430336,2,1.5158618945933284e-06,716.9659633894823,472975780.9380307,8.674838902948675,472975780.9380307,8.674838902948675,849.2196023333368,-50.39721201082355
5e-06,101,239,89.36835623987518,16,1.7707687397724579,2,1.6815629855807669e-06,683.8922120456143,406700324.58487797,8.60927451901232,406700324.58487797,8.60927451901232,802.4277842773502,-50.81283895182466
5e-06,101,240,88.58820952863087,16,1.8097744270665432,2,1.6276274755569787e-06,688.906233016698,423257928.0962017,8.626605101680406,423257928.0962017,8.626605101680406,815.9165408879027,-50.12320990895189
5e-06,101,241,89.24688720570967,16,1.7743325827435013,2,1.3388482485092225e-06,702.6903837517552,524846923.1178255,8.720032655521884,524846923.1178255,8.720032655521884,825.6022686864214,-50.881355840560005
5e-06,101,242,90.21507181083487,16,1.851209739320304,2,1.694022155210554e-06,589.8248922438858,348180152.4435051,8.541804011095106,348180152.4435051,8.541804011095106,704.3999126849112,-51.62227287923213
5e-06,101,243,89.00435104754092,16,1.8531529577707981,2,1.4939219792426673e-06,625.803972007739,418900036.75090563,8.622110398462711,418900036.75090563,8.622110398462711,749.5453315199856,-50.46319229930621
5e-06,101,244,89.15088849783953,16,1.7524449437592553,2,1.5366148932541255e-06,691.3939590128143,449946152.4472362,8.653160542454629,449946152.4472362,8.653160542454629,807.7039242265514,-51.670188329299286
5e-06,101,245,88.92188602119123,16,1.9304636658171994,2,1.3672965008070285e-06,612.9616999138275,448301959.0498733,8.651570636708064,448301959.0498733,8.651570636708064,749.5022591054436,-50.71200803617849
5e-06,101,246,89.94188364266252,16,1.7018789089567876,2,1.51470004478614e-06,797.3357435373687,526398441.91061884,8.721314595137393,526398441.91061884,8.721314595137393,919.8210808983878,-50.741109429283156
5e-06,101,247,89.02834660172294,16,1.8887847771363278,2,1.6912135347183597e-06,565.2888591936734,334250434.7257437,8.52407198077731,334250434.7257437,8.52407198077731,680.8263647405885,-50.00192429466884
5e-06,101,248,89.24151755229131,16,1.8508001010998345,2,1.7713014673538171e-06,582.5236582635179,328867597.63924414,8.517021085827748,328867597.63924414,8.517021085827748,693.3039568408566,-50.41445569702659
5e-06,101,249,89.65045217870869,16,1.822048421662369,2,1.8842875863011092e-06,695.0398472629902,368860811.0120632,8.566862516800978,368860811.0120632,8.566862516800978,825.7838491032035,-49.03862563666371
5e-06,101,250,89.58644130415951,16,1.7987900810909105,2,1.7126399460552428e-06,671.6195538941528,392154553.8168179,8.593457262533748,392154553.8168179,8.593457262533748,790.8586156317245,-49.37206678022587
1e-05,101,1,6.385631634837499,15,1.9172844669462765,2,1.4828777703446805e-13,396.52413622405953,224910690461808.03,14.352010098824826,2674017671273684.0,15.427164272975064,600.6148443876033,-227.02207940433715
1e-05,101,2,-5.898185829634482,15,1.9604669973322308,2,1.4040242818856126e-13,323.67241459768593,203711607053286.56,14.309015774879308,2305319208318762.5,15.362731068907088,521.958391133636,-229.21700067922833
1e-05,101,3,5.599538530746259,15,1.947440283917204,2,1.5610951047155038e-13,324.2229049834548,203276071283645.28,14.308086258514559,2076893995786000.8,15.317414330805663,509.5584806308852,-228.56193160015033
1e-05,101,4,-3.345307357689326,15,1.9181722052063652,2,1.1349119712675174e-13,374.86157247263645,240144965110906.28,14.380473485634683,3303001307264168.5,15.518908745576821,569.9496183117375,-230.0452499659646
1e-05,101,5,-10.55024623280977,15,1.9595844230785369,2,1.464591614505622e-13,344.9897959691248,280186886185497.75,14.447447804787897,2355535785896038.5,15.372089706536096,557.1361776089408,-231.6164382852393
1e-05,101,6,-13.31500120607154,15,1.990883437800939,2,1.3941154597209545e-13,292.34643040059655,223942928905435.06,14.350137353961626,2097003001882731.2,15.321599052163089,496.41207000852353,-231.29048181755397
1e-05,101,7,-0.7439853245817618,14,1.950387425227695,2,1.3289211347959925e-13,343.3514393663647,260897826786704.53,14.416470461551455,2583685595602133.0,15.412239663965982,546.6325080603278,-233.89814314937377
1e-05,101,8,-4.309904565262945,13,1.9558338303877718,2,2.0030952791038628e-13,322.2560837229148,222794762840788.84,14.34790497781193,1608790590665684.8,15.206499517537765,512.903672054958,-232.78999553495345
1e-05,101,9,-10.87113841003729,13,1.9251257700242403,2,1.9063040352362222e-13,377.1670867743628,224633333031267.97,14.351474201068042,1978525354837355.0,15.29634162012916,578.1291491695758,-233.24274657159896
1e-05,101,10,-4.606487431393392,13,1.967634651850326,2,3.29719117334964e-13,337.97310886443097,181658055769571.88,14.259254661756662,1025033402964868.6,15.010738018061971,545.7137659467793,-231.89818220497673
1e-05,101,11,-1.490788614993558,13,1.9242883387956573,2,2.49381995009492e-13,353.7389072422561,195789502889051.5,14.291789403710387,1418462095584695.5,15.151817734986752,538.3657096692954,-232.3976610364195
1e-05,101,12,-5.0543624926556046,13,1.908706731312539,2,2.3054815697378123e-13,318.02518432349046,196826436433142.38,14.294083429593092,1379430607895327.8,15.139699858228656,474.11600746207137,-233.11031094282794
1e-05,101,13,-4.796647418784528,13,2.0127008483431026,2,1.5665614474900566e-13,281.6166256356294,174363424109633.28,14.241455389006564,1797673663467432.8,15.254710855907486,494.04404065809166,-234.44906061867698
1e-05,101,14,13.629706656474172,13,1.9785487136185134,2,9.297483176357793e-14,306.17129197016357,180045912483122.62,14.255383266189531,3293055616908397.5,15.51759906563825,498.9869767502852,-236.09024831452518
1e-05,101,15,4.186431219925225,13,1.9488707343248226,2,4.0543364906929174e-15,327.59414993912355,191044376348419.28,14.281134258162632,8.080092776984458e+16,16.907416347445512,512.6588136995628,-245.63965615772315
1e-05,101,16,-1.7256049015427468,13,1.9448272628963896,2,5.187968304011239e-16,323.8612327465927,101233465372835.19,14.005324103652237,6.242544552482893e+17,17.79536165055537,501.4874102547413,-251.127640277422
1e-05,101,17,1.0359664366932186,14,1.9900458560244847,2,1.2567836754495581e-14,317.6483281260096,249130686824607.72,14.396427225319616,2.527470194999033e+16,16.402686042908428,530.1212043555589,-246.09827728771586
1e-05,101,18,-5.763536788064117,14,2.0160491145191886,2,5.287967683523053e-14,272.4913044541736,126762369087553.2,14.102990347211518,5153044057043653.0,15.71206385556978,479.2243902811317,-237.28896543864747
1e-05,101,19,1.0447689434773308,14,2.036664730801875,2,7.146811145632499e-14,237.8447688899916,76340091333133.27,13.882752675202445,3327984524053659.5,15.522181298047254,439.41426053024236,-231.30789722754824
1e-05,101,20,-0.068861158461754,14,2.0298909722607394,2,7.151317308292624e-14,264.8868745314422,62305364238558.555,13.794525439258136,3704029105578646.0,15.568674390629372,480.9776144592041,-228.3495417737078
1e-05,101,21,0.5798099644481214,14,1.9675966168654002,2,7.112324453957021e-14,293.5060635195317,53494554835033.33,13.728309577807215,4126724890288664.5,15.615605517432781,463.0636624884181,-226.20043028461936
1e-05,101,22,13.089837388633885,14,2.0169873902961393,2,6.575454111116192e-14,281.2976771575383,57127259255806.484,13.756843388796558,4277996202300128.0,15.631240394700018,483.7581944496629,-226.78273269736917
1e-05,101,23,-6.87472555108827,14,2.012714197026165,2,9.546495840377784e-14,240.1614440100742,32760862959664.387,13.515355333066532,2515702599421761.0,15.400659298512418,403.5974738172372,-224.7991260825853
1e-05,101,24,6.354596493972483,14,2.0436818913371684,2,1.1553053700919836e-13,235.81560875517158,41026910812515.05,13.61306881729383,2041153922243054.5,15.309875755848001,449.35058944225983,-223.71539174581855
1e-05,101,25,15.480030380275373,14,2.0290732247249115,2,1.008446009589766e-13,270.8739199730884,30226229537928.53,13.480383976056446,2686052772257777.5,15.42911454089979,469.85805323640477,-221.51405065328944
1e-05,101,26,1.7630627978449116,14,2.013778386552005,2,1.1085092805856937e-13,248.86007261471823,35182364962068.87,13.546325029420906,2244997646598232.5,15.351215890074336,420.70728705468156,-221.23978879058959
1e-05,101,27,2.1319964350650173,14,2.043151391946112,2,7.718706136924334e-14,244.58302108634626,33368830270229.375,13.523340982918246,3168704919550222.0,15.500881798111779,439.55280973042323,-220.30514692528328
1e-05,101,28,5.4533352761105185,14,2.022903681645193,2,6.701562793338335e-14,269.2536592278115,26567595358264.37,13.424352248053623,4017774174935168.0,15.603985522921016,461.29864519444084,-218.2128192504375
1e-05,101,29,-5.046266358236412,14,2.0086648190576293,2,3.951080522280501e-14,233.40250470544134,28176212144803.145,13.449882608532718,5907308225921073.0,15.771389631654193,386.34848148386664,-220.03734201131437
1e-05,101,30,5.206988323587371,14,2.043544266865296,2,3.670885723745515e-14,227.4192927215658,20640694570121.67,13.314724307436558,6195215809919658.0,15.792056439594209,421.74964931195404,-218.5485442288243
1e-05,101,31,4.16581215196561,14,2.040505226627908,2,2.99346786875163e-14,229.2591830706228,25499787100943.758,13.406536554501747,7658648534825633.0,15.884152139652107,408.2864468701599,-217.97062250045389
1e-05,101,32,3.653401999480744,15,2.030092782323103,2,2.658192436734969e-14,225.3973825297776,190361507896951.94,14.27957913628606,8479347823539477.0,15.928362450425332,395.95704253784294,-217.76991319910692
1e-05,101,33,18.35603682038016,15,2.042519428794941,2,2.040014778996281e-14,193.68237763726307,93344088368718.2,13.970086818587813,9494165416417120.0,15.977456794141489,352.9160040772724,-216.02268834214615
1e-05,101,34,0.816726977416661,15,2.0470952809240837,2,2.3550874672312195e-14,206.32919350353598,91749236722122.94,13.962602459967734,8760999171980173.0,15.942553639288159,388.17999285497865,-214.41795969137013
1e-05,101,35,22.134540819012308,15,2.0384939741969954,2,1.812610941450709e-14,209.60441013689484,89223148564955.52,13.950477544844388,1.1563673447162334e+16,16.063095818894684,407.9470164393649,-214.3754567447481
1e-05,101,36,21.053441749318317,15,2.0226979965596854,2,2.649365488933602e-14,245.40718692415686,65176836368791.72,13.81409327633592,9262866446672704.0,15.966745402376842,431.2484760038368,-211.2535291879732
1e-05,101,37,3.420872503257115,15,2.0445706409105613,2,3.482686427617029e-14,215.40509193476902,60436850169896.055,13.781301821823842,6185026886906852.0,15.791341591889132,411.05307760413075,-210.29154576920087
1e-05,101,38,9.84055617320033,15,2.0339572989853467,2,3.972897109103122e-14,205.34601346115724,50133861374673.445,13.700131155822515,5168671823658528.0,15.713378958227123,379.9711924579573,-209.01904106478116
1e-05,101,39,10.11463701237482,15,2.056925261134943,2,4.9531952002388614e-14,177.9646307330999,37667386947749.11,13.575965493483457,3592925849651913.5,15.55544825438269,336.254824293841,-209.0674019445518
1e-05,101,40,32.97285166580196,15,2.042514752737661,2,7.051202585933406e-14,204.50811332297096,35712695752264.71,13.552822633898895,2900329565497785.5,15.462447349742037,390.91729881065714,-206.70744351162102
1e-05,101,41,17.049019451137916,15,2.0468894465260554,2,8.935866096269903e-14,202.90999146126137,28496469451140.727,13.454791056750013,2270736706159485.5,15.356166780326685,389.96370247015966,-206.2774204689091
1e-05,101,42,20.46499071365872,15,2.044463729537261,2,1.4754467562853793e-13,197.92084780869905,33760351456462.566,13.528406959126835,1341429956489852.5,15.12756800067242,363.74431930820106,-203.87347249479927
1e-05,101,43,14.528656861714992,15,2.044679343030579,2,2.0581373753415227e-13,198.93936343797733,34989185151372.777,13.543933828496536,966599051265787.2,14.98524636453529,376.55113909960346,-203.9714081084931
1e-05,101,44,31.56996099930274,15,2.039220407588759,2,2.4920918483361227e-13,189.0540932112483,28387490550376.8,13.45312700265994,758616073229695.4,14.880022040108154,354.6767913230548,-202.45285075893696
1e-05,101,45,8.498587321805473,15,2.009303914729317,2,4.48309930584049e-13,192.36638620889224,31372835838610.613,13.496553777014476,429092404797460.6,14.632550827318164,322.8387403148343,-200.57141389514834
1e-05,101,46,36.19570395131245,16,2.046499322077336,2,6.930652441258671e-13,158.30400027516657,228411396498216.38,14.35871776906948,228411396498216.38,14.35871776906948,294.1473552577404,-199.10397044549157
1e-05,101,47,11.722413674593902,16,2.017314674977941,2,8.143169329125604e-13,198.29049464669328,243505306880294.6,14.386508430535102,243505306880294.6,14.386508430535102,337.3438810984818,-198.83145157850961
1e-05,101,48,30.13901817755396,16,2.049887032201018,2,1.1209860921029283e-12,166.97824459215184,148956571155050.5,14.173059666687886,148956571155050.5,14.173059666687886,321.9127899574586,-197.7643216731945
1e-05,101,49,23.999951945381028,16,2.0314546430138343,2,1.3795930708698302e-12,187.11124781136382,135627854156581.56,14.132348890594715,135627854156581.56,14.132348890594715,330.718697109989,-195.65536189954275
1e-05,101,50,28.62941653604689,16,2.0434331478992798,2,1.5447006919984435e-12,184.52799979953815,119458740942756.11,14.07721793310907,119458740942756.11,14.07721793310907,343.99104666614284,-195.0695866748196
1e-05,101,51,10.160356865651393,16,2.0334437966315964,2,2.367166456984118e-12,174.73094475631834,73814388608283.1,13.868141026919153,73814388608283.1,13.868141026919153,309.6155817023279,-194.70778034602301
1e-05,101,52,18.89228405953118,16,2.036366920008263,2,1.789027617565004e-12,158.85605006851648,88794632631066.4,13.948386714774543,88794632631066.4,13.948386714774543,292.6868564115291,-196.30191784391468
1e-05,101,53,19.49856810913159,16,2.0229268328271437,2,2.0280619997991685e-12,167.03895416258075,82363830188190.5,13.915736534533144,82363830188190.5,13.915736534533144,283.85608473698323,-193.64915531056803
1e-05,101,54,19.57142092905662,16,1.9744376982795369,2,1.6263545395227234e-12,172.40873607996798,106009318319094.03,14.025344041837364,106009318319094.03,14.025344041837364,272.61976884123635,-193.19139458734594
1e-05,101,55,37.17088152268644,16,2.0486669678899836,2,1.2630279881107567e-12,170.8488522443372,135269252821462.6,14.131199091146867,135269252821462.6,14.131199091146867,319.22630222691447,-190.9276783440898
1e-05,101,56,9.283170216393424,16,2.0050297921996174,2,1.175717491134547e-12,184.3296116333254,156780530206666.0,14.195292128827898,156780530206666.0,14.195292128827898,306.399506805005,-191.60626819740784
1e-05,101,57,28.29833064353239,16,2.0505173631384066,2,1.2989583693707565e-12,158.90307120301216,122331150058325.77,14.087537058638016,122331150058325.77,14.087537058638016,292.4858589659938,-190.32079718673288
1e-05,101,58,11.286680397475493,16,2.0155303437968004,2,1.0198221323371155e-12,180.7864483136605,177272528788284.0,14.24864143994367,177272528788284.0,14.24864143994367,303.618376047604,-189.56710908818923
1e-05,101,59,29.83257236768758,16,1.9989705119030812,2,8.209350375449766e-13,178.4602911885866,217386617730771.78,14.337232805506645,217386617730771.78,14.337232805506645,288.3674653853997,-191.20104809757208
1e-05,101,60,6.307805075881175,16,1.976942307758787,2,1.2383397159373997e-12,200.70147300566578,162073032482640.3,14.209710758103917,162073032482640.3,14.209710758103917,311.654246680357,-186.9759281806537
1e-05,101,61,25.75355874819671,16,2.041542772090664,2,1.1134179549172391e-12,171.6877404662075,154198825075502.88,14.188081064602294,154198825075502.88,14.188081064602294,303.36700524022297,-185.39720190106726
1e-05,101,62,31.90561581124183,16,2.0112727109565536,2,7.97550929529287e-13,170.4722888701591,213744705897053.5,14.329895366777194,213744705897053.5,14.329895366777194,283.87937575726494,-187.86822314043698
1e-05,101,63,21.920905384983104,16,2.026239372798071,2,1.14187784737688e-12,156.20900264658857,136800099069643.61,14.136086411897137,136800099069643.61,14.136086411897137,262.7826056673184,-186.71304492095217
1e-05,101,64,30.55579158306688,16,2.00161776046765,2,1.324439109875205e-12,184.7141776123776,139465964297733.75,14.144468233980952,139465964297733.75,14.144468233980952,302.8441769911941,-185.3522250912511
1e-05,101,65,34.52462143295169,16,2.010425305467604,2,1.597581588266518e-12,169.0031065040225,105786839148166.5,14.02443164084798,105786839148166.5,14.02443164084798,279.6219443296952,-182.81936858001063
1e-05,101,66,34.571493377532846,16,2.0357356235156248,2,1.6683320338976038e-12,156.8668876998806,94026179748766.08,13.973248791232058,94026179748766.08,13.973248791232058,268.85058010173395,-183.88564814102756
1e-05,101,67,10.35484136051944,16,2.022102014455203,2,2.548013646984639e-12,165.67436640596122,65020988644241.75,13.813053568658638,65020988644241.75,13.813053568658638,274.39751814604176,-180.93651051625721
1e-05,101,68,27.266318346463414,16,1.9930560421630854,2,2.6684386961510437e-12,176.70455637567025,66220204582758.05,13.820990518140992,66220204582758.05,13.820990518140992,282.11846271063774,-180.63604480104794
1e-05,101,69,24.542144887831622,16,2.028960058940995,2,2.6233025844177803e-12,154.07466114613385,58733087849387.16,13.768882834159783,58733087849387.16,13.768882834159783,256.3772721218767,-181.08868881047212
1e-05,101,70,14.54278722436516,16,2.016567881871166,2,3.310252504534285e-12,155.1727203269206,46876399946641.43,13.670954250976257,46876399946641.43,13.670954250976257,255.3426773773801,-179.8775452933664
1e-05,101,71,25.03002626758723,16,2.007854819217023,2,3.5808399932014707e-12,165.00169016066135,46079045831126.52,13.663503477477505,46079045831126.52,13.663503477477505,269.07457638864514,-178.33224942014306
1e-05,101,72,38.82483363934632,16,1.9801378358211446,2,4.584896899158642e-12,179.2447200425034,39094602121891.98,13.592116797536326,39094602121891.98,13.592116797536326,285.7759242254137,-179.07389558887797
1e-05,101,73,18.010958631801135,16,2.041678510069487,2,5.7600362079891894e-12,155.59533855867213,27012909804778.81,13.431571368493023,27012909804778.81,13.431571368493023,262.32618253243743,-174.98830020385466
1e-05,101,74,37.40694872627988,16,2.043959192447437,2,7.523464979452351e-12,148.2821744185656,19709292835620.984,13.294671042184202,19709292835620.984,13.294671042184202,252.16379132109046,-175.40783944499384
1e-05,101,75,31.563175409734797,16,1.958503531183969,2,9.64867930859274e-12,172.19435289538453,17846416839871.02,13.251551032611742,17846416839871.02,13.251551032611742,258.61449611234076,-175.34178874542675
1e-05,101,76,30.91004019296707,16,2.00580811598768,2,1.1190806773078167e-11,168.7153087304925,15076241789499.266,13.178293093954224,15076241789499.266,13.178293093954224,269.187051143276,-172.69233548199793
1e-05,101,77,49.392701267982375,16,1.970822989805202,2,1.733495679845744e-11,170.70217610113895,9847280156840.598,12.993316293849112,9847280156840.598,12.993316293849112,259.0586893394378,-170.94621014261725
1e-05,101,78,29.08201511023622,16,2.021711964061881,2,1.985929309428605e-11,162.3499903523845,8175013560734.251,12.912488481741764,8175013560734.251,12.912488481741764,264.5799804875668,-170.4310060067021
1e-05,101,79,31.441053238322837,16,1.9806145095600267,2,1.9660995087573116e-11,174.84575021133145,8893026493956.252,12.94904958616047,8893026493956.252,12.94904958616047,269.10616737020996,-170.76535361280426
1e-05,101,80,15.921244280101643,16,2.0362574104654816,2,2.437045450841052e-11,156.94248455935386,6439866950581.132,12.808876894809295,6439866950581.132,12.808876894809295,260.1447354237903,-167.89785502329227
1e-05,101,81,17.739626686800243,16,2.0338158352523776,2,2.950861797355626e-11,147.8746320551305,5011235435954.551,12.699944807079728,5011235435954.551,12.699944807079728,244.38419393383646,-167.02897382053658
1e-05,101,82,-4.839980702531514,16,2.022484789141416,2,3.748429587538853e-11,142.52621008030073,3802291246289.108,12.580045379707705,3802291246289.108,12.580045379707705,229.02019256780954,-167.76568296043214
1e-05,101,83,13.036893095680973,16,1.9577256897168887,2,4.234600360095293e-11,164.67267083412742,3888741718956.962,12.58980909929127,3888741718956.962,12.58980909929127,245.90272864876192,-166.8141762175154
1e-05,101,84,26.168896507620868,16,1.9899986417073865,2,4.369041336723542e-11,152.5600176449678,3491841937100.474,12.543054576557385,3491841937100.474,12.543054576557385,233.52772380898324,-165.53783400940114
1e-05,101,85,19.32847719883841,16,1.9828903182929745,2,6.112369661071698e-11,138.62703415461266,2267975299947.8574,12.355638320434819,2267975299947.8574,12.355638320434819,209.60330365450278,-163.46029337024808
1e-05,101,86,26.450574839256966,16,1.972924112938561,2,6.679365404908522e-11,175.48293900394978,2627239690689.6445,12.419499696537583,2627239690689.6445,12.419499696537583,265.3886898049931,-162.83460295848823
1e-05,101,87,20.06636013842924,16,1.977992111947184,2,8.610716677156994e-11,149.6313007126746,1737733412012.326,12.239983151530174,1737733412012.326,12.239983151530174,225.77803223112352,-160.9509468415678
1e-05,101,88,33.66977506164131,16,1.9924068776350778,2,9.137652523940353e-11,159.46681196601523,1745161698239.4258,12.241835672784985,1745161698239.4258,12.241835672784985,245.53139968143992,-160.10674592376117
1e-05,101,89,39.548532140175055,16,1.974015776474442,2,9.593280370570893e-11,168.34149860169785,1754785559255.7847,12.2442240517864,1754785559255.7847,12.2442240517864,252.51271839627015,-158.9379327029906
1e-05,101,90,26.91494634682236,16,1.9873284203092134,2,1.1631305763624609e-10,162.42454703210842,1396442930251.8208,12.145023191678149,1396442930251.8208,12.145023191678149,247.31378042481373,-157.97218321489547
1e-05,101,91,49.573766261621046,16,1.988522471085817,2,1.3018098280880195e-10,156.23490403239657,1200136154002.3113,12.079230519028958,1200136154002.3113,12.079230519028958,237.42688972480354,-156.83127981299185
1e-05,101,92,17.484907868925383,16,1.9306353666927925,2,1.360857938135399e-10,171.61919168550972,1261110266371.0547,12.100753061182802,1261110266371.0547,12.100753061182802,245.24230765528506,-156.25364623596886
1e-05,101,93,32.070555912057564,16,1.9429080578204616,2,1.4274879397052452e-10,179.02818718222244,1254148509438.1187,12.098348966327753,1254148509438.1187,12.098348966327753,259.5995997216874,-154.0172770596754
1e-05,101,94,45.11965833813426,16,1.9411303744385717,2,1.123315793507632e-10,179.3936871517535,1597001379207.7488,12.203305291205519,1597001379207.7488,12.203305291205519,257.65281395212,-153.7240415791541
1e-05,101,95,19.957884761199608,16,2.030641741505355,2,1.1247286792839449e-10,163.16798583231963,1450731975076.8694,12.16158718328738,1450731975076.8694,12.16158718328738,256.29582630935175,-151.88258975087348
1e-05,101,96,30.73304248831865,16,2.049728878480265,2,1.2584397781980836e-10,141.03707609076284,1120729641053.6938,12.049500858304418,1120729641053.6938,12.049500858304418,224.50688696718117,-152.2268750246177
1e-05,101,97,25.974151066193038,16,2.053791626330253,2,1.5983704340315787e-10,146.83368507368743,918646153278.2986,11.963148260819075,918646153278.2986,11.963148260819075,235.07319597441415,-149.44799244714707
1e-05,101,98,45.5548075609018,16,2.0171458382734544,2,1.0803149512544218e-10,165.1138790434655,1528386502952.1377,12.184233193816626,1528386502952.1377,12.184233193816626,254.95777213741323,-149.13970177515768
