beta,seed,update,mean_batch_return,numerical_rank,effective_rank,components_90,minimum_eigenvalue,maximum_eigenvalue,positive_condition_number,log10_positive_condition_number,full_condition_number,log10_full_condition_number,trace,logdet_margin
2e-06,101,32,-5.42205131101556,15,2.059803750726728,2,1.8732861110846459e-13,238.4480856462793,78651107571412.72,13.895704842773242,1272886636138118.8,15.104789726912125,427.53960646977197,-202.49470963738773
2e-06,101,33,24.782017000251965,15,2.0283118406918437,2,2.566125562461665e-13,228.03908063584092,59936002195740.16,13.777687771605411,888651295835597.2,14.948731378514763,376.5867955458467,-201.81113593885797
2e-06,101,34,23.928922492332404,15,2.0470123692662803,2,3.707203396708384e-13,223.24958721186118,37883247361506.62,13.578447199759305,602204851803070.5,14.779744250185065,377.0059260222771,-199.84709716191117
2e-06,101,35,23.88321732839664,15,2.0672643020367865,2,3.4428831638406123e-13,222.08287951838736,41317352217679.42,13.616132482399955,645049131643052.9,14.809592794928028,396.2682479539223,-200.46013288157022
2e-06,101,36,16.58897733388774,15,2.065278667673156,2,5.678529269883421e-13,245.24045042198932,31019632515850.504,13.491636648497455,431873181886450.06,14.635356236415305,418.12256105445823,-195.95431940978708
2e-06,101,37,25.903818365607048,15,2.1023198784844532,2,5.030679206150265e-13,229.17608774093824,37790801598807.43,13.577386104043148,455556950363200.75,14.658542676989441,441.3855739155403,-196.91547883647357
2e-06,101,38,5.395507373353611,15,2.1025316633676376,2,6.654568210562874e-13,224.92350659027798,32450871740005.957,13.511226367909549,337998649158414.56,14.5289149645847,418.4702751721418,-195.31268517299162
2e-06,101,39,21.33172213403798,15,2.099222795107861,2,5.212216970868742e-13,201.2577389366856,37121068367289.25,13.569620466990289,386126939959564.1,14.586730103275496,372.7421273949537,-195.29084453963088
2e-06,101,40,17.794344118313838,15,2.09114674006402,2,6.966387213194733e-13,208.6196595869584,41741169466484.88,13.620564612571464,299466069287421.9,14.476347622197691,383.3246965337805,-193.3339406005154
2e-06,101,41,8.06550086348481,15,2.129841526398786,2,5.784449511188137e-13,179.33316347103488,44986585262111.57,13.653083028993422,310026326833993.75,14.491398574844776,359.7259184765412,-192.39418304138056
