update,environment_steps,training_return,training_episode_length,beta,barrier_active
1,3945,-493.0,493.125,0.0,False
2,7903,-494.625,494.75,0.0,False
3,11897,-499.125,499.25,0.0,False
4,15897,-500.0,500.0,0.0,False
5,19897,-500.0,500.0,0.0,False
6,23889,-498.875,499.0,0.0,False
7,27856,-495.625,495.875,0.0,False
8,31719,-482.75,482.875,0.0,False
9,35719,-500.0,500.0,0.0,False
10,39719,-500.0,500.0,0.0,False
11,43668,-493.375,493.625,0.0,False
12,47668,-500.0,500.0,0.0,False
13,51200,-441.5,441.5,0.0,False
