environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1196,0,0,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0533924102783203,0.21293051540851593,0.13523438572883606,-1.1487642526626587,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1196,50,200000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.092009425163269,0.2921992540359497,0.16563287377357483,-1.1055396795272827,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1196,100,400000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.092837929725647,0.2972412705421448,0.17556023597717285,-1.1046733856201172,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1196,150,600000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0948748588562012,0.303385853767395,0.22631894052028656,-1.1023945808410645,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1196,200,800000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0952479839324951,0.3072410225868225,0.2257028967142105,-1.1019783020019531,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1196,249,996000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.094307541847229,0.296159029006958,0.2229885309934616,-1.102992057800293,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1196,250,1000000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0943773984909058,0.29662805795669556,0.21740306913852692,-1.1029161214828491,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,251,1004000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0943288803100586,0.29640907049179077,0.2179911881685257,-1.1029680967330933,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,300,1200000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0960447788238525,0.3098423480987549,0.21547283232212067,-1.1012346744537354,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,350,1400000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0896416902542114,0.28833457827568054,0.19135180115699768,-1.1077228784561157,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,400,1600000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0744733810424805,0.265267014503479,0.19300474226474762,-1.1223219633102417,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,450,1800000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0924943685531616,0.2925871014595032,0.21033881604671478,-1.1047903299331665,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,500,2000000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0969178676605225,0.31479084491729736,0.2242671251296997,-1.1003239154815674,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,550,2200000,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.093787670135498,0.29558658599853516,0.22860896587371826,-1.1034998893737793,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,600,2398292,-500.0,-491.65625,0.0,27.578169691775905,500.0,0.0,0.125,1.0657904148101807,0.2373812049627304,0.18469949066638947,-1.1321051120758057,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,650,2548514,-500.0,-193.5,0.0,61.00925366088381,500.0,0.0,1.0,0.9241163730621338,0.16850164532661438,0.07359550148248672,-1.2881122827529907,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,700,2612223,-193.6875,-130.09375,168.15036233930246,26.020289075035024,194.46875,0.78125,1.0,0.8004385828971863,0.11224817484617233,0.029776595532894135,-1.474195122718811,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,750,2662368,-85.21875,-118.1875,12.714569684344985,31.368195830768133,86.21875,1.0,1.0,0.7284560799598694,0.09079258143901825,0.019194751977920532,-1.5953396558761597,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,800,2710587,-84.84375,-102.4375,20.098321828515452,16.05622680939824,85.84375,1.0,1.0,0.6622121930122375,0.07672838866710663,0.012067134492099285,-1.7214133739471436,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,850,2755360,-100.78125,-98.15625,76.65580144490886,11.07775852196498,101.75,0.96875,1.0,0.5965627431869507,0.06510788947343826,0.008790504187345505,-1.8482115268707275,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,900,2799838,-82.15625,-95.4375,17.296483653453773,15.852012185289936,83.15625,1.0,1.0,0.5568780899047852,0.05646809935569763,0.00660873856395483,-1.9316811561584473,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,950,2842567,-118.46875,-99.75,91.07989558092531,19.515089281820345,119.4375,0.96875,1.0,0.5074853897094727,0.04812979698181152,0.00514996936544776,-2.052154302597046,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1196,1000,2882612,-83.71875,-94.4375,18.427249063941048,22.920532420770964,84.71875,1.0,1.0,0.438799113035202,0.038688335567712784,0.0034289280883967876,-2.2422573566436768,0.0,False,0.0,False
