update,environment_steps,training_return,training_episode_length,beta,barrier_active
1,4000,-500.0,500.0,0.0,False
2,7253,-406.0,406.625,0.0,False
3,10956,-462.75,462.875,0.0,False
4,12370,-175.75,176.75,0.0,False
5,14418,-255.375,256.0,0.0,False
6,15836,-176.25,177.25,0.0,False
7,18440,-324.75,325.5,0.0,False
8,21320,-359.125,360.0,0.0,False
9,25320,-500.0,500.0,0.0,False
10,29320,-500.0,500.0,0.0,False
11,33320,-500.0,500.0,0.0,False
12,37320,-500.0,500.0,0.0,False
13,41320,-500.0,500.0,0.0,False
14,45320,-500.0,500.0,0.0,False
15,49320,-500.0,500.0,0.0,False
16,53320,-500.0,500.0,0.0,False
17,57320,-500.0,500.0,0.0,False
18,61320,-500.0,500.0,0.0,False
19,65320,-500.0,500.0,0.0,False
20,69320,-500.0,500.0,0.0,False
21,73320,-500.0,500.0,0.0,False
22,77320,-500.0,500.0,0.0,False
23,81320,-500.0,500.0,0.0,False
24,85320,-500.0,500.0,0.0,False
25,89320,-500.0,500.0,0.0,False
26,93320,-500.0,500.0,0.0,False
27,97320,-500.0,500.0,0.0,False
28,101320,-500.0,500.0,0.0,False
29,105320,-500.0,500.0,0.0,False
30,109320,-500.0,500.0,0.0,False
31,113320,-500.0,500.0,0.0,False
32,117320,-500.0,500.0,0.0,False
33,121320,-500.0,500.0,0.0,False
34,122880,-104.0,104.0,0.0,False
