update,true_environment_steps,training_return,training_episode_length,beta
1,3801,-474.875,475.125,0.0
2,7490,-460.875,461.125,0.0
3,11190,-462.0,462.5,0.0
4,14747,-444.25,444.625,0.0
5,18546,-474.625,474.875,0.0
6,22293,-468.0,468.375,0.0
7,25707,-426.25,426.75,0.0
8,28999,-410.75,411.5,0.0
9,32829,-478.375,478.75,0.0
10,36514,-460.25,460.625,0.0
11,40258,-467.625,468.0,0.0
12,44032,-471.5,471.75,0.0
13,47862,-478.375,478.75,0.0
14,51306,-430.0,430.5,0.0
15,55078,-471.0,471.5,0.0
16,58303,-402.25,403.125,0.0
17,62007,-462.375,463.0,0.0
18,65076,-382.75,383.625,0.0
19,68419,-417.25,417.875,0.0
20,71293,-358.25,359.25,0.0
21,74401,-387.625,388.5,0.0
22,77581,-396.625,397.5,0.0
23,80161,-321.5,322.5,0.0
24,83039,-358.875,359.75,0.0
25,85966,-365.125,365.875,0.0
26,88689,-339.375,340.375,0.0
27,90988,-286.375,287.375,0.0
28,93652,-332.0,333.0,0.0
29,96288,-328.625,329.5,0.0
30,98632,-292.0,293.0,0.0
31,101071,-303.875,304.875,0.0
32,104002,-365.625,366.375,0.0
33,106386,-297.0,298.0,0.0
34,108433,-254.875,255.875,0.0
35,110600,-269.875,270.875,0.0
36,112649,-255.125,256.125,0.0
37,114561,-238.0,239.0,0.0
38,116186,-202.125,203.125,0.0
39,118131,-242.125,243.125,0.0
40,119977,-229.75,230.75,0.0
41,122086,-262.625,263.625,0.0
42,123727,-204.125,205.125,0.0
43,125226,-186.375,187.375,0.0
44,126968,-216.75,217.75,0.0
45,128705,-216.125,217.125,0.0
46,130609,-237.125,238.0,0.0
47,132512,-236.875,237.875,0.0
48,134188,-208.5,209.5,0.0
49,135749,-194.125,195.125,0.0
50,137234,-184.625,185.625,0.0
51,138677,-179.375,180.375,0.0
52,140068,-172.875,173.875,0.0
53,141628,-194.0,195.0,0.0
54,143179,-192.875,193.875,0.0
55,144611,-178.0,179.0,0.0
56,146235,-202.0,203.0,0.0
57,147495,-156.5,157.5,0.0
58,148866,-170.375,171.375,0.0
59,150033,-144.875,145.875,0.0
60,151245,-150.5,151.5,0.0
61,152445,-149.0,150.0,0.0
62,153854,-175.125,176.125,0.0
63,154983,-140.125,141.125,0.0
64,156300,-163.625,164.625,0.0
65,157556,-156.0,157.0,0.0
66,158759,-149.375,150.375,0.0
67,159846,-134.875,135.875,0.0
68,161079,-153.125,154.125,0.0
69,162176,-136.125,137.125,0.0
70,163211,-128.375,129.375,0.0
71,164389,-146.25,147.25,0.0
72,165434,-129.625,130.625,0.0
73,166425,-122.875,123.875,0.0
74,167528,-136.875,137.875,0.0
75,168393,-107.125,108.125,0.0
76,169444,-130.375,131.375,0.0
77,170477,-128.125,129.125,0.0
78,171892,-176.0,176.875,0.0
79,172923,-127.875,128.875,0.0
80,174001,-133.75,134.75,0.0
81,175049,-130.0,131.0,0.0
82,176062,-125.625,126.625,0.0
83,177048,-122.25,123.25,0.0
84,178109,-131.625,132.625,0.0
85,178996,-109.875,110.875,0.0
86,180129,-140.625,141.625,0.0
87,181582,-180.75,181.625,0.0
88,182482,-111.5,112.5,0.0
89,183547,-132.125,133.125,0.0
90,184484,-116.125,117.125,0.0
91,185626,-141.75,142.75,0.0
92,186586,-119.0,120.0,0.0
93,187690,-137.0,138.0,0.0
94,188602,-113.0,114.0,0.0
95,189620,-126.25,127.25,0.0
96,190620,-124.0,125.0,0.0
97,191535,-113.375,114.375,0.0
98,192674,-141.375,142.375,0.0
99,193633,-118.875,119.875,0.0
100,194550,-113.625,114.625,0.0
101,195516,-119.75,120.75,0.0
102,196430,-113.25,114.25,0.0
103,197367,-116.125,117.125,0.0
104,198280,-113.125,114.125,0.0
105,199160,-109.0,110.0,0.0
106,200429,-157.75,158.625,0.0
107,201359,-115.25,116.25,0.0
108,202310,-117.875,118.875,0.0
109,203375,-132.125,133.125,0.0
110,204264,-110.125,111.125,0.0
111,205132,-107.5,108.5,0.0
112,206031,-111.375,112.375,0.0
113,206958,-114.875,115.875,0.0
114,207865,-112.375,113.375,0.0
115,208751,-109.75,110.75,0.0
116,209766,-125.875,126.875,0.0
117,210808,-129.25,130.25,0.0
118,211792,-122.0,123.0,0.0
119,212844,-130.5,131.5,0.0
120,213667,-101.875,102.875,0.0
121,214614,-117.375,118.375,0.0
122,215407,-98.125,99.125,0.0
123,216333,-114.75,115.75,0.0
124,217270,-116.125,117.125,0.0
125,218096,-102.25,103.25,0.0
126,219245,-142.625,143.625,0.0
127,220499,-155.75,156.75,0.0
128,221379,-109.0,110.0,0.0
129,222318,-116.375,117.375,0.0
130,223141,-101.875,102.875,0.0
131,224005,-107.0,108.0,0.0
132,224886,-109.125,110.125,0.0
133,225894,-125.0,126.0,0.0
134,226803,-112.625,113.625,0.0
135,227773,-120.25,121.25,0.0
136,228660,-109.875,110.875,0.0
137,229595,-115.875,116.875,0.0
138,230519,-114.5,115.5,0.0
139,231433,-113.25,114.25,0.0
140,232388,-118.375,119.375,0.0
141,233202,-100.75,101.75,0.0
142,234440,-153.875,154.75,0.0
143,235383,-116.875,117.875,0.0
144,236453,-132.75,133.75,0.0
145,237678,-152.125,153.125,0.0
146,238566,-110.0,111.0,0.0
147,239370,-99.5,100.5,0.0
148,240284,-113.25,114.25,0.0
149,241507,-151.875,152.875,0.0
150,242417,-112.75,113.75,0.0
151,243523,-137.25,138.25,0.0
152,244460,-116.125,117.125,0.0
