update,environment_steps,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,reward_regularizer_cosine,cosine_defined,beta
0,0,208.4075469970703,0.17691439390182495,0.0,nan,False,0.0
1,4000,174.53250122070312,0.168819859623909,0.0,nan,False,0.0
2,8000,176.28475952148438,0.16059984266757965,0.0,nan,False,0.0
3,12000,260.8699645996094,0.15273311734199524,0.0,nan,False,0.0
4,16000,145.75917053222656,0.14627891778945923,0.0,nan,False,0.0
5,20000,202.8411407470703,0.14149323105812073,0.0,nan,False,0.0
6,24000,188.6324005126953,0.13949905335903168,0.0,nan,False,0.0
7,28000,168.89439392089844,0.1397891789674759,0.0,nan,False,0.0
8,32000,151.66275024414062,0.1396716684103012,0.0,nan,False,0.0
9,36000,415.12811279296875,0.13682523369789124,0.0,nan,False,0.0
10,40000,156.3183135986328,0.13400910794734955,0.0,nan,False,0.0
11,44000,154.19644165039062,0.13167333602905273,0.0,nan,False,0.0
12,48000,152.8957977294922,0.12910912930965424,0.0,nan,False,0.0
13,52000,334.0910949707031,0.12947474420070648,0.0,nan,False,0.0
14,56000,296.9180603027344,0.1266649216413498,0.0,nan,False,0.0
15,60000,297.2552185058594,0.1257452517747879,0.0,nan,False,0.0
16,64000,188.00582885742188,0.12568077445030212,0.0,nan,False,0.0
17,68000,283.4796142578125,0.12680400907993317,0.0,nan,False,0.0
18,72000,130.75811767578125,0.125061497092247,0.0,nan,False,0.0
19,76000,239.1277313232422,0.12215035408735275,0.0,nan,False,0.0
20,80000,107.6221923828125,0.12225669622421265,0.0,nan,False,0.0
21,84000,178.35678100585938,0.12034115940332413,0.0,nan,False,0.0
22,88000,254.27639770507812,0.1204863116145134,0.0,nan,False,0.0
23,92000,323.4971618652344,0.11960211396217346,0.0,nan,False,0.0
24,96000,218.35894775390625,0.1169920414686203,0.0,nan,False,0.0
25,100000,205.89830017089844,0.11503304541110992,0.0,nan,False,0.0
26,104000,272.57037353515625,0.11574123799800873,0.0,nan,False,0.0
27,108000,302.9224853515625,0.1193591058254242,0.0,nan,False,0.0
28,112000,351.7551574707031,0.1232815757393837,0.0,nan,False,0.0
29,116000,292.9788818359375,0.1284126341342926,0.0,nan,False,0.0
30,120000,270.7658386230469,0.13271932303905487,0.0,nan,False,0.0
31,124000,170.89161682128906,0.13714919984340668,0.0,nan,False,0.0
32,128000,288.0446472167969,0.14037874341011047,0.0,nan,False,0.0
33,132000,142.7834014892578,0.1442553848028183,0.0,nan,False,0.0
34,136000,112.98026275634766,0.14968228340148926,0.0,nan,False,0.0
35,140000,368.4587097167969,0.15539781749248505,0.0,nan,False,0.0
36,144000,208.155029296875,0.15955808758735657,0.0,nan,False,0.0
37,148000,246.7247314453125,0.16669335961341858,0.0,nan,False,0.0
38,152000,88.13455963134766,0.16863258183002472,0.0,nan,False,0.0
39,156000,216.88389587402344,0.17168402671813965,0.0,nan,False,0.0
40,160000,177.0233154296875,0.1748390644788742,0.0,nan,False,0.0
41,164000,159.9153289794922,0.1773412525653839,0.0,nan,False,0.0
42,168000,219.2564697265625,0.17720703780651093,0.0,nan,False,0.0
43,172000,131.45970153808594,0.17766179144382477,0.0,nan,False,0.0
44,176000,119.62279510498047,0.1767909675836563,0.0,nan,False,0.0
45,180000,171.60186767578125,0.17781560122966766,0.0,nan,False,0.0
46,184000,140.5457763671875,0.1790570169687271,0.0,nan,False,0.0
47,188000,345.3052978515625,0.17972227931022644,0.0,nan,False,0.0
48,192000,259.89410400390625,0.1796654462814331,0.0,nan,False,0.0
49,196000,251.11517333984375,0.18144536018371582,0.0,nan,False,0.0
50,200000,281.5744323730469,0.18198396265506744,0.0,nan,False,0.0
51,204000,232.13980102539062,0.1809508204460144,0.0,nan,False,0.0
52,208000,167.9778594970703,0.18129509687423706,0.0,nan,False,0.0
53,212000,240.2965850830078,0.18124502897262573,0.0,nan,False,0.0
54,216000,362.5948486328125,0.18197102844715118,0.0,nan,False,0.0
