environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,episode_length,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active
Acrobot-v1,gpomdp_reward_only,203,0,0,-500.0,-484.0,500.0,1.088423490524292,0.27832522988319397,0.24328137934207916,-1.10897958278656,0.0,False
Acrobot-v1,gpomdp_reward_only,203,2,7847,-500.0,-500.0,500.0,1.089457392692566,0.28229039907455444,0.24390466511249542,-1.1078964471817017,0.0,False
Acrobot-v1,gpomdp_reward_only,203,3,11801,-500.0,-500.0,500.0,1.0910536050796509,0.2883068919181824,0.24602439999580383,-1.1062211990356445,0.0,False
Acrobot-v1,gpomdp_reward_only,203,4,15707,-500.0,-500.0,500.0,1.0902796983718872,0.28555989265441895,0.24650059640407562,-1.1070308685302734,0.0,False
Acrobot-v1,gpomdp_reward_only,203,6,23707,-500.0,-500.0,500.0,1.0896408557891846,0.2829299867153168,0.2430015653371811,-1.1077032089233398,0.0,False
Acrobot-v1,gpomdp_reward_only,203,7,27598,-500.0,-500.0,500.0,1.0898655652999878,0.28376108407974243,0.24264392256736755,-1.107460856437683,0.0,False
Acrobot-v1,gpomdp_reward_only,203,8,31598,-500.0,-489.0,500.0,1.0891804695129395,0.2811625599861145,0.24294708669185638,-1.1082017421722412,0.0,False
Acrobot-v1,gpomdp_reward_only,203,10,39506,-500.0,-479.3333333333333,500.0,1.09003746509552,0.2850380837917328,0.24186097085475922,-1.1072982549667358,0.0,False
Acrobot-v1,gpomdp_reward_only,203,11,43482,-500.0,-500.0,500.0,1.0909816026687622,0.2883371114730835,0.24440452456474304,-1.1062942743301392,0.0,False
Acrobot-v1,gpomdp_reward_only,203,12,47398,-500.0,-500.0,500.0,1.090070128440857,0.28411662578582764,0.2470315396785736,-1.1072497367858887,0.0,False
Acrobot-v1,gpomdp_reward_only,203,13,51200,-500.0,-500.0,500.0,1.0879713296890259,0.2765749990940094,0.2436019480228424,-1.1094571352005005,0.0,False
