iteration,train_reward,best_reward,kl,grad_norm,nat_grad_norm,entropy,mean_std,return_mean,return_std,episode_len,rollout_time,update_time,total_time
0,54.2857,54.2857,3.634273e-05,4.747107e+00,1.708346e+01,2.756244,0.606437,30.7686,15.7655,33.6,1.638,0.2024,1.8405
1,53.5755,54.2857,3.385462e-05,4.138119e+00,1.276142e+01,2.757122,0.606606,30.2303,15.3359,33.2,1.6216,0.0851,1.7067
2,54.1271,54.2857,4.982426e-05,5.442207e+00,1.339395e+01,2.757492,0.606642,30.6701,15.4952,33.82,1.739,0.1602,1.8993
3,54.7509,54.7509,5.322642e-05,6.914735e+00,1.284795e+01,2.757697,0.606736,30.8977,16.0021,33.78,1.3002,0.0413,1.3415
4,56.5416,56.5416,7.268195e-05,7.346286e+00,1.636281e+01,2.759393,0.607066,32.2243,16.8886,35.52,1.7895,0.0177,1.8072
5,54.6406,56.5416,2.126286e-05,3.886422e+00,1.376771e+01,2.757828,0.606761,31.3446,16.7073,34.1,1.7201,0.0601,1.7802
6,54.6629,56.5416,4.542091e-05,5.649898e+00,1.375443e+01,2.762124,0.607593,30.9331,15.6691,33.7,1.1553,0.0658,1.221
7,56.1107,56.5416,3.820350e-05,5.270556e+00,1.325115e+01,2.760056,0.60722,31.7862,16.2678,34.76,1.2517,0.0596,1.3113
8,54.6513,56.5416,4.689415e-05,4.839035e+00,1.487819e+01,2.761256,0.607423,31.0636,15.8289,34.37,1.7474,0.1043,1.8517
9,55.0526,56.5416,3.189495e-05,2.504519e+00,1.342565e+01,2.763395,0.607879,31.1436,15.9005,34.29,1.4958,0.0156,1.5113
10,55.2046,56.5416,3.710869e-05,4.056184e+00,1.062766e+01,2.76405,0.608032,31.0711,15.9944,34.08,1.3709,0.0442,1.4151
11,54.6344,56.5416,3.612528e-05,4.773998e+00,1.306376e+01,2.762253,0.607618,30.8898,15.7184,34.12,1.6199,0.0546,1.6746
12,55.6352,56.5416,4.411055e-05,4.973588e+00,1.633726e+01,2.765692,0.60836,31.5649,16.1951,34.48,1.6786,0.0428,1.7215
13,57.5399,57.5399,7.084745e-05,6.438968e+00,1.270848e+01,2.76757,0.608723,32.6028,17.1177,36.18,1.666,0.0567,1.7227
14,55.7235,57.5399,3.374789e-05,4.879118e+00,1.276800e+01,2.767947,0.608764,31.5666,16.2845,34.7,1.5788,0.0792,1.658
15,56.3988,57.5399,4.139707e-05,4.684930e+00,1.634936e+01,2.769096,0.609047,31.9869,16.4138,35.36,1.798,0.1058,1.9038
16,57.2869,57.5399,5.657486e-05,5.195410e+00,1.310162e+01,2.77008,0.609224,32.5036,16.6879,35.96,1.5272,0.0293,1.5565
17,57.851,57.851,4.482863e-05,5.392659e+00,1.105297e+01,2.773998,0.610027,32.7855,16.7998,36.21,1.348,0.0211,1.3691
18,58.4762,58.4762,3.746005e-05,4.172328e+00,1.443278e+01,2.776314,0.610507,33.5482,17.8365,36.54,1.904,0.1017,2.0057
19,58.2872,58.4762,7.441088e-05,6.628364e+00,1.634517e+01,2.778074,0.610856,33.6875,18.1679,36.81,1.7406,0.0177,1.7583
20,60.0262,60.0262,6.044524e-05,6.563737e+00,1.320915e+01,2.781184,0.611512,35.0595,19.3899,38.21,2.4531,0.0636,2.5166
21,60.5245,60.5245,6.213554e-05,6.305619e+00,1.495138e+01,2.782234,0.611688,34.4843,17.7845,38.83,2.0887,0.1409,2.2297
22,60.7045,60.7045,7.627844e-05,6.073299e+00,1.749115e+01,2.786233,0.612519,34.9425,18.261,38.91,2.0343,0.0416,2.0759
23,59.6585,60.7045,5.680289e-05,6.607898e+00,1.322796e+01,2.785652,0.612424,34.1913,17.8162,37.95,1.943,0.042,1.985
24,64.1187,64.1187,1.035822e-04,8.099456e+00,1.677918e+01,2.788733,0.613059,37.8791,20.7592,41.95,2.8338,0.0435,2.8773
25,61.2081,64.1187,5.166348e-05,5.001018e+00,1.346632e+01,2.790719,0.613464,34.5507,17.6418,39.01,1.8744,0.0781,1.9525
26,61.8741,64.1187,6.428293e-05,5.922957e+00,1.545359e+01,2.789557,0.613254,35.6793,19.0859,39.89,2.3152,0.0283,2.3435
27,65.6042,65.6042,6.734383e-05,6.088935e+00,1.687954e+01,2.788871,0.613085,39.6279,25.1241,43.28,3.0577,0.061,3.1187
28,63.8699,65.6042,6.719743e-05,6.725198e+00,1.444012e+01,2.794441,0.614256,37.4358,20.8211,41.33,2.3337,0.0359,2.3696
29,64.0697,65.6042,5.725811e-05,6.149079e+00,1.617545e+01,2.797118,0.614783,38.1249,22.6716,42.16,3.0398,0.0222,3.062
30,64.1832,65.6042,7.074759e-05,5.817348e+00,1.610890e+01,2.795861,0.614557,36.9406,19.9963,42.11,2.3334,0.0872,2.4205
31,66.0727,66.0727,8.175828e-05,5.319328e+00,1.765379e+01,2.793266,0.613963,40.0305,24.1747,44.72,3.5112,0.0522,3.5634
32,64.9957,66.0727,5.701091e-05,5.295411e+00,1.438025e+01,2.795117,0.61438,37.6832,21.1739,43.55,2.8295,0.0335,2.863
33,69.7415,69.7415,6.186739e-05,5.068630e+00,1.704149e+01,2.79728,0.61488,42.9438,27.6,46.42,3.6664,0.1266,3.7929
34,68.4179,69.7415,5.202170e-05,4.432339e+00,1.509984e+01,2.79715,0.614813,39.2632,20.7509,44.23,2.576,0.0841,2.6601
35,69.5702,69.7415,1.012960e-04,7.706454e+00,1.675867e+01,2.798989,0.615227,41.2333,23.6012,47.2,3.5673,0.0468,3.614
36,69.8699,69.8699,5.123755e-05,4.829558e+00,1.475681e+01,2.800313,0.615472,40.4378,22.8175,48.2,3.0845,0.0369,3.1213
37,71.1546,71.1546,3.581814e-05,3.798016e+00,1.657756e+01,2.800994,0.615583,42.9637,25.919,48.61,3.7785,0.0997,3.8782
38,70.3262,71.1546,6.544568e-05,6.124814e+00,1.375653e+01,2.803588,0.616187,43.1744,27.5063,47.04,3.9366,0.0977,4.0342
39,71.8437,71.8437,9.455685e-05,6.134294e+00,1.967333e+01,2.804454,0.616323,42.2882,23.8401,47.38,3.3979,0.0488,3.4467
40,76.5058,76.5058,7.378994e-05,5.695557e+00,1.818332e+01,2.801811,0.615806,46.1823,27.9206,53.03,4.1179,0.0924,4.2102
41,73.1361,76.5058,6.090350e-05,4.386188e+00,2.024448e+01,2.803619,0.616205,42.3034,24.0875,48.91,2.9711,0.0259,2.997
42,73.2303,76.5058,6.241217e-05,4.588357e+00,1.678576e+01,2.804191,0.616298,42.9515,24.5405,48.71,3.3986,0.0819,3.4805
43,73.5426,76.5058,4.324907e-05,4.353401e+00,1.618456e+01,2.803421,0.616184,42.0212,23.7982,50.23,3.1049,0.0188,3.1238
44,72.0843,76.5058,6.206497e-05,5.516180e+00,1.754006e+01,2.804072,0.616234,41.7827,25.4027,50.48,3.3092,0.1144,3.4236
45,70.7895,76.5058,6.250947e-05,3.181635e+00,1.510810e+01,2.804985,0.616507,40.3263,24.1007,47.23,2.2702,0.0478,2.318
46,74.081,76.5058,8.111718e-05,3.829207e+00,1.761199e+01,2.806154,0.61675,42.3531,25.4866,50.15,3.1997,0.062,3.2617
47,77.8378,77.8378,7.036265e-05,4.905414e+00,1.863298e+01,2.80592,0.616628,44.9945,26.308,50.17,2.7278,0.0512,2.779
48,76.8765,77.8378,6.082092e-05,3.225169e+00,2.204302e+01,2.802779,0.615984,45.2,29.3818,53.71,3.8017,0.1675,3.9691
49,75.6649,77.8378,8.903700e-05,7.037183e+00,1.422419e+01,2.807032,0.616867,44.4116,26.2635,51.03,3.3036,0.1002,3.4038
50,83.3672,83.3672,7.283243e-05,5.806880e+00,1.681623e+01,2.805143,0.61653,52.2881,33.2932,54.99,4.4463,0.1691,4.6154
51,80.7414,83.3672,7.162939e-05,4.729178e+00,1.918231e+01,2.806423,0.616784,47.7671,31.4298,54.7,3.5258,0.0301,3.5559
52,80.2019,83.3672,1.016006e-04,5.741730e+00,1.927896e+01,2.804942,0.616516,47.2615,28.8274,53.14,3.0769,0.0241,3.101
53,84.1002,84.1002,6.332669e-05,3.837892e+00,2.834599e+01,2.805034,0.616531,49.3386,30.8145,56.07,3.6685,0.1379,3.8064
54,78.3733,84.1002,8.644483e-05,7.177469e+00,2.067632e+01,2.806006,0.616755,45.4973,29.0543,52.03,2.8293,0.0246,2.8538
55,82.9874,84.1002,7.946599e-05,5.790640e+00,1.733737e+01,2.806314,0.616787,48.7361,30.0489,56.26,3.3556,0.0395,3.3951
56,84.4893,84.4893,9.647621e-05,6.204638e+00,2.364698e+01,2.804813,0.616516,51.078,34.3706,56.3,3.8911,0.0851,3.9762
57,82.0193,84.4893,9.670922e-05,7.903796e+00,1.806588e+01,2.807083,0.616887,48.6207,31.1244,54.76,3.097,0.0167,3.1137
58,92.3482,92.3482,1.015486e-04,4.526754e+00,2.029304e+01,2.809101,0.617423,53.5832,33.5859,62.02,3.6565,0.1368,3.7932
59,86.2684,92.3482,9.003494e-05,7.489043e+00,2.366789e+01,2.807737,0.617109,49.59,30.7259,57.46,3.4626,0.0175,3.48
60,92.5598,92.5598,1.208789e-04,5.639418e+00,3.003323e+01,2.807245,0.616935,55.2152,36.1476,61.77,3.8059,0.0343,3.8402
61,89.0177,92.5598,1.362687e-04,7.095807e+00,2.196031e+01,2.806175,0.616782,52.1246,33.0455,56.47,3.1566,0.0239,3.1806
62,96.1207,96.1207,1.179388e-04,6.250278e+00,2.388195e+01,2.8072,0.61693,56.0,34.1831,62.66,3.6699,0.0259,3.6958
63,96.4776,96.4776,1.316492e-04,8.112797e+00,2.538571e+01,2.804088,0.616279,56.3261,34.9893,62.88,3.9182,0.0325,3.9507
64,102.1797,102.1797,2.162184e-04,1.006616e+01,2.788839e+01,2.80249,0.615954,60.0305,38.1875,62.86,3.4713,0.0197,3.4911
65,98.1264,102.1797,1.207414e-04,5.891523e+00,2.933709e+01,2.802086,0.615887,58.0788,37.9828,62.48,3.3743,0.1347,3.509
66,104.1749,104.1749,1.630477e-04,6.510399e+00,2.520412e+01,2.800827,0.615626,61.0691,38.5105,64.21,3.3992,0.0987,3.4979
67,106.7399,106.7399,1.319315e-04,5.252117e+00,2.521330e+01,2.801423,0.615803,62.2094,39.2221,63.82,3.1553,0.0295,3.1848
68,112.0248,112.0248,1.759601e-04,7.233998e+00,3.157646e+01,2.80013,0.61554,64.4512,40.2143,68.98,4.0794,0.1156,4.195
69,114.7702,114.7702,1.154111e-04,5.432858e+00,2.218510e+01,2.798491,0.615215,69.1113,45.8717,67.73,4.8281,0.0264,4.8545
70,119.8562,119.8562,1.721964e-04,8.693100e+00,2.829364e+01,2.795284,0.614523,70.6946,44.61,70.9,4.8806,0.0767,4.9573
71,120.0025,120.0025,2.286546e-04,8.180331e+00,3.020872e+01,2.793242,0.614009,69.6091,44.1575,69.7,3.834,0.1502,3.9842
72,133.4536,133.4536,2.173867e-04,8.522920e+00,2.696203e+01,2.794098,0.614233,75.7363,44.3913,73.98,4.173,0.0829,4.2559
73,123.7393,133.4536,2.014132e-04,8.944557e+00,3.046147e+01,2.795565,0.614565,72.5703,46.1146,71.64,4.2091,0.2392,4.4484
74,143.0552,143.0552,1.983182e-04,9.113000e+00,3.247141e+01,2.79061,0.613514,81.9147,47.8989,78.48,4.1915,0.094,4.2854
75,136.7742,143.0552,2.370853e-04,8.074127e+00,3.093619e+01,2.784903,0.612332,79.5447,47.2522,75.87,4.4046,0.1746,4.5792
76,147.5802,147.5802,2.672069e-04,9.291536e+00,2.917663e+01,2.782228,0.611757,85.3373,49.5841,82.89,4.312,0.0405,4.3525
77,154.2585,154.2585,1.980082e-04,9.293497e+00,3.051218e+01,2.779907,0.611312,85.2831,47.9927,83.3,4.1699,0.1804,4.3503
78,155.4917,155.4917,2.282790e-04,8.454310e+00,3.047864e+01,2.770462,0.609362,86.0064,47.4805,82.47,3.5935,0.0371,3.6306
79,172.6194,172.6194,1.846267e-04,6.647418e+00,3.136347e+01,2.767914,0.60874,93.9698,49.4026,88.44,4.2201,0.0622,4.2823
