environment,method,seed,update,environment_steps,deterministic_return,stochastic_return,deterministic_return_standard_deviation,stochastic_return_standard_deviation,episode_length,deterministic_termination_rate,stochastic_termination_rate,entropy,mean_min_probability,global_min_probability,barrier_value,beta,barrier_active,entropy_coefficient,entropy_bonus_active
Acrobot-v1,gpomdp_entropy_handoff,1112,0,0,-500.0,-499.25,0.0,4.242640687119285,500.0,0.0,0.03125,1.071625828742981,0.2516166567802429,0.2151479423046112,-1.1256563663482666,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1112,50,199709,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0931731462478638,0.29610878229141235,0.25566861033439636,-1.1040343046188354,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1112,100,399666,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0933266878128052,0.29556822776794434,0.2526080906391144,-1.1039178371429443,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1112,150,599292,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0973727703094482,0.31531453132629395,0.25915786623954773,-1.0998597145080566,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1112,200,799150,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0977362394332886,0.318471223115921,0.27546897530555725,-1.0994901657104492,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1112,249,995110,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0975500345230103,0.3170362710952759,0.28724730014801025,-1.0996755361557007,0.0,False,588.8195483317652,True
Acrobot-v1,gpomdp_entropy_handoff,1112,250,999110,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0974986553192139,0.31683120131492615,0.28706592321395874,-1.0997270345687866,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1112,251,1003110,-500.0,-500.0,0.0,0.0,500.0,0.0,0.0,1.0974884033203125,0.3165152072906494,0.2866860330104828,-1.0997388362884521,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1112,300,1189755,-105.4375,-383.59375,56.80750603516655,86.52646784133034,106.4375,1.0,0.875,1.0800657272338867,0.2749544084072113,0.18655499815940857,-1.1173299551010132,0.0,False,0.0,False
Acrobot-v1,gpomdp_entropy_handoff,1112,350,1272145,-138.8125,-133.5625,124.68112553436518,28.01720381618086,139.71875,0.90625,1.0,0.857924222946167,0.13773766160011292,0.04388492554426193,-1.3806991577148438,0.0,False,0.0,False
